,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,46.13,54.12,31.86,38.44,21.0,23.19,12.98,12.96,8.01,6.83,5.33,4.18,3.46,2.34,2.46,1.39,1.52,0.87,1.07,0.56,0.79,0.3,0.58,0.22,0.4,0.15,0.37,0.11,0.27,0.06,0.22,0.04,0.16,0.03,0.16,0.02,0.12,0.02,0.11,0.02,0.04,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0
2m TTC,45.51,54.61,34.53,42.81,24.83,29.69,17.76,21.07,13.22,13.56,10.22,9.23,7.69,6.16,5.7,3.95,4.3,2.88,3.13,2.14,2.51,1.36,1.93,0.97,1.52,0.79,1.36,0.39,1.0,0.32,0.79,0.22,0.63,0.17,0.54,0.17,0.51,0.12,0.4,0.12,0.3,0.12,0.25,0.12,0.2,0.1,0.14,0.08,0.14,0.07,0.12,0.07,0.11,0.07,0.11,0.07,0.1,0.06,0.1,0.05,0.07,0.04,0.07,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.04,0.02,0.04,0.02,0.0,0.02,0.0,0.02,0.0
3m TTC,46.12,54.08,36.02,43.91,28.53,34.72,22.08,25.7,17.16,18.36,12.71,12.88,9.53,9.2,7.6,6.83,6.13,4.49,4.75,3.38,4.06,2.45,3.26,1.91,2.63,1.41,2.05,1.09,1.8,0.69,1.41,0.63,1.18,0.46,1.0,0.39,0.89,0.35,0.71,0.34,0.65,0.3,0.55,0.25,0.46,0.22,0.38,0.17,0.32,0.16,0.28,0.15,0.26,0.14,0.21,0.09,0.19,0.09,0.16,0.08,0.15,0.07,0.11,0.03,0.11,0.02,0.07,0.02,0.04,0.02,0.04,0.02,0.04,0.01,0.03,0.01,0.02,0.0,0.02,0.0
4m TTC,46.68,53.47,37.29,44.58,30.38,35.85,24.05,28.52,19.03,21.07,14.79,15.34,11.67,11.35,9.57,8.48,7.75,6.35,6.2,4.74,5.22,3.74,4.31,2.84,3.68,2.33,2.98,1.74,2.51,1.35,2.1,1.01,1.74,0.87,1.45,0.74,1.28,0.61,1.11,0.54,0.85,0.47,0.77,0.37,0.57,0.3,0.53,0.24,0.48,0.2,0.43,0.17,0.35,0.16,0.31,0.11,0.31,0.09,0.27,0.07,0.27,0.07,0.27,0.07,0.25,0.07,0.22,0.07,0.15,0.06,0.12,0.06,0.11,0.06,0.11,0.06,0.07,0.06,0.05,0.06
5m TTC,46.42,53.66,38.71,45.44,32.28,37.73,25.99,30.43,20.95,23.98,16.88,18.41,13.95,13.94,11.25,11.15,9.15,8.45,7.56,6.84,6.55,5.46,5.33,4.05,4.48,3.27,3.74,2.59,3.12,2.11,2.58,1.77,2.24,1.52,1.95,1.27,1.71,1.11,1.47,0.89,1.28,0.69,1.13,0.61,0.89,0.57,0.69,0.54,0.54,0.5,0.4,0.46,0.31,0.41,0.31,0.29,0.28,0.24,0.23,0.18,0.22,0.12,0.21,0.12,0.18,0.09,0.17,0.09,0.16,0.07,0.15,0.07,0.12,0.07,0.12,0.06,0.12,0.03,0.1,0.03
6m TTC,46.38,53.77,39.77,46.74,32.88,39.5,27.11,32.65,21.98,26.42,18.17,21.13,14.98,16.4,12.3,12.86,10.35,10.2,8.76,7.94,7.4,6.23,6.18,5.0,5.3,4.1,4.34,3.32,3.6,2.51,3.11,2.08,2.82,1.82,2.38,1.51,2.06,1.25,1.86,0.95,1.59,0.82,1.4,0.69,1.12,0.62,0.91,0.53,0.8,0.45,0.74,0.41,0.62,0.35,0.56,0.3,0.45,0.27,0.38,0.22,0.36,0.2,0.28,0.17,0.27,0.17,0.25,0.16,0.16,0.08,0.16,0.08,0.16,0.08,0.14,0.08,0.11,0.08,0.1,0.08
7m TTC,45.91,54.19,39.39,47.3,34.33,40.37,28.79,34.05,23.96,27.99,19.93,22.22,16.38,18.43,13.75,14.57,11.75,11.56,9.95,8.92,8.19,7.14,7.07,5.95,5.86,4.86,4.89,3.95,4.29,3.21,3.79,2.57,3.25,2.13,2.89,1.86,2.44,1.52,2.11,1.23,1.81,1.06,1.7,0.91,1.47,0.76,1.32,0.66,1.09,0.56,1.01,0.46,0.87,0.36,0.79,0.35,0.7,0.32,0.55,0.31,0.45,0.27,0.41,0.19,0.37,0.17,0.35,0.17,0.27,0.12,0.26,0.1,0.26,0.09,0.2,0.07,0.16,0.07,0.16,0.07
8m TTC,45.96,54.16,40.04,47.88,34.19,41.28,29.03,35.2,24.92,29.48,21.32,24.37,18.06,19.9,14.99,15.95,12.76,12.91,11.15,10.43,9.43,8.25,8.18,6.42,7.02,5.1,6.06,3.99,5.28,3.4,4.79,2.9,3.98,2.51,3.41,2.2,2.92,1.91,2.41,1.56,2.25,1.38,1.93,1.2,1.63,1.07,1.36,0.97,1.19,0.9,1.09,0.82,0.94,0.69,0.85,0.63,0.8,0.57,0.71,0.48,0.59,0.41,0.46,0.34,0.44,0.26,0.4,0.24,0.32,0.18,0.32,0.18,0.31,0.18,0.27,0.15,0.22,0.11,0.22,0.1
9m TTC,46.47,53.56,40.14,47.47,34.49,41.55,29.8,35.64,25.15,30.14,21.65,25.8,18.74,21.31,15.74,17.07,14.07,13.79,12.09,11.27,10.34,9.08,8.71,7.19,7.55,5.94,6.77,4.91,5.79,4.09,5.0,3.45,4.38,3.02,3.85,2.63,3.31,2.33,2.93,1.97,2.5,1.77,2.17,1.53,1.96,1.4,1.66,1.21,1.42,1.13,1.22,1.07,1.09,0.89,0.94,0.85,0.83,0.79,0.73,0.69,0.68,0.64,0.55,0.51,0.51,0.45,0.49,0.45,0.33,0.38,0.29,0.36,0.29,0.28,0.25,0.23,0.18,0.23,0.18,0.22
10m TTC,47.47,52.58,40.28,47.01,34.68,41.48,29.98,35.91,25.96,31.2,22.75,26.19,19.63,21.84,16.94,18.37,14.41,14.93,12.6,12.38,10.79,10.39,9.55,8.58,8.38,6.91,7.17,5.7,6.36,4.71,5.58,3.85,4.8,3.4,4.07,2.94,3.64,2.51,3.26,2.3,2.89,1.96,2.63,1.75,2.32,1.62,1.88,1.46,1.63,1.16,1.45,1.0,1.29,0.91,1.05,0.84,0.89,0.66,0.8,0.59,0.69,0.55,0.63,0.52,0.6,0.47,0.58,0.4,0.39,0.35,0.35,0.31,0.34,0.3,0.32,0.28,0.28,0.27,0.28,0.27
