,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,50.63,50.97,13.87,14.0,4.35,4.35,1.64,1.62,0.74,0.68,0.38,0.33,0.2,0.18,0.12,0.11,0.07,0.06,0.04,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,50.31,50.51,20.16,20.24,8.34,8.42,3.82,3.9,1.94,1.94,1.1,1.11,0.64,0.63,0.39,0.37,0.24,0.23,0.16,0.16,0.11,0.12,0.08,0.08,0.06,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,50.32,50.22,23.97,23.94,11.52,11.43,5.89,5.79,3.22,3.18,1.85,1.91,1.14,1.18,0.74,0.74,0.47,0.48,0.33,0.34,0.22,0.25,0.16,0.18,0.13,0.14,0.1,0.11,0.08,0.09,0.07,0.07,0.05,0.05,0.04,0.05,0.03,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4m TTC,50.11,50.28,26.54,26.49,14.02,13.74,7.7,7.51,4.41,4.38,2.65,2.69,1.7,1.74,1.11,1.19,0.76,0.82,0.53,0.57,0.38,0.42,0.28,0.32,0.21,0.24,0.16,0.18,0.13,0.14,0.1,0.11,0.09,0.09,0.07,0.07,0.07,0.06,0.05,0.05,0.04,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5m TTC,50.13,50.24,28.54,28.37,16.08,15.71,9.24,8.97,5.56,5.52,3.49,3.52,2.28,2.3,1.53,1.59,1.09,1.15,0.79,0.84,0.57,0.62,0.43,0.46,0.34,0.36,0.26,0.29,0.22,0.23,0.18,0.18,0.14,0.15,0.12,0.12,0.09,0.1,0.08,0.08,0.06,0.07,0.06,0.06,0.04,0.05,0.04,0.04,0.03,0.04,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0
6m TTC,50.14,50.12,30.05,29.78,17.78,17.44,10.59,10.41,6.59,6.44,4.25,4.26,2.81,2.91,1.96,2.01,1.4,1.45,1.01,1.1,0.73,0.81,0.55,0.62,0.42,0.48,0.34,0.38,0.29,0.3,0.24,0.25,0.19,0.2,0.15,0.16,0.13,0.14,0.11,0.12,0.09,0.1,0.08,0.09,0.07,0.07,0.06,0.07,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01
7m TTC,50.18,50.08,31.41,31.08,19.24,18.75,11.9,11.59,7.56,7.51,4.97,5.0,3.38,3.46,2.37,2.47,1.69,1.8,1.24,1.35,0.93,1.04,0.71,0.79,0.56,0.62,0.43,0.5,0.36,0.39,0.29,0.32,0.24,0.27,0.2,0.21,0.17,0.18,0.14,0.15,0.12,0.13,0.1,0.11,0.09,0.1,0.07,0.08,0.06,0.07,0.05,0.07,0.05,0.06,0.04,0.05,0.04,0.05,0.04,0.05,0.03,0.04,0.03,0.04,0.02,0.04,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01
8m TTC,50.1,50.13,32.42,32.09,20.57,20.09,13.11,12.78,8.54,8.36,5.68,5.68,3.94,3.97,2.76,2.87,1.98,2.14,1.5,1.59,1.15,1.22,0.87,0.94,0.69,0.74,0.53,0.59,0.43,0.49,0.35,0.4,0.3,0.33,0.24,0.27,0.19,0.23,0.17,0.2,0.15,0.17,0.12,0.14,0.11,0.12,0.09,0.11,0.08,0.1,0.07,0.09,0.06,0.08,0.05,0.07,0.05,0.06,0.04,0.06,0.04,0.05,0.03,0.05,0.03,0.04,0.03,0.04,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02
9m TTC,50.11,50.12,33.21,32.99,21.69,21.18,14.09,13.75,9.27,9.3,6.33,6.31,4.46,4.53,3.21,3.31,2.33,2.48,1.75,1.86,1.33,1.43,1.03,1.14,0.83,0.92,0.65,0.74,0.53,0.6,0.43,0.48,0.37,0.4,0.3,0.34,0.25,0.29,0.21,0.25,0.17,0.22,0.14,0.19,0.12,0.16,0.11,0.14,0.09,0.12,0.08,0.1,0.07,0.09,0.06,0.08,0.05,0.07,0.05,0.06,0.04,0.06,0.04,0.05,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.02
10m TTC,50.07,50.13,33.87,33.56,22.52,22.09,14.94,14.65,10.07,10.0,6.98,7.0,4.97,4.95,3.62,3.61,2.66,2.78,2.01,2.12,1.55,1.67,1.22,1.31,0.96,1.07,0.79,0.85,0.64,0.7,0.53,0.56,0.44,0.47,0.35,0.4,0.29,0.34,0.24,0.29,0.2,0.25,0.17,0.21,0.14,0.18,0.13,0.16,0.12,0.14,0.1,0.12,0.09,0.11,0.08,0.1,0.07,0.09,0.06,0.08,0.06,0.08,0.05,0.07,0.05,0.06,0.04,0.06,0.04,0.05,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.02,0.03
