,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,46.92,53.41,33.16,38.35,23.16,24.44,15.94,13.95,10.39,8.27,6.55,4.17,4.52,2.68,2.96,1.65,1.91,0.8,1.37,0.42,0.91,0.29,0.68,0.19,0.49,0.16,0.33,0.13,0.15,0.09,0.11,0.08,0.11,0.07,0.09,0.07,0.08,0.01,0.07,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,48.96,51.16,37.73,39.98,27.97,30.1,21.3,21.79,16.08,15.4,11.65,10.79,8.51,7.51,6.47,5.17,4.72,3.46,3.62,2.45,2.75,1.69,2.11,1.23,1.54,0.79,1.14,0.6,0.9,0.48,0.57,0.39,0.51,0.33,0.39,0.25,0.29,0.24,0.24,0.2,0.23,0.18,0.21,0.17,0.18,0.17,0.17,0.16,0.16,0.15,0.14,0.15,0.13,0.15,0.13,0.1,0.11,0.1,0.06,0.09,0.05,0.07,0.05,0.07,0.05,0.07,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05
3m TTC,49.3,50.78,39.63,40.72,32.33,32.37,25.16,25.11,19.81,18.5,15.47,13.97,11.82,10.23,9.1,7.45,6.7,5.05,5.05,3.61,3.64,2.76,2.86,2.16,2.31,1.61,1.83,1.35,1.55,0.98,1.2,0.88,0.97,0.61,0.72,0.5,0.68,0.48,0.6,0.42,0.49,0.34,0.4,0.29,0.39,0.29,0.32,0.28,0.2,0.25,0.19,0.25,0.15,0.21,0.15,0.21,0.15,0.14,0.09,0.13,0.09,0.08,0.07,0.08,0.05,0.08,0.05,0.08,0.05,0.08,0.04,0.08,0.04,0.07,0.04,0.07,0.04,0.07,0.04,0.02
4m TTC,49.44,50.61,41.37,42.13,33.69,34.92,27.95,27.82,22.8,21.9,18.22,16.84,14.57,12.77,11.88,9.45,9.36,7.23,7.42,5.6,6.06,3.97,4.98,3.09,3.81,2.31,3.04,1.92,2.25,1.45,1.93,1.13,1.6,0.96,1.22,0.75,1.06,0.65,1.0,0.57,0.84,0.48,0.71,0.4,0.6,0.38,0.56,0.37,0.46,0.36,0.44,0.34,0.43,0.33,0.35,0.3,0.34,0.27,0.29,0.24,0.29,0.23,0.23,0.19,0.18,0.19,0.18,0.13,0.15,0.12,0.11,0.12,0.1,0.12,0.1,0.12,0.08,0.07,0.08,0.07
5m TTC,49.05,51.06,42.04,44.01,35.02,36.89,29.17,29.37,24.42,23.44,20.21,18.99,16.66,14.7,13.71,11.47,11.22,8.85,9.23,6.71,7.95,5.11,6.59,4.01,5.51,3.17,4.13,2.41,3.38,1.92,2.69,1.66,2.36,1.39,1.97,1.0,1.74,0.92,1.46,0.87,1.22,0.78,0.94,0.67,0.83,0.61,0.74,0.54,0.58,0.46,0.49,0.44,0.42,0.44,0.25,0.39,0.24,0.35,0.22,0.3,0.22,0.29,0.21,0.22,0.2,0.22,0.2,0.22,0.19,0.17,0.18,0.16,0.13,0.14,0.12,0.14,0.11,0.14,0.11,0.13
6m TTC,48.85,51.2,42.22,44.26,36.27,37.16,30.83,31.21,25.84,25.28,21.74,20.49,17.66,15.97,14.54,12.6,12.13,9.88,10.36,7.65,8.68,6.47,7.38,5.2,6.23,4.03,4.98,3.05,4.11,2.49,3.54,2.05,2.98,1.54,2.54,1.31,2.16,1.14,1.69,1.0,1.53,0.93,1.26,0.81,1.15,0.74,0.99,0.67,0.7,0.49,0.65,0.41,0.58,0.39,0.5,0.32,0.41,0.32,0.36,0.31,0.31,0.25,0.26,0.22,0.24,0.22,0.22,0.19,0.22,0.18,0.22,0.18,0.17,0.18,0.16,0.14,0.15,0.14,0.15,0.14
7m TTC,48.21,51.97,41.79,45.63,36.21,38.95,30.98,32.72,26.75,27.54,22.57,22.19,19.39,18.12,16.12,14.55,13.48,11.83,11.33,9.25,9.46,7.46,8.39,6.21,7.09,4.96,5.93,3.89,4.76,3.2,4.33,2.71,3.62,2.14,3.2,1.8,2.74,1.64,2.4,1.43,1.91,1.28,1.64,1.2,1.47,1.03,1.29,0.82,1.15,0.62,0.98,0.59,0.81,0.58,0.6,0.56,0.52,0.44,0.39,0.43,0.37,0.34,0.35,0.3,0.34,0.27,0.34,0.22,0.25,0.22,0.22,0.22,0.2,0.21,0.2,0.2,0.13,0.2,0.11,0.15
8m TTC,47.04,53.0,41.6,47.21,36.28,40.28,32.12,34.08,27.41,28.42,23.27,23.35,19.78,19.52,16.66,15.68,14.28,12.95,12.21,10.84,10.54,8.99,9.02,7.42,7.63,5.99,6.36,5.16,5.53,4.15,4.79,3.52,4.08,2.86,3.5,2.28,2.82,2.02,2.56,1.82,2.31,1.7,1.96,1.47,1.72,1.23,1.45,1.16,1.3,1.0,1.16,0.87,1.1,0.72,1.02,0.6,0.77,0.56,0.63,0.51,0.59,0.48,0.5,0.39,0.43,0.39,0.39,0.39,0.27,0.35,0.25,0.35,0.23,0.29,0.22,0.26,0.22,0.24,0.2,0.24
9m TTC,47.39,52.72,41.99,47.23,36.88,41.34,32.47,34.94,27.96,29.08,24.63,24.25,21.11,20.67,18.2,17.25,15.42,14.74,13.39,12.32,11.51,10.07,10.26,8.51,8.73,7.02,7.17,5.78,6.2,4.82,5.27,3.65,4.59,3.04,3.92,2.59,3.41,2.25,2.98,1.97,2.55,1.8,2.2,1.54,1.85,1.49,1.76,1.28,1.63,1.15,1.41,0.94,1.21,0.8,1.03,0.74,0.93,0.7,0.87,0.68,0.77,0.61,0.69,0.54,0.6,0.48,0.57,0.44,0.43,0.41,0.34,0.4,0.31,0.38,0.26,0.31,0.23,0.29,0.2,0.25
10m TTC,47.94,52.22,42.69,46.99,38.05,41.16,33.3,35.55,28.88,30.27,24.96,25.72,21.44,21.96,18.61,18.91,16.07,15.56,13.85,13.08,11.8,11.08,10.3,9.28,9.19,7.93,7.74,6.5,6.72,5.42,5.85,4.33,5.14,3.39,4.36,2.79,3.82,2.21,3.44,2.13,3.06,1.79,2.81,1.52,2.57,1.34,2.2,1.24,1.99,1.13,1.76,1.04,1.58,0.94,1.48,0.85,1.2,0.82,1.04,0.65,0.78,0.6,0.66,0.55,0.64,0.47,0.54,0.46,0.45,0.39,0.4,0.38,0.31,0.35,0.25,0.35,0.25,0.3,0.24,0.29
