,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,51.63,48.74,23.68,22.65,9.35,10.01,3.81,4.54,1.68,2.34,0.83,1.23,0.48,0.69,0.27,0.42,0.17,0.25,0.11,0.18,0.08,0.14,0.07,0.1,0.04,0.08,0.04,0.05,0.03,0.05,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,52.19,48.09,30.75,27.97,16.05,15.58,8.06,8.92,4.29,5.37,2.35,3.27,1.39,2.13,0.83,1.38,0.54,0.93,0.36,0.63,0.24,0.45,0.17,0.32,0.13,0.25,0.11,0.2,0.09,0.16,0.07,0.12,0.05,0.1,0.05,0.09,0.04,0.08,0.03,0.07,0.02,0.06,0.02,0.05,0.02,0.03,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,52.32,47.86,34.37,31.02,20.79,19.33,11.94,11.99,6.89,7.61,4.13,5.01,2.56,3.34,1.66,2.36,1.08,1.65,0.73,1.23,0.55,0.92,0.41,0.69,0.29,0.54,0.23,0.43,0.16,0.32,0.14,0.26,0.12,0.21,0.1,0.17,0.09,0.15,0.07,0.12,0.06,0.1,0.05,0.08,0.04,0.07,0.03,0.06,0.03,0.05,0.02,0.04,0.02,0.03,0.02,0.03,0.02,0.03,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4m TTC,52.35,47.77,36.34,32.8,23.53,22.02,14.81,14.59,9.2,9.68,5.8,6.57,3.75,4.58,2.5,3.28,1.71,2.4,1.21,1.78,0.84,1.36,0.63,1.03,0.48,0.81,0.37,0.66,0.3,0.55,0.25,0.42,0.18,0.35,0.15,0.3,0.12,0.26,0.1,0.19,0.09,0.16,0.08,0.14,0.06,0.13,0.05,0.1,0.05,0.08,0.04,0.07,0.04,0.06,0.04,0.05,0.03,0.04,0.03,0.04,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.01,0.0
5m TTC,52.48,47.67,38.08,34.38,26.06,23.85,17.2,16.51,11.25,11.46,7.31,8.1,4.87,5.79,3.33,4.25,2.29,3.11,1.63,2.35,1.19,1.78,0.88,1.41,0.7,1.12,0.54,0.9,0.42,0.73,0.36,0.61,0.29,0.51,0.25,0.44,0.2,0.37,0.16,0.31,0.13,0.24,0.11,0.21,0.09,0.18,0.08,0.16,0.08,0.14,0.07,0.11,0.06,0.11,0.06,0.1,0.05,0.08,0.04,0.08,0.04,0.07,0.03,0.07,0.03,0.06,0.02,0.05,0.02,0.04,0.02,0.04,0.01,0.04,0.01,0.04,0.01,0.04,0.01,0.04
6m TTC,52.46,47.64,39.32,35.33,28.06,25.26,19.21,17.97,13.04,12.84,8.84,9.27,6.09,6.92,4.28,5.13,2.95,3.94,2.12,3.03,1.62,2.35,1.23,1.85,0.97,1.46,0.72,1.21,0.59,0.97,0.47,0.8,0.39,0.67,0.33,0.56,0.26,0.48,0.22,0.4,0.19,0.34,0.15,0.3,0.13,0.25,0.12,0.22,0.1,0.2,0.09,0.18,0.08,0.15,0.07,0.14,0.06,0.12,0.06,0.1,0.05,0.1,0.05,0.08,0.05,0.08,0.04,0.06,0.03,0.05,0.03,0.05,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.04
7m TTC,52.53,47.61,40.55,36.11,29.57,26.37,20.96,19.26,14.84,14.19,10.25,10.52,7.16,7.86,5.09,6.0,3.64,4.61,2.71,3.59,2.06,2.85,1.6,2.25,1.24,1.79,0.96,1.4,0.73,1.18,0.6,1.0,0.48,0.83,0.39,0.69,0.33,0.59,0.27,0.51,0.22,0.43,0.19,0.36,0.17,0.31,0.15,0.26,0.13,0.22,0.11,0.2,0.1,0.17,0.09,0.16,0.09,0.14,0.08,0.12,0.08,0.11,0.07,0.1,0.06,0.09,0.06,0.08,0.05,0.06,0.05,0.06,0.05,0.05,0.04,0.05,0.04,0.05,0.04,0.04
8m TTC,52.56,47.56,41.07,36.78,31.02,27.4,22.63,20.52,16.23,15.37,11.62,11.53,8.31,8.77,6.02,6.73,4.42,5.21,3.23,4.08,2.46,3.28,1.91,2.65,1.46,2.12,1.19,1.74,0.99,1.47,0.81,1.28,0.67,1.04,0.54,0.87,0.44,0.73,0.37,0.64,0.31,0.57,0.26,0.48,0.22,0.41,0.18,0.37,0.16,0.33,0.14,0.28,0.11,0.23,0.1,0.21,0.09,0.19,0.09,0.17,0.08,0.15,0.07,0.15,0.07,0.13,0.07,0.12,0.05,0.1,0.05,0.09,0.05,0.08,0.04,0.08,0.04,0.07,0.04,0.06
9m TTC,52.49,47.62,41.62,37.25,32.0,28.36,23.94,21.4,17.47,16.22,12.88,12.34,9.28,9.6,6.82,7.51,5.06,5.84,3.79,4.71,2.88,3.82,2.26,3.13,1.78,2.5,1.39,2.05,1.11,1.68,0.92,1.4,0.77,1.2,0.67,1.02,0.56,0.9,0.47,0.76,0.37,0.67,0.31,0.59,0.28,0.51,0.24,0.44,0.21,0.37,0.18,0.31,0.17,0.27,0.14,0.24,0.12,0.23,0.1,0.2,0.1,0.18,0.09,0.18,0.08,0.15,0.07,0.14,0.07,0.12,0.06,0.11,0.05,0.1,0.05,0.08,0.04,0.07,0.04,0.07
10m TTC,52.57,47.56,42.17,37.58,32.78,29.08,25.16,22.19,18.7,17.15,13.8,13.31,10.26,10.44,7.57,8.28,5.76,6.54,4.36,5.26,3.37,4.26,2.59,3.49,2.06,2.84,1.64,2.32,1.34,1.97,1.12,1.66,0.94,1.38,0.76,1.18,0.61,1.03,0.54,0.9,0.48,0.78,0.42,0.69,0.36,0.63,0.29,0.55,0.25,0.48,0.22,0.42,0.18,0.38,0.16,0.35,0.15,0.31,0.14,0.26,0.12,0.23,0.1,0.21,0.09,0.19,0.08,0.16,0.06,0.13,0.06,0.12,0.06,0.11,0.05,0.1,0.05,0.1,0.05,0.08
