,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,54.29,45.91,36.61,30.0,20.41,18.67,11.07,11.73,5.65,7.32,3.16,4.31,1.75,2.66,1.06,1.97,0.69,1.25,0.52,0.85,0.38,0.6,0.26,0.41,0.19,0.32,0.17,0.24,0.12,0.14,0.11,0.1,0.07,0.07,0.07,0.06,0.04,0.06,0.03,0.05,0.03,0.05,0.03,0.03,0.02,0.03,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0
2m TTC,53.66,46.46,40.23,34.0,28.45,24.14,19.03,16.92,11.99,11.85,7.61,8.33,5.1,6.05,3.33,4.55,2.37,3.35,1.64,2.59,1.13,2.06,0.8,1.65,0.58,1.21,0.43,0.97,0.3,0.81,0.25,0.65,0.19,0.49,0.16,0.46,0.15,0.35,0.14,0.31,0.1,0.26,0.1,0.23,0.07,0.21,0.07,0.2,0.07,0.2,0.07,0.19,0.06,0.19,0.03,0.16,0.02,0.13,0.02,0.11,0.02,0.1,0.02,0.1,0.02,0.1,0.02,0.1,0.02,0.07,0.02,0.07,0.02,0.06,0.02,0.06,0.02,0.04,0.02,0.04
3m TTC,53.85,46.27,42.93,36.09,32.56,27.1,22.89,20.5,15.74,15.61,10.55,11.67,7.51,8.92,5.14,6.54,3.77,5.22,2.58,3.99,1.93,3.05,1.49,2.42,1.15,2.0,0.86,1.57,0.7,1.31,0.6,1.0,0.51,0.76,0.47,0.65,0.32,0.61,0.28,0.55,0.25,0.46,0.24,0.41,0.17,0.38,0.16,0.32,0.12,0.26,0.11,0.22,0.09,0.2,0.08,0.2,0.06,0.19,0.03,0.19,0.03,0.19,0.03,0.15,0.03,0.13,0.03,0.12,0.03,0.09,0.03,0.08,0.03,0.07,0.02,0.07,0.02,0.07,0.02,0.06
4m TTC,53.58,46.54,43.62,37.24,34.16,29.6,26.41,23.39,19.56,17.69,14.14,14.14,9.94,10.92,7.31,8.52,5.27,6.75,4.04,5.33,3.0,4.26,2.26,3.46,1.93,2.9,1.48,2.31,1.21,1.91,0.98,1.58,0.81,1.34,0.69,1.19,0.63,0.92,0.54,0.8,0.46,0.72,0.42,0.64,0.33,0.52,0.31,0.44,0.26,0.39,0.2,0.38,0.15,0.37,0.15,0.36,0.1,0.31,0.07,0.31,0.07,0.25,0.06,0.21,0.05,0.2,0.05,0.17,0.02,0.15,0.02,0.13,0.02,0.13,0.02,0.12,0.02,0.12,0.01,0.1
5m TTC,53.61,46.5,44.64,38.33,36.27,30.95,28.77,24.96,21.86,19.78,16.53,15.42,12.56,12.33,9.3,9.9,7.07,8.15,5.1,6.62,3.93,5.43,3.0,4.3,2.38,3.64,1.76,2.83,1.45,2.43,1.28,2.19,1.07,1.9,0.85,1.66,0.66,1.44,0.57,1.19,0.51,1.09,0.46,0.94,0.43,0.81,0.4,0.74,0.36,0.67,0.29,0.58,0.27,0.5,0.23,0.39,0.22,0.35,0.19,0.31,0.18,0.27,0.16,0.22,0.12,0.22,0.11,0.2,0.08,0.19,0.08,0.19,0.08,0.16,0.05,0.14,0.05,0.12,0.03,0.11
6m TTC,53.65,46.46,45.52,38.89,37.6,32.15,30.72,26.04,23.89,21.24,18.72,17.34,14.41,14.2,10.95,11.7,8.25,9.34,6.45,7.8,4.81,6.37,3.82,5.17,3.02,4.39,2.56,3.79,1.98,3.24,1.62,2.9,1.31,2.49,1.1,2.15,0.95,1.77,0.82,1.5,0.75,1.34,0.65,1.11,0.56,0.98,0.49,0.84,0.36,0.74,0.34,0.67,0.29,0.57,0.26,0.5,0.21,0.45,0.17,0.37,0.16,0.35,0.16,0.31,0.16,0.27,0.12,0.25,0.11,0.22,0.11,0.21,0.1,0.2,0.1,0.2,0.1,0.2,0.09,0.19
7m TTC,53.33,46.76,45.8,39.22,37.95,32.73,30.99,27.39,25.09,22.22,20.36,18.6,16.33,15.56,12.3,12.85,9.49,10.47,7.53,8.75,5.97,6.99,4.79,6.06,3.8,5.16,3.18,4.39,2.35,3.7,2.03,3.26,1.7,2.68,1.44,2.42,1.23,2.0,1.08,1.74,0.89,1.46,0.76,1.22,0.67,1.03,0.61,0.89,0.53,0.8,0.46,0.74,0.38,0.66,0.33,0.62,0.32,0.59,0.31,0.52,0.3,0.44,0.25,0.41,0.22,0.37,0.18,0.33,0.13,0.27,0.1,0.25,0.09,0.23,0.09,0.21,0.08,0.18,0.08,0.17
8m TTC,53.62,46.44,46.63,39.14,39.79,32.63,32.72,27.34,26.43,23.26,21.56,19.56,17.47,16.66,13.79,14.06,10.85,11.75,8.7,9.98,6.99,8.02,5.71,6.75,4.53,5.86,3.6,4.92,3.09,4.21,2.51,3.71,1.99,3.23,1.74,2.83,1.54,2.35,1.36,2.09,1.2,1.87,1.03,1.56,0.89,1.36,0.78,1.2,0.62,1.08,0.53,0.94,0.46,0.84,0.43,0.76,0.41,0.67,0.37,0.56,0.34,0.49,0.28,0.48,0.27,0.42,0.23,0.35,0.19,0.32,0.16,0.29,0.16,0.27,0.15,0.22,0.13,0.18,0.12,0.16
9m TTC,53.49,46.61,46.65,40.06,39.99,33.77,33.96,29.06,28.32,24.44,23.12,20.8,18.68,17.01,15.25,14.26,12.08,12.2,9.95,10.33,8.07,8.8,6.4,7.63,5.28,6.53,4.16,5.47,3.46,4.66,2.79,4.12,2.37,3.7,2.09,3.37,1.75,2.87,1.51,2.45,1.38,2.18,1.19,1.96,1.04,1.72,0.91,1.54,0.78,1.33,0.69,1.21,0.58,1.01,0.54,0.94,0.5,0.83,0.42,0.81,0.41,0.7,0.34,0.63,0.3,0.59,0.26,0.54,0.22,0.44,0.2,0.39,0.2,0.34,0.16,0.3,0.12,0.28,0.12,0.27
10m TTC,53.28,46.79,47.01,40.71,40.8,35.05,34.74,30.09,29.14,26.05,23.98,22.01,19.97,18.49,16.59,15.77,13.18,13.62,10.71,11.41,8.62,9.6,6.94,8.11,5.76,6.96,4.73,6.21,4.01,5.36,3.4,4.62,2.96,4.14,2.5,3.62,2.16,3.2,1.89,2.81,1.61,2.4,1.37,2.2,1.16,2.03,1.05,1.72,0.96,1.55,0.9,1.4,0.78,1.24,0.72,1.11,0.66,1.04,0.54,0.91,0.46,0.84,0.43,0.72,0.4,0.62,0.37,0.59,0.31,0.46,0.3,0.43,0.27,0.41,0.27,0.36,0.22,0.35,0.19,0.32
