,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,52.31,47.95,35.46,32.53,20.54,20.7,10.9,13.23,5.88,8.35,3.42,5.3,2.06,3.45,1.11,2.34,0.62,1.63,0.41,1.13,0.31,0.76,0.24,0.55,0.17,0.37,0.16,0.28,0.11,0.27,0.09,0.22,0.08,0.21,0.05,0.13,0.05,0.1,0.03,0.08,0.03,0.06,0.03,0.06,0.01,0.06,0.01,0.05,0.01,0.05,0.01,0.05,0.01,0.05,0.01,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,52.57,47.61,39.77,35.91,27.74,26.78,18.37,19.07,11.94,13.89,7.46,9.66,4.95,7.01,3.25,5.2,2.23,3.96,1.57,2.98,1.16,2.19,0.88,1.76,0.68,1.42,0.51,1.15,0.33,0.93,0.24,0.76,0.17,0.7,0.15,0.55,0.14,0.41,0.1,0.35,0.1,0.3,0.09,0.24,0.09,0.19,0.09,0.17,0.07,0.12,0.06,0.11,0.06,0.09,0.06,0.09,0.03,0.09,0.03,0.09,0.03,0.06,0.01,0.06,0.01,0.05,0.01,0.05,0.0,0.03,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02
3m TTC,51.79,48.34,40.87,37.62,31.26,29.25,23.05,22.69,16.56,17.29,11.53,13.18,8.08,9.58,5.48,7.26,4.07,5.5,2.66,4.34,2.02,3.58,1.6,3.02,1.15,2.39,0.87,2.04,0.72,1.76,0.55,1.45,0.39,1.19,0.25,1.02,0.24,0.89,0.21,0.76,0.17,0.67,0.14,0.63,0.13,0.58,0.12,0.38,0.08,0.36,0.07,0.34,0.03,0.26,0.01,0.19,0.01,0.17,0.01,0.17,0.0,0.16,0.0,0.13,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.04,0.0,0.04
4m TTC,51.78,48.29,42.3,38.93,33.99,31.24,25.97,24.68,18.82,19.29,14.04,15.44,10.43,12.04,7.58,9.68,5.37,7.69,4.11,6.22,2.96,5.08,2.28,4.08,1.88,3.36,1.51,2.72,1.19,2.35,0.98,1.96,0.71,1.58,0.51,1.42,0.34,1.21,0.3,1.02,0.28,0.96,0.24,0.87,0.21,0.77,0.15,0.67,0.12,0.58,0.12,0.52,0.08,0.47,0.07,0.4,0.06,0.34,0.04,0.28,0.01,0.23,0.01,0.19,0.0,0.17,0.0,0.16,0.0,0.09,0.0,0.09,0.0,0.08,0.0,0.08,0.0,0.07,0.0,0.07
5m TTC,52.06,48.01,43.59,39.61,34.85,32.44,27.74,26.54,21.58,21.2,16.55,17.15,12.14,13.76,9.28,11.52,6.99,9.37,5.48,7.6,4.26,6.39,3.27,5.17,2.56,4.34,1.86,3.68,1.43,3.15,1.18,2.61,0.99,2.13,0.87,1.92,0.72,1.69,0.56,1.42,0.44,1.28,0.34,1.12,0.26,0.94,0.22,0.85,0.14,0.72,0.11,0.67,0.1,0.59,0.09,0.51,0.09,0.46,0.07,0.41,0.04,0.32,0.04,0.31,0.03,0.28,0.03,0.26,0.03,0.18,0.03,0.13,0.02,0.12,0.02,0.12,0.02,0.12,0.0,0.12
6m TTC,52.31,47.74,45.09,40.41,37.14,34.24,29.51,28.06,23.72,23.26,18.75,19.0,14.52,15.27,11.01,12.5,8.49,10.52,6.49,9.01,4.97,7.36,3.7,6.19,3.13,5.27,2.54,4.55,2.15,3.92,1.55,3.4,1.26,2.9,0.97,2.52,0.76,2.19,0.63,1.92,0.56,1.61,0.49,1.43,0.45,1.28,0.38,1.13,0.31,1.04,0.25,0.94,0.2,0.84,0.17,0.78,0.15,0.67,0.1,0.6,0.1,0.57,0.08,0.47,0.07,0.39,0.06,0.28,0.06,0.26,0.05,0.25,0.04,0.21,0.04,0.21,0.03,0.16,0.03,0.16
7m TTC,52.74,47.28,46.03,40.56,38.48,34.42,31.74,29.0,25.64,24.25,20.54,20.18,16.09,16.61,12.48,13.71,9.66,11.43,7.6,9.64,5.98,8.27,4.79,7.31,3.67,6.35,2.97,5.3,2.38,4.52,2.04,3.99,1.64,3.44,1.37,2.87,1.16,2.56,1.0,2.32,0.85,2.04,0.73,1.76,0.65,1.59,0.56,1.46,0.43,1.27,0.34,1.04,0.29,0.94,0.27,0.86,0.22,0.8,0.2,0.69,0.15,0.68,0.14,0.6,0.12,0.52,0.12,0.47,0.11,0.35,0.11,0.31,0.08,0.25,0.04,0.22,0.04,0.19,0.04,0.16
8m TTC,53.26,46.8,46.71,40.57,39.74,34.74,32.79,29.67,26.7,25.23,21.87,21.23,17.37,17.73,13.35,14.96,10.66,12.44,8.64,10.62,6.9,9.18,5.59,7.73,4.52,6.7,3.6,5.78,3.07,4.81,2.48,4.29,2.06,3.7,1.61,3.29,1.33,2.9,1.15,2.58,0.94,2.34,0.8,2.09,0.74,1.92,0.58,1.58,0.51,1.38,0.41,1.17,0.31,1.09,0.28,1.03,0.24,0.95,0.24,0.81,0.22,0.75,0.19,0.66,0.18,0.59,0.17,0.52,0.13,0.42,0.13,0.4,0.11,0.34,0.11,0.29,0.11,0.28,0.08,0.26
9m TTC,52.84,47.25,46.42,41.3,40.29,35.47,34.28,30.29,28.26,25.57,22.92,21.79,18.59,18.45,14.94,15.78,12.07,13.46,9.96,11.42,8.01,10.0,6.54,8.61,5.14,7.38,4.34,6.39,3.44,5.57,2.84,4.65,2.41,4.1,1.93,3.59,1.6,3.15,1.38,2.76,1.16,2.38,0.99,2.17,0.88,1.99,0.81,1.75,0.73,1.53,0.56,1.42,0.51,1.3,0.45,1.11,0.38,0.94,0.35,0.85,0.29,0.8,0.28,0.72,0.25,0.66,0.21,0.64,0.19,0.56,0.16,0.5,0.16,0.49,0.14,0.43,0.14,0.39,0.14,0.34
10m TTC,53.07,47.05,46.94,40.98,40.48,35.99,34.53,31.08,28.82,26.27,24.16,22.5,20.12,19.28,16.33,16.61,13.32,14.23,10.88,12.18,8.79,10.5,7.13,9.21,5.88,8.0,4.92,6.94,3.82,6.0,3.11,5.25,2.52,4.46,2.04,3.89,1.72,3.39,1.53,2.94,1.29,2.69,1.09,2.33,0.93,2.11,0.84,1.88,0.74,1.71,0.68,1.44,0.64,1.26,0.54,1.07,0.51,0.97,0.44,0.81,0.41,0.77,0.34,0.72,0.31,0.7,0.28,0.64,0.22,0.52,0.21,0.48,0.19,0.47,0.17,0.43,0.17,0.4,0.15,0.39
11m TTC,53.25,46.79,47.12,41.45,41.07,36.44,35.71,31.84,30.28,27.13,25.21,23.64,21.01,20.1,17.36,17.39,14.28,15.14,11.86,13.07,9.35,11.57,7.64,9.76,6.28,8.59,5.36,7.58,4.46,6.6,3.58,5.7,3.02,5.07,2.56,4.28,2.21,3.74,2.03,3.41,1.67,2.88,1.38,2.55,1.18,2.29,1.07,2.09,0.91,1.85,0.82,1.71,0.67,1.52,0.58,1.34,0.51,1.12,0.47,1.05,0.35,0.98,0.32,0.89,0.3,0.85,0.25,0.73,0.21,0.67,0.2,0.62,0.19,0.53,0.17,0.5,0.16,0.49,0.11,0.48
12m TTC,53.38,46.75,47.94,41.82,42.19,36.57,36.49,32.31,31.33,27.98,26.42,24.23,22.03,21.08,18.33,18.09,15.13,15.56,12.43,13.54,10.07,11.83,8.3,10.52,7.0,8.95,5.86,7.96,4.85,6.95,4.11,6.09,3.44,5.33,2.83,4.66,2.46,4.19,2.08,3.81,1.84,3.41,1.42,3.04,1.29,2.66,1.09,2.39,1.0,2.17,0.85,1.9,0.72,1.69,0.64,1.47,0.59,1.29,0.55,1.19,0.49,1.09,0.44,0.94,0.38,0.81,0.34,0.79,0.25,0.71,0.21,0.66,0.19,0.65,0.16,0.59,0.15,0.54,0.14,0.49
13m TTC,53.17,46.91,47.64,41.56,42.14,36.71,37.05,32.43,31.91,28.4,27.17,24.88,22.99,21.81,19.23,18.79,15.96,16.41,13.29,14.31,11.03,12.66,8.81,11.06,7.5,9.51,6.09,8.26,5.08,7.34,4.37,6.49,3.8,5.88,3.2,5.12,2.75,4.61,2.32,4.05,2.12,3.7,1.9,3.29,1.63,2.96,1.33,2.52,1.14,2.31,1.01,2.09,0.96,1.88,0.91,1.71,0.76,1.54,0.67,1.31,0.6,1.26,0.56,1.06,0.52,0.98,0.46,0.91,0.34,0.84,0.32,0.77,0.31,0.71,0.27,0.65,0.25,0.6,0.25,0.55
14m TTC,53.71,46.29,48.26,41.94,42.88,37.19,37.58,32.92,32.82,28.9,28.54,25.14,24.17,22.24,20.36,19.53,16.83,17.11,14.12,15.05,11.77,13.3,9.67,11.69,8.16,10.12,7.0,8.99,5.75,8.08,4.9,7.29,4.25,6.31,3.65,5.58,3.14,4.99,2.72,4.45,2.35,4.08,2.13,3.54,1.86,3.13,1.69,2.79,1.44,2.49,1.31,2.29,1.12,2.05,1.01,1.81,0.88,1.62,0.74,1.53,0.67,1.34,0.61,1.22,0.56,1.12,0.5,1.02,0.37,0.83,0.35,0.75,0.34,0.7,0.26,0.68,0.25,0.64,0.23,0.52
15m TTC,53.25,46.83,48.34,42.1,42.8,37.37,37.55,32.96,33.09,29.33,29.11,26.03,24.99,22.96,21.1,20.26,17.75,17.8,14.7,15.69,12.2,13.82,10.41,12.27,8.85,10.89,7.39,9.79,6.26,8.77,5.34,7.75,4.66,6.77,4.11,5.95,3.48,5.44,3.04,4.83,2.61,4.41,2.2,3.85,2.01,3.41,1.83,3.01,1.68,2.7,1.45,2.4,1.29,2.14,1.18,1.99,1.05,1.78,0.93,1.53,0.78,1.41,0.69,1.35,0.66,1.3,0.54,1.25,0.49,1.12,0.46,0.99,0.4,0.94,0.33,0.85,0.3,0.82,0.29,0.72
16m TTC,53.22,46.82,48.27,41.84,43.06,37.53,38.12,33.68,33.11,30.06,29.28,26.26,25.36,23.22,22.0,20.32,18.58,18.39,15.63,16.04,12.94,14.26,10.78,12.67,9.11,11.37,7.79,10.22,6.68,9.26,5.7,8.08,4.78,7.28,4.11,6.5,3.56,5.87,3.05,5.25,2.65,4.58,2.26,4.21,2.02,3.8,1.83,3.45,1.7,3.07,1.51,2.65,1.33,2.42,1.2,2.28,1.14,1.97,1.07,1.82,0.97,1.62,0.89,1.48,0.81,1.4,0.73,1.24,0.52,1.07,0.46,0.98,0.44,0.93,0.39,0.88,0.35,0.86,0.31,0.82
17m TTC,53.31,46.72,48.35,41.98,43.05,38.02,38.41,33.86,34.21,29.81,29.69,26.31,25.74,23.2,22.71,20.47,19.15,18.26,16.45,16.47,13.89,14.82,11.68,13.02,9.84,11.73,8.4,10.69,7.17,9.53,6.16,8.3,5.31,7.54,4.54,6.86,3.98,6.29,3.34,5.59,2.93,5.02,2.59,4.46,2.23,4.07,1.99,3.7,1.75,3.2,1.54,2.94,1.41,2.84,1.31,2.54,1.26,2.33,1.15,2.15,1.06,1.99,1.01,1.82,0.9,1.68,0.85,1.51,0.69,1.26,0.65,1.1,0.57,1.01,0.48,0.91,0.44,0.86,0.36,0.77
18m TTC,52.97,47.06,48.16,42.37,43.21,38.15,38.81,34.11,34.54,30.61,30.12,27.08,26.45,24.04,23.08,21.06,19.79,18.51,16.99,16.78,14.11,15.04,12.09,13.58,10.26,12.29,8.69,10.94,7.41,9.9,6.5,9.06,5.6,8.08,4.73,7.46,3.97,6.76,3.47,6.2,3.03,5.51,2.68,5.07,2.46,4.55,2.14,4.12,1.86,3.7,1.68,3.43,1.53,3.13,1.42,2.88,1.34,2.65,1.18,2.41,1.03,2.15,0.96,1.97,0.89,1.87,0.85,1.7,0.74,1.38,0.68,1.2,0.59,1.05,0.55,0.95,0.51,0.9,0.46,0.81
19m TTC,52.8,47.26,48.65,42.52,44.18,37.96,39.38,34.01,35.09,30.38,30.89,27.15,27.03,24.39,23.34,21.94,20.14,19.54,17.11,17.29,14.97,15.48,12.94,13.97,11.22,12.55,9.36,11.39,8.06,10.35,7.07,9.4,6.05,8.6,5.16,7.68,4.44,6.83,3.79,6.23,3.27,5.61,2.84,5.11,2.57,4.55,2.26,4.18,2.0,3.87,1.77,3.36,1.56,3.18,1.4,2.9,1.26,2.7,1.17,2.56,1.05,2.36,0.96,2.14,0.94,2.0,0.84,1.86,0.68,1.48,0.66,1.3,0.59,1.19,0.58,1.09,0.52,0.98,0.5,0.93
20m TTC,53.18,46.87,49.06,42.91,44.41,38.58,39.67,34.63,35.0,30.9,30.87,27.86,27.3,24.85,23.73,22.32,20.47,19.98,17.61,18.02,15.31,15.93,13.13,14.39,11.09,13.21,9.69,11.8,8.2,10.9,7.24,9.64,6.34,8.89,5.56,8.08,4.8,7.41,4.18,6.67,3.58,5.99,3.19,5.6,2.91,5.07,2.55,4.7,2.23,4.37,2.04,3.9,1.78,3.52,1.59,3.2,1.43,3.01,1.28,2.82,1.19,2.57,1.09,2.32,1.01,2.19,0.96,1.96,0.81,1.64,0.75,1.54,0.71,1.37,0.68,1.26,0.66,1.2,0.61,1.01
21m TTC,53.29,46.75,49.33,42.59,44.6,38.34,40.18,34.63,35.85,31.31,31.76,28.56,27.87,25.94,24.52,22.97,21.23,20.48,18.44,18.67,15.79,16.77,13.86,15.19,11.77,13.65,9.98,12.29,8.76,11.23,7.64,10.06,6.56,9.04,5.68,8.18,4.94,7.42,4.32,6.94,3.86,6.25,3.53,5.71,3.15,5.37,2.88,4.87,2.53,4.46,2.27,4.19,2.01,3.82,1.85,3.62,1.59,3.27,1.48,2.92,1.3,2.7,1.2,2.53,1.04,2.28,1.01,2.05,0.86,1.62,0.82,1.49,0.72,1.4,0.67,1.24,0.66,1.2,0.61,1.12
22m TTC,53.68,46.33,49.3,42.32,44.54,38.42,40.36,34.68,36.3,31.48,32.37,28.66,28.42,25.77,25.24,23.52,22.2,21.1,18.95,18.83,16.11,17.15,13.63,15.81,12.17,14.17,10.47,12.9,9.19,11.8,8.08,10.34,7.14,9.44,6.12,8.45,5.39,7.7,4.8,6.92,4.21,6.21,3.71,5.78,3.15,5.16,2.92,4.75,2.67,4.44,2.45,3.96,2.17,3.67,1.95,3.43,1.74,3.07,1.55,2.81,1.42,2.61,1.29,2.39,1.25,2.26,1.17,2.08,0.98,1.79,0.9,1.65,0.85,1.51,0.8,1.4,0.74,1.31,0.69,1.22
23m TTC,53.73,46.3,49.43,42.14,44.94,38.45,40.46,34.93,36.56,31.74,32.61,28.71,29.04,25.9,25.32,23.49,22.27,21.08,19.26,19.19,16.94,17.41,14.67,15.53,12.94,13.92,11.05,12.84,9.54,11.78,8.31,10.74,7.28,9.69,6.27,8.7,5.4,7.82,4.92,7.21,4.32,6.61,4.0,5.98,3.58,5.54,3.28,4.98,2.9,4.71,2.65,4.35,2.36,4.04,2.12,3.67,1.87,3.38,1.71,3.09,1.61,2.85,1.54,2.62,1.48,2.45,1.36,2.27,1.12,1.89,1.08,1.72,0.93,1.58,0.83,1.49,0.8,1.38,0.7,1.27
24m TTC,53.6,46.41,49.62,42.32,45.42,38.58,40.87,35.12,36.38,32.3,32.6,29.3,29.16,26.39,25.97,23.88,22.8,21.42,20.17,19.23,17.39,17.49,15.27,15.89,13.22,14.26,11.61,13.04,9.98,11.76,8.96,10.8,7.7,9.83,6.54,8.96,5.71,8.2,5.21,7.34,4.71,6.74,4.26,6.15,3.75,5.59,3.35,5.15,2.94,4.81,2.67,4.43,2.29,4.06,2.16,3.67,2.01,3.32,1.78,3.01,1.63,2.79,1.44,2.53,1.35,2.39,1.27,2.25,1.19,1.99,1.08,1.77,0.99,1.65,0.93,1.52,0.85,1.37,0.74,1.31
25m TTC,53.65,46.44,49.53,42.82,45.3,39.14,41.43,35.85,37.26,32.79,33.09,29.71,29.58,26.54,26.45,24.33,23.18,21.88,20.46,19.74,18.11,17.72,15.91,15.93,13.83,14.83,12.23,13.41,10.54,12.16,9.26,11.26,8.28,10.33,7.08,9.31,6.18,8.53,5.45,7.94,4.95,7.1,4.33,6.31,3.92,5.81,3.47,5.29,3.07,4.95,2.88,4.6,2.59,4.24,2.36,3.9,2.11,3.73,1.95,3.39,1.81,3.1,1.57,2.84,1.42,2.61,1.33,2.47,1.14,2.23,1.06,2.05,1.03,1.87,0.93,1.71,0.84,1.55,0.81,1.46
26m TTC,53.53,46.48,49.96,42.78,45.94,39.3,41.71,36.06,37.43,33.11,33.62,29.7,29.75,27.25,26.54,24.63,23.63,22.31,20.72,20.2,18.25,18.44,16.22,16.86,14.36,15.14,12.58,13.75,10.92,12.6,9.73,11.55,8.47,10.5,7.33,9.54,6.63,8.69,5.8,7.84,5.07,7.27,4.47,6.61,4.14,6.0,3.64,5.55,3.22,5.16,2.96,4.81,2.74,4.38,2.59,4.12,2.28,3.75,2.04,3.5,1.95,3.34,1.69,3.12,1.5,2.84,1.35,2.62,1.2,2.28,1.12,2.08,1.03,1.89,0.98,1.74,0.93,1.6,0.87,1.48
27m TTC,53.75,46.28,49.95,42.61,45.91,39.53,41.46,36.08,37.54,33.18,33.84,30.17,30.18,27.46,27.07,24.57,24.09,22.42,21.25,20.38,18.83,18.42,16.72,16.79,14.57,15.4,12.86,14.08,11.32,12.78,10.03,11.9,8.86,10.78,7.86,9.81,6.78,9.04,6.09,8.43,5.35,7.69,4.83,7.08,4.25,6.41,3.83,5.87,3.39,5.42,3.09,5.08,2.9,4.61,2.64,4.27,2.38,3.97,2.19,3.53,2.03,3.27,1.79,3.03,1.66,2.77,1.56,2.61,1.3,2.29,1.21,2.15,1.17,2.01,1.04,1.95,1.0,1.85,0.93,1.75
28m TTC,53.81,46.25,49.71,42.76,45.65,39.51,41.68,36.47,37.99,33.31,34.26,30.22,30.61,27.32,27.59,24.97,24.44,22.7,21.59,20.68,18.97,18.92,16.85,17.19,14.9,15.77,13.34,14.53,11.75,13.21,10.39,12.05,9.07,11.0,8.06,10.02,7.25,9.1,6.27,8.31,5.48,7.63,4.91,7.1,4.26,6.44,3.9,5.95,3.61,5.27,3.24,4.8,2.96,4.55,2.73,4.4,2.49,4.03,2.22,3.74,1.97,3.49,1.82,3.28,1.7,3.06,1.61,2.81,1.34,2.56,1.28,2.36,1.19,2.21,1.1,1.98,1.07,1.88,1.02,1.73
29m TTC,53.25,46.82,49.69,43.19,45.98,39.92,41.84,36.49,37.79,33.67,34.43,30.81,30.74,28.2,27.74,25.65,24.87,23.4,21.99,21.31,19.51,19.24,17.28,17.66,15.38,16.14,13.66,14.66,12.23,13.56,10.81,12.45,9.59,11.22,8.73,10.37,7.73,9.45,6.8,8.5,5.94,7.91,5.28,7.33,4.71,6.82,4.11,6.25,3.75,5.76,3.41,5.34,3.07,4.96,2.84,4.54,2.55,4.15,2.38,3.9,2.12,3.65,1.97,3.45,1.87,3.2,1.69,3.06,1.41,2.71,1.29,2.53,1.19,2.31,1.19,2.23,1.14,2.08,1.09,1.88
30m TTC,53.44,46.59,50.19,43.13,46.06,39.86,41.97,36.82,38.35,33.38,34.83,30.72,31.36,28.2,28.15,26.12,25.02,23.73,22.22,21.77,19.73,19.73,17.89,17.98,15.92,16.45,14.16,15.07,12.51,13.7,11.25,12.76,10.08,11.59,8.83,10.71,7.9,9.53,7.03,8.93,6.27,8.25,5.67,7.67,4.92,7.09,4.48,6.53,3.97,6.01,3.58,5.6,3.26,5.3,2.91,4.85,2.59,4.46,2.3,4.09,2.16,3.85,2.03,3.65,1.9,3.29,1.73,2.98,1.46,2.56,1.33,2.41,1.29,2.32,1.21,2.22,1.15,2.1,1.06,1.96
31m TTC,53.53,46.48,50.06,43.06,46.24,39.99,42.52,36.39,38.76,33.75,35.12,30.89,31.74,28.6,28.51,26.46,25.38,24.05,22.49,21.78,19.89,20.13,17.92,18.3,15.95,16.78,14.27,15.36,12.63,14.03,11.44,12.8,10.32,11.75,9.08,10.7,8.14,9.97,7.38,9.22,6.48,8.54,5.93,7.94,5.2,7.33,4.63,6.88,4.13,6.26,3.81,5.69,3.41,5.26,3.0,4.88,2.68,4.58,2.46,4.19,2.28,3.9,2.1,3.63,1.96,3.31,1.82,3.06,1.61,2.71,1.45,2.57,1.36,2.43,1.27,2.26,1.19,2.18,1.13,2.13
32m TTC,53.68,46.34,50.09,43.23,46.28,39.84,42.9,36.81,39.38,33.96,35.69,31.29,32.23,28.73,29.03,26.47,25.95,24.2,23.05,22.08,20.56,19.94,18.36,18.52,16.48,16.98,14.61,15.44,13.14,13.99,11.86,12.75,10.64,11.7,9.35,10.92,8.45,10.26,7.5,9.66,6.84,8.7,6.14,7.97,5.52,7.44,4.93,6.69,4.45,6.15,4.06,5.6,3.72,5.12,3.39,4.79,3.16,4.4,2.78,4.16,2.53,3.98,2.3,3.75,2.02,3.5,1.78,3.26,1.48,2.82,1.4,2.65,1.32,2.55,1.28,2.36,1.19,2.24,1.12,2.14
33m TTC,53.57,46.43,50.07,43.18,46.73,39.98,43.2,36.86,39.5,34.35,35.89,31.63,32.69,29.16,29.54,26.72,26.41,24.05,23.52,22.16,21.09,20.1,19.03,18.34,16.95,16.58,14.88,15.25,13.51,14.12,12.23,12.89,10.91,12.06,9.6,11.03,8.58,10.2,7.78,9.38,6.98,8.64,6.13,8.01,5.6,7.4,5.0,6.7,4.53,6.04,4.08,5.61,3.81,5.21,3.45,4.89,3.16,4.64,2.89,4.31,2.68,4.05,2.44,3.77,2.13,3.59,1.95,3.38,1.67,3.08,1.58,2.93,1.43,2.68,1.29,2.51,1.2,2.32,1.1,2.19
34m TTC,53.69,46.35,50.16,43.16,46.21,40.42,42.71,37.12,39.49,34.54,36.07,31.84,32.8,29.56,29.38,27.15,26.35,24.79,23.3,22.75,21.14,20.48,18.65,18.54,16.79,17.02,15.36,15.67,13.75,14.4,12.26,13.28,11.18,12.4,10.02,11.52,8.88,10.55,7.97,9.63,7.23,8.99,6.4,8.3,5.88,7.51,5.28,6.94,4.69,6.49,4.25,6.0,3.79,5.61,3.43,5.16,3.21,4.76,2.93,4.38,2.76,4.25,2.49,4.02,2.33,3.76,2.02,3.58,1.67,3.23,1.56,3.02,1.45,2.9,1.34,2.73,1.19,2.55,1.13,2.3
35m TTC,53.48,46.55,49.79,42.99,46.22,39.86,42.94,37.21,39.18,34.45,36.08,31.77,32.63,29.24,29.14,26.88,26.58,24.65,23.77,22.5,21.36,20.45,19.25,18.77,17.45,17.41,15.58,15.79,14.16,14.56,12.59,13.42,11.17,12.26,10.07,11.44,9.09,10.72,8.21,9.9,7.36,9.09,6.52,8.36,5.98,7.64,5.47,7.19,4.88,6.52,4.38,6.05,3.99,5.64,3.68,5.27,3.36,5.06,3.12,4.7,2.91,4.37,2.57,4.16,2.29,3.91,2.17,3.59,1.8,3.27,1.68,3.07,1.55,2.98,1.4,2.79,1.35,2.6,1.22,2.46
36m TTC,53.81,46.25,50.09,43.0,46.48,40.01,43.38,37.06,39.66,34.42,36.35,31.87,33.06,29.27,29.94,26.92,26.99,24.6,24.01,22.65,21.17,20.89,19.09,19.07,17.29,17.36,15.47,15.81,14.22,14.76,12.86,13.55,11.66,12.46,10.46,11.54,9.39,10.63,8.25,9.67,7.41,8.87,6.62,8.3,5.96,7.83,5.47,7.38,5.05,6.91,4.58,6.42,4.13,6.01,3.8,5.68,3.54,5.25,3.23,4.74,3.0,4.52,2.64,4.22,2.46,3.89,2.34,3.72,1.96,3.37,1.78,3.21,1.66,2.94,1.54,2.83,1.39,2.69,1.31,2.63
37m TTC,53.85,46.16,50.57,42.97,47.27,39.94,43.75,36.97,39.86,34.23,36.44,31.81,33.33,29.04,30.17,26.74,27.32,24.41,24.31,22.61,21.66,20.86,19.74,19.3,17.84,17.69,16.1,16.38,14.4,15.03,13.02,14.09,11.95,13.0,10.66,11.97,9.51,11.03,8.57,10.1,7.64,9.27,6.97,8.61,6.18,8.03,5.71,7.44,5.24,6.88,4.75,6.45,4.31,5.98,4.04,5.57,3.77,5.2,3.46,4.94,3.18,4.71,2.93,4.36,2.73,3.96,2.58,3.85,2.12,3.45,1.99,3.33,1.74,3.13,1.6,3.01,1.47,2.86,1.37,2.75
