,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,52.42,47.92,29.65,26.81,13.75,14.2,6.42,7.52,3.06,4.15,1.53,2.4,0.83,1.44,0.51,0.93,0.27,0.59,0.19,0.4,0.12,0.27,0.08,0.17,0.06,0.13,0.05,0.09,0.04,0.07,0.04,0.05,0.03,0.04,0.01,0.04,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,52.88,47.31,35.4,31.26,21.36,20.0,12.51,12.5,7.03,7.97,4.15,5.27,2.37,3.56,1.53,2.43,1.04,1.7,0.71,1.23,0.5,0.93,0.38,0.77,0.25,0.59,0.18,0.47,0.14,0.35,0.11,0.27,0.07,0.21,0.07,0.17,0.06,0.13,0.04,0.1,0.04,0.08,0.03,0.07,0.02,0.06,0.01,0.05,0.01,0.05,0.01,0.03,0.01,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,52.85,47.27,38.18,33.92,26.04,23.06,16.74,15.73,10.63,10.89,6.58,7.5,4.23,5.4,2.83,3.92,1.97,2.96,1.4,2.2,1.01,1.68,0.71,1.28,0.49,0.98,0.35,0.77,0.26,0.61,0.2,0.46,0.16,0.39,0.12,0.33,0.1,0.27,0.08,0.22,0.05,0.19,0.04,0.18,0.03,0.14,0.03,0.09,0.02,0.09,0.02,0.07,0.02,0.06,0.01,0.05,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01
4m TTC,52.83,47.28,40.18,35.5,28.67,25.69,19.59,18.24,13.29,12.99,8.79,9.8,5.87,7.14,3.94,5.2,2.85,3.95,2.05,3.16,1.46,2.42,1.11,1.97,0.89,1.55,0.68,1.29,0.5,0.96,0.38,0.79,0.27,0.67,0.19,0.56,0.13,0.44,0.11,0.38,0.08,0.33,0.06,0.28,0.06,0.24,0.05,0.2,0.04,0.16,0.03,0.15,0.03,0.14,0.03,0.13,0.03,0.11,0.02,0.09,0.02,0.09,0.02,0.07,0.01,0.06,0.01,0.05,0.01,0.04,0.01,0.04,0.01,0.04,0.01,0.04,0.01,0.04,0.01,0.03
5m TTC,52.82,47.31,41.13,36.58,30.65,27.65,22.14,20.48,15.57,15.4,11.01,11.48,7.55,8.72,5.19,6.63,3.72,5.15,2.63,4.04,2.02,3.23,1.56,2.52,1.23,2.11,0.88,1.69,0.65,1.35,0.51,1.12,0.41,0.91,0.35,0.73,0.3,0.64,0.22,0.57,0.18,0.49,0.15,0.44,0.11,0.36,0.09,0.33,0.08,0.29,0.06,0.24,0.06,0.19,0.06,0.18,0.04,0.15,0.04,0.15,0.03,0.13,0.03,0.11,0.02,0.1,0.02,0.09,0.02,0.06,0.02,0.05,0.02,0.05,0.01,0.04,0.0,0.03,0.0,0.03
6m TTC,52.45,47.65,42.06,37.92,32.05,28.99,24.05,22.43,17.36,16.87,12.35,12.99,9.09,10.3,6.43,8.06,4.63,6.16,3.43,4.87,2.55,3.94,2.0,3.07,1.62,2.49,1.17,2.05,0.95,1.66,0.7,1.37,0.56,1.09,0.46,0.93,0.38,0.8,0.33,0.71,0.28,0.65,0.21,0.57,0.19,0.5,0.16,0.42,0.14,0.35,0.11,0.27,0.1,0.26,0.09,0.22,0.08,0.18,0.07,0.16,0.06,0.14,0.06,0.13,0.04,0.11,0.04,0.09,0.03,0.08,0.03,0.08,0.02,0.06,0.02,0.05,0.02,0.04,0.02,0.04
7m TTC,52.97,47.11,42.69,38.18,33.65,29.85,25.74,23.49,19.56,18.3,14.1,14.31,10.41,11.35,7.67,9.01,5.68,7.13,4.28,5.7,3.18,4.59,2.4,3.75,1.97,3.02,1.59,2.46,1.24,2.03,0.99,1.66,0.75,1.43,0.61,1.24,0.49,1.07,0.41,0.9,0.34,0.77,0.28,0.67,0.22,0.56,0.18,0.51,0.15,0.47,0.13,0.41,0.12,0.37,0.1,0.33,0.09,0.31,0.08,0.24,0.08,0.22,0.07,0.2,0.06,0.19,0.05,0.17,0.04,0.14,0.03,0.12,0.03,0.1,0.03,0.1,0.03,0.09,0.02,0.09
8m TTC,52.17,47.92,43.12,38.96,34.81,31.18,27.2,24.68,20.62,19.46,15.73,15.47,11.64,12.31,8.76,9.87,6.66,7.89,4.92,6.29,3.77,5.03,2.97,4.16,2.38,3.45,1.84,2.89,1.45,2.46,1.16,2.1,0.97,1.82,0.79,1.53,0.68,1.31,0.57,1.08,0.49,0.93,0.43,0.81,0.37,0.7,0.31,0.62,0.24,0.55,0.2,0.5,0.16,0.44,0.13,0.42,0.11,0.38,0.11,0.34,0.08,0.3,0.07,0.26,0.06,0.22,0.05,0.2,0.04,0.15,0.04,0.13,0.03,0.12,0.03,0.11,0.03,0.1,0.02,0.1
9m TTC,52.56,47.57,43.62,39.33,35.84,31.64,28.54,25.31,22.24,20.49,17.05,16.57,12.88,13.17,9.91,10.66,7.62,8.47,5.7,6.82,4.28,5.64,3.32,4.65,2.68,3.9,2.16,3.22,1.72,2.71,1.36,2.39,1.11,2.09,0.89,1.77,0.76,1.48,0.65,1.26,0.58,1.09,0.5,0.96,0.43,0.86,0.36,0.75,0.3,0.65,0.25,0.58,0.22,0.52,0.17,0.48,0.14,0.41,0.12,0.36,0.1,0.32,0.09,0.26,0.09,0.24,0.08,0.21,0.07,0.17,0.07,0.16,0.06,0.15,0.05,0.12,0.05,0.12,0.05,0.11
10m TTC,52.52,47.55,44.46,39.6,36.31,32.31,29.56,26.26,23.14,21.27,18.24,17.24,13.96,13.89,10.75,11.39,8.3,9.23,6.43,7.67,4.92,6.27,3.8,5.24,3.04,4.45,2.36,3.73,1.92,3.19,1.51,2.74,1.26,2.33,1.04,2.02,0.95,1.73,0.78,1.47,0.69,1.27,0.59,1.08,0.5,1.0,0.42,0.91,0.35,0.81,0.28,0.66,0.23,0.61,0.19,0.53,0.17,0.47,0.16,0.42,0.14,0.38,0.13,0.33,0.12,0.29,0.1,0.27,0.09,0.21,0.08,0.18,0.07,0.16,0.07,0.15,0.06,0.15,0.06,0.13
11m TTC,52.73,47.33,44.72,39.68,37.54,32.68,30.5,26.96,24.47,22.1,19.26,18.0,14.92,14.93,11.56,12.23,9.01,10.06,7.13,8.29,5.58,6.95,4.44,5.68,3.49,4.79,2.87,4.06,2.36,3.48,1.88,2.98,1.55,2.53,1.27,2.17,1.05,1.91,0.95,1.64,0.8,1.46,0.65,1.26,0.55,1.12,0.49,0.98,0.44,0.85,0.36,0.71,0.29,0.61,0.24,0.56,0.2,0.5,0.18,0.41,0.16,0.36,0.14,0.32,0.13,0.29,0.12,0.26,0.1,0.24,0.07,0.22,0.07,0.22,0.07,0.18,0.06,0.16,0.06,0.15
