,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,47.6,52.61,32.81,36.97,21.05,22.14,13.17,12.03,8.68,6.56,5.84,3.87,3.9,2.26,2.71,1.22,1.93,0.94,1.35,0.52,1.1,0.42,0.74,0.24,0.62,0.17,0.5,0.14,0.33,0.09,0.31,0.07,0.29,0.04,0.23,0.02,0.18,0.01,0.18,0.0,0.15,0.0,0.14,0.0,0.09,0.0,0.09,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0
2m TTC,46.87,53.2,36.14,41.93,26.96,30.32,19.42,19.67,13.84,13.05,10.2,7.89,7.34,4.81,5.65,3.28,4.36,2.46,3.48,1.65,2.76,1.23,2.17,0.86,1.75,0.71,1.43,0.55,1.18,0.44,0.98,0.36,0.75,0.28,0.63,0.27,0.57,0.24,0.51,0.18,0.36,0.09,0.34,0.09,0.3,0.06,0.21,0.06,0.18,0.06,0.17,0.06,0.16,0.04,0.15,0.04,0.11,0.04,0.11,0.01,0.11,0.01,0.11,0.01,0.1,0.01,0.09,0.01,0.08,0.01,0.08,0.01,0.04,0.01,0.03,0.01,0.01,0.01,0.01,0.01
3m TTC,47.45,52.69,37.82,42.25,29.86,32.89,22.65,23.94,17.3,16.79,13.17,11.64,10.45,7.62,8.48,5.73,6.65,4.14,5.35,3.08,4.33,2.11,3.46,1.74,2.79,1.39,2.35,1.18,2.04,0.98,1.81,0.83,1.52,0.72,1.4,0.56,1.19,0.43,1.0,0.36,0.86,0.34,0.66,0.29,0.5,0.25,0.41,0.24,0.32,0.19,0.29,0.18,0.23,0.17,0.22,0.15,0.2,0.1,0.12,0.1,0.11,0.1,0.1,0.07,0.1,0.07,0.07,0.03,0.04,0.02,0.04,0.01,0.03,0.01,0.03,0.01,0.03,0.01,0.02,0.01
4m TTC,47.68,52.36,39.56,43.71,32.23,34.44,25.92,27.03,20.54,19.87,16.56,14.63,12.93,10.49,10.25,7.61,8.18,5.7,6.88,4.12,5.88,3.25,4.53,2.63,3.75,2.3,3.16,1.64,2.76,1.38,2.47,1.1,2.05,0.89,1.77,0.77,1.45,0.59,1.32,0.56,1.22,0.53,0.97,0.46,0.92,0.38,0.77,0.35,0.66,0.25,0.58,0.24,0.46,0.2,0.42,0.17,0.38,0.16,0.31,0.16,0.28,0.15,0.21,0.15,0.19,0.15,0.17,0.14,0.09,0.07,0.09,0.03,0.08,0.02,0.07,0.01,0.06,0.01,0.05,0.01
5m TTC,47.79,52.29,40.72,43.69,34.17,35.98,27.84,28.8,22.27,22.48,18.45,16.8,14.89,12.7,12.38,9.55,10.18,7.34,8.22,5.71,6.61,4.33,5.4,3.5,4.34,2.99,3.77,2.35,3.48,1.76,3.05,1.38,2.58,1.17,2.35,1.04,2.04,0.83,1.73,0.73,1.49,0.65,1.33,0.59,1.18,0.44,1.03,0.36,0.91,0.35,0.8,0.31,0.71,0.3,0.63,0.25,0.62,0.25,0.57,0.21,0.45,0.17,0.43,0.13,0.37,0.12,0.34,0.12,0.25,0.11,0.25,0.11,0.19,0.11,0.18,0.1,0.15,0.1,0.15,0.1
6m TTC,48.02,52.04,40.99,44.4,34.73,36.62,29.19,29.71,23.96,23.47,20.17,18.53,16.38,14.95,13.55,11.8,11.54,9.12,9.35,6.87,7.82,5.25,6.63,4.19,5.7,3.53,4.95,2.79,4.36,2.2,3.73,1.97,3.23,1.51,2.83,1.34,2.48,1.16,2.21,0.93,1.93,0.76,1.68,0.63,1.49,0.56,1.19,0.5,1.07,0.42,0.91,0.32,0.84,0.31,0.71,0.29,0.64,0.22,0.6,0.21,0.56,0.2,0.54,0.19,0.47,0.16,0.46,0.13,0.31,0.1,0.31,0.08,0.27,0.07,0.23,0.07,0.22,0.03,0.22,0.03
7m TTC,47.42,52.61,41.23,45.16,35.38,38.09,29.74,31.06,25.61,25.48,20.76,20.21,17.54,16.18,14.64,12.77,12.6,10.24,10.7,8.1,9.1,6.49,7.77,5.24,6.75,4.36,5.87,3.41,5.15,2.78,4.39,2.2,3.76,1.85,3.28,1.51,2.93,1.36,2.49,1.13,2.34,1.01,2.05,0.92,1.79,0.84,1.67,0.71,1.57,0.64,1.36,0.54,1.12,0.48,0.87,0.4,0.8,0.35,0.73,0.33,0.7,0.29,0.66,0.22,0.65,0.16,0.6,0.09,0.4,0.06,0.39,0.05,0.36,0.04,0.28,0.04,0.19,0.04,0.19,0.04
8m TTC,48.0,52.03,41.76,45.03,36.47,38.42,31.1,32.62,26.29,26.93,22.54,22.68,19.58,17.63,16.21,14.03,14.16,11.08,12.31,8.81,10.44,7.38,8.71,5.71,7.45,4.58,6.24,3.7,5.36,2.9,4.76,2.48,4.14,2.0,3.6,1.73,3.29,1.53,2.81,1.21,2.63,1.05,2.33,0.89,2.08,0.83,1.88,0.71,1.71,0.57,1.43,0.51,1.25,0.47,1.15,0.39,1.0,0.34,0.93,0.28,0.87,0.25,0.74,0.23,0.68,0.18,0.56,0.18,0.48,0.14,0.41,0.14,0.36,0.13,0.33,0.13,0.28,0.08,0.27,0.05
9m TTC,48.21,51.81,41.93,45.85,36.27,39.54,31.52,33.72,27.46,28.05,23.4,23.09,20.45,18.94,17.45,15.04,15.13,12.06,12.81,9.91,11.03,8.16,9.28,6.72,8.02,5.45,6.89,4.4,6.05,3.81,5.21,3.07,4.76,2.32,3.99,2.06,3.53,1.74,3.05,1.54,2.81,1.32,2.47,1.12,2.16,0.92,1.93,0.8,1.79,0.66,1.62,0.63,1.43,0.54,1.34,0.44,1.24,0.39,1.0,0.34,0.91,0.31,0.8,0.29,0.77,0.26,0.73,0.2,0.57,0.19,0.48,0.17,0.48,0.16,0.42,0.12,0.38,0.11,0.36,0.1
10m TTC,47.77,52.29,42.43,46.27,37.15,39.59,31.98,34.48,28.31,28.33,24.39,23.04,21.3,19.16,18.2,16.15,15.8,13.8,13.62,11.44,11.67,9.09,10.02,7.49,8.72,6.17,7.48,5.19,6.38,4.22,5.79,3.56,5.2,3.02,4.62,2.49,4.12,2.17,3.62,1.81,3.2,1.52,2.83,1.25,2.5,1.02,2.24,0.9,2.04,0.77,1.82,0.69,1.66,0.62,1.53,0.57,1.43,0.51,1.09,0.39,0.98,0.35,0.88,0.34,0.77,0.3,0.72,0.25,0.6,0.23,0.59,0.23,0.51,0.22,0.47,0.2,0.46,0.18,0.44,0.13
