,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,47.59,52.69,29.9,32.82,16.92,17.23,9.86,8.56,5.93,4.19,3.56,2.24,2.21,1.14,1.3,0.6,0.96,0.3,0.67,0.14,0.46,0.09,0.38,0.06,0.32,0.04,0.23,0.03,0.17,0.03,0.1,0.02,0.08,0.01,0.07,0.01,0.07,0.01,0.06,0.01,0.05,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0
2m TTC,47.35,52.72,33.85,37.94,23.53,25.34,15.73,15.84,10.75,9.94,7.32,6.06,5.04,3.74,3.63,2.42,2.72,1.72,1.98,1.01,1.5,0.72,1.1,0.49,0.92,0.36,0.76,0.24,0.56,0.17,0.36,0.13,0.24,0.1,0.17,0.04,0.12,0.04,0.12,0.04,0.1,0.03,0.08,0.03,0.06,0.03,0.06,0.02,0.06,0.02,0.05,0.01,0.04,0.01,0.04,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,47.56,52.56,36.31,39.79,26.83,28.57,19.95,19.87,14.48,13.46,10.51,8.81,7.72,5.9,5.91,4.02,4.52,2.82,3.28,1.98,2.51,1.5,1.96,1.13,1.52,0.82,1.25,0.62,1.0,0.46,0.79,0.35,0.61,0.3,0.48,0.27,0.35,0.23,0.29,0.2,0.26,0.17,0.21,0.13,0.17,0.1,0.14,0.08,0.13,0.08,0.12,0.08,0.1,0.07,0.09,0.05,0.08,0.04,0.07,0.01,0.05,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4m TTC,48.53,51.55,37.84,41.27,29.14,30.74,22.18,22.62,16.77,16.31,12.39,11.45,9.47,8.02,7.43,5.88,5.7,4.21,4.41,3.1,3.59,2.37,2.81,1.78,2.18,1.34,1.77,1.0,1.44,0.82,1.18,0.6,0.99,0.47,0.83,0.38,0.72,0.32,0.6,0.29,0.51,0.25,0.46,0.2,0.41,0.17,0.35,0.15,0.31,0.12,0.26,0.1,0.23,0.06,0.19,0.05,0.11,0.05,0.11,0.03,0.1,0.02,0.08,0.02,0.06,0.02,0.05,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.01
5m TTC,48.34,51.72,39.11,41.56,30.89,32.4,23.95,24.6,18.73,18.25,14.29,13.5,11.01,9.54,8.68,7.13,6.63,5.33,5.28,4.1,4.19,3.24,3.48,2.58,2.86,2.06,2.31,1.46,1.95,1.14,1.62,0.92,1.35,0.75,1.15,0.66,1.0,0.55,0.82,0.44,0.71,0.36,0.66,0.3,0.54,0.28,0.47,0.24,0.44,0.2,0.37,0.15,0.29,0.11,0.24,0.09,0.21,0.08,0.17,0.06,0.16,0.05,0.15,0.04,0.13,0.03,0.13,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.09,0.01,0.08,0.01,0.08,0.01
6m TTC,48.95,51.14,40.25,42.37,32.57,33.62,25.85,26.48,20.04,20.28,15.71,15.27,12.35,11.01,9.75,8.29,7.74,6.32,6.22,5.05,5.04,3.98,4.06,3.15,3.39,2.42,2.79,1.93,2.27,1.56,1.83,1.21,1.57,0.94,1.26,0.78,1.08,0.65,0.95,0.54,0.82,0.46,0.72,0.42,0.64,0.38,0.52,0.28,0.48,0.25,0.43,0.22,0.35,0.15,0.34,0.15,0.31,0.13,0.29,0.1,0.26,0.1,0.22,0.09,0.18,0.09,0.18,0.07,0.15,0.06,0.14,0.04,0.12,0.04,0.1,0.03,0.1,0.01,0.09,0.01
7m TTC,49.48,50.64,41.32,42.61,33.7,34.63,27.07,27.96,21.94,22.05,17.49,16.97,13.92,13.02,11.07,9.97,8.67,7.62,7.29,5.82,5.9,4.52,4.86,3.61,3.97,2.99,3.32,2.37,2.77,1.96,2.4,1.66,2.04,1.37,1.8,1.15,1.58,0.97,1.37,0.83,1.12,0.73,0.99,0.61,0.82,0.53,0.71,0.46,0.61,0.37,0.52,0.3,0.47,0.25,0.41,0.22,0.38,0.2,0.34,0.2,0.3,0.16,0.3,0.14,0.27,0.12,0.24,0.11,0.19,0.07,0.15,0.06,0.14,0.05,0.11,0.03,0.11,0.03,0.1,0.02
8m TTC,48.75,51.32,40.72,43.64,34.14,36.3,28.26,29.48,23.09,23.44,18.56,18.57,15.29,14.35,12.33,11.32,10.05,8.9,8.2,6.92,6.61,5.43,5.47,4.35,4.68,3.49,3.9,2.71,3.37,2.13,2.98,1.81,2.59,1.61,2.13,1.32,1.87,1.1,1.61,0.87,1.38,0.76,1.19,0.66,1.03,0.59,0.83,0.53,0.72,0.48,0.63,0.43,0.58,0.35,0.53,0.29,0.45,0.27,0.37,0.23,0.35,0.2,0.33,0.19,0.28,0.15,0.25,0.14,0.21,0.1,0.21,0.1,0.18,0.09,0.18,0.09,0.17,0.07,0.12,0.05
9m TTC,48.56,51.56,41.69,43.86,34.89,36.87,28.67,30.48,23.68,25.02,19.56,20.01,16.14,15.53,13.27,12.18,10.99,9.67,9.02,7.69,7.76,6.17,6.42,5.01,5.46,3.93,4.64,3.23,3.87,2.73,3.28,2.27,2.9,1.88,2.43,1.6,2.11,1.25,1.78,1.06,1.55,0.89,1.35,0.77,1.23,0.67,1.11,0.61,0.96,0.57,0.81,0.52,0.75,0.49,0.65,0.4,0.58,0.31,0.52,0.26,0.44,0.2,0.4,0.16,0.34,0.15,0.32,0.13,0.25,0.09,0.23,0.08,0.2,0.07,0.18,0.06,0.15,0.06,0.12,0.06
10m TTC,48.65,51.41,41.89,44.42,35.58,37.48,29.6,31.27,24.58,25.45,20.2,20.66,16.66,16.6,13.87,13.49,11.53,10.54,9.78,8.44,8.18,6.75,7.0,5.27,5.99,4.29,5.2,3.57,4.32,3.03,3.68,2.57,3.19,2.12,2.72,1.77,2.35,1.51,2.07,1.27,1.8,1.04,1.53,0.95,1.32,0.84,1.19,0.71,1.1,0.63,1.03,0.58,0.87,0.53,0.77,0.47,0.68,0.41,0.61,0.36,0.54,0.29,0.46,0.26,0.43,0.22,0.39,0.18,0.29,0.15,0.28,0.14,0.26,0.12,0.23,0.11,0.21,0.11,0.19,0.1
