,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,47.55,52.63,31.36,34.92,18.98,19.29,11.56,10.02,7.23,5.34,4.68,3.05,2.9,1.86,1.69,1.06,1.16,0.69,0.78,0.44,0.59,0.3,0.35,0.19,0.23,0.09,0.18,0.08,0.14,0.04,0.11,0.04,0.1,0.01,0.09,0.01,0.07,0.01,0.05,0.0,0.05,0.0,0.04,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,48.31,51.95,35.22,38.52,24.62,26.87,17.9,17.38,12.72,11.24,8.67,7.01,6.27,4.75,4.42,3.13,3.1,2.19,2.26,1.5,1.78,1.08,1.2,0.8,0.99,0.65,0.7,0.48,0.61,0.41,0.44,0.29,0.38,0.27,0.3,0.24,0.21,0.19,0.17,0.18,0.16,0.18,0.13,0.13,0.09,0.1,0.07,0.09,0.06,0.07,0.05,0.04,0.05,0.03,0.04,0.03,0.02,0.03,0.02,0.03,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0
3m TTC,48.23,51.85,37.63,39.99,27.99,30.41,21.08,22.07,15.66,15.27,11.49,10.79,8.47,7.21,6.35,5.0,4.85,3.51,3.64,2.58,2.83,1.88,2.2,1.43,1.71,1.18,1.39,0.83,1.09,0.65,0.94,0.52,0.8,0.4,0.64,0.36,0.57,0.31,0.47,0.28,0.36,0.27,0.3,0.21,0.21,0.17,0.19,0.14,0.17,0.09,0.16,0.09,0.15,0.08,0.11,0.08,0.11,0.08,0.08,0.08,0.06,0.08,0.04,0.08,0.04,0.07,0.03,0.07,0.03,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01
4m TTC,47.75,52.38,38.55,42.52,30.53,32.51,23.49,25.3,18.1,18.3,13.61,13.12,10.65,9.68,8.55,6.9,6.67,4.85,5.43,3.62,4.22,2.78,3.34,2.14,2.7,1.74,2.1,1.39,1.76,1.14,1.47,0.98,1.24,0.76,1.02,0.63,0.86,0.49,0.74,0.36,0.57,0.3,0.47,0.25,0.35,0.24,0.32,0.18,0.29,0.17,0.23,0.13,0.21,0.13,0.18,0.13,0.17,0.13,0.17,0.13,0.17,0.13,0.15,0.12,0.09,0.12,0.09,0.1,0.08,0.07,0.08,0.07,0.05,0.07,0.05,0.06,0.05,0.06,0.05,0.06
5m TTC,48.42,51.69,39.56,42.83,31.74,33.92,25.12,26.59,19.89,20.35,16.0,15.38,12.69,11.39,10.05,8.51,7.89,6.37,6.43,5.06,5.16,3.83,4.3,2.87,3.48,2.39,2.84,1.94,2.32,1.46,1.95,1.17,1.61,1.01,1.39,0.88,1.13,0.74,0.97,0.64,0.91,0.6,0.81,0.48,0.62,0.41,0.57,0.34,0.47,0.24,0.42,0.22,0.36,0.18,0.33,0.15,0.31,0.12,0.26,0.11,0.23,0.1,0.2,0.09,0.18,0.09,0.16,0.08,0.1,0.08,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.07,0.08,0.07
6m TTC,48.1,51.96,40.1,44.07,32.02,35.69,25.92,28.38,21.2,22.4,16.88,17.11,13.71,13.2,10.94,10.18,8.97,7.87,7.44,5.99,6.06,4.77,5.04,3.69,4.07,2.91,3.44,2.4,2.83,1.94,2.37,1.62,2.09,1.22,1.81,0.98,1.56,0.79,1.27,0.71,1.12,0.63,0.98,0.6,0.79,0.48,0.67,0.41,0.62,0.34,0.54,0.28,0.48,0.23,0.4,0.21,0.35,0.17,0.32,0.17,0.28,0.13,0.23,0.12,0.22,0.11,0.18,0.09,0.13,0.08,0.12,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.07,0.07
7m TTC,48.09,51.96,40.0,44.09,32.79,37.16,27.13,29.91,22.46,23.83,18.1,19.31,14.82,15.18,12.09,11.97,9.83,9.52,8.27,7.2,6.97,5.73,5.62,4.76,4.8,3.73,4.15,3.03,3.37,2.43,2.76,1.95,2.43,1.62,2.1,1.4,1.78,1.12,1.5,1.06,1.34,0.84,1.16,0.68,1.06,0.57,0.94,0.51,0.82,0.5,0.77,0.48,0.68,0.45,0.59,0.43,0.55,0.32,0.51,0.28,0.41,0.24,0.37,0.24,0.34,0.21,0.31,0.2,0.23,0.16,0.19,0.15,0.19,0.13,0.16,0.12,0.16,0.1,0.16,0.09
8m TTC,48.07,52.0,40.38,45.3,34.2,38.17,28.24,31.7,23.62,25.91,19.72,20.81,15.98,16.94,13.2,12.95,11.02,10.51,8.85,8.52,7.3,6.56,6.16,5.18,5.25,4.25,4.69,3.49,4.02,2.92,3.52,2.4,3.03,1.98,2.64,1.72,2.33,1.42,2.07,1.2,1.82,1.04,1.56,0.97,1.37,0.86,1.25,0.73,1.02,0.69,0.91,0.63,0.76,0.51,0.67,0.42,0.66,0.39,0.58,0.35,0.52,0.3,0.44,0.29,0.39,0.27,0.3,0.25,0.25,0.21,0.23,0.21,0.21,0.2,0.19,0.19,0.19,0.16,0.19,0.14
9m TTC,47.88,52.28,41.5,45.37,35.1,38.79,29.24,32.38,24.58,26.77,20.55,22.06,16.98,17.74,14.19,14.35,11.78,11.43,9.84,9.05,8.32,7.67,7.19,6.18,6.22,5.02,5.18,4.12,4.66,3.45,4.08,2.88,3.5,2.52,3.13,2.1,2.76,1.72,2.45,1.43,2.13,1.31,1.9,1.04,1.65,0.92,1.41,0.78,1.23,0.71,1.04,0.63,0.88,0.56,0.78,0.54,0.67,0.5,0.61,0.44,0.56,0.43,0.52,0.33,0.45,0.31,0.39,0.28,0.34,0.23,0.29,0.22,0.27,0.21,0.27,0.2,0.22,0.2,0.21,0.19
10m TTC,47.9,52.16,41.74,44.96,36.04,39.13,30.32,33.28,25.64,27.95,21.83,23.14,17.98,19.03,15.14,15.71,12.8,12.68,10.88,10.38,9.23,8.31,7.91,6.82,6.85,5.86,5.88,4.75,5.13,3.94,4.5,3.2,4.0,2.66,3.38,2.3,3.06,1.94,2.71,1.66,2.28,1.46,2.15,1.3,1.87,1.14,1.62,0.94,1.36,0.81,1.15,0.74,0.95,0.68,0.87,0.61,0.79,0.52,0.76,0.47,0.7,0.41,0.62,0.39,0.53,0.35,0.51,0.31,0.4,0.3,0.36,0.26,0.3,0.25,0.27,0.24,0.26,0.24,0.25,0.21
