,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,47.19,53.06,28.79,32.26,16.06,16.17,8.92,7.75,5.09,3.81,3.02,1.99,1.92,1.13,1.12,0.62,0.78,0.39,0.54,0.2,0.36,0.13,0.25,0.09,0.17,0.08,0.14,0.04,0.11,0.02,0.08,0.02,0.07,0.02,0.04,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,48.09,52.04,33.3,36.9,22.13,23.95,14.6,14.57,9.62,9.07,6.69,5.23,4.7,3.29,3.08,2.12,2.19,1.43,1.55,0.94,1.19,0.67,0.84,0.45,0.62,0.3,0.49,0.23,0.41,0.14,0.29,0.12,0.25,0.1,0.23,0.07,0.21,0.06,0.18,0.05,0.16,0.04,0.12,0.02,0.1,0.02,0.08,0.02,0.05,0.01,0.05,0.01,0.04,0.01,0.03,0.01,0.03,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01
3m TTC,47.99,52.2,35.76,39.69,26.04,28.05,18.88,18.81,13.62,12.4,9.43,8.3,6.85,5.35,5.02,3.66,3.78,2.49,2.92,1.72,2.23,1.18,1.73,0.89,1.31,0.64,0.98,0.5,0.81,0.36,0.69,0.27,0.58,0.2,0.49,0.18,0.38,0.12,0.32,0.11,0.28,0.1,0.21,0.08,0.19,0.05,0.16,0.04,0.14,0.04,0.13,0.03,0.13,0.02,0.12,0.02,0.12,0.02,0.1,0.02,0.09,0.02,0.08,0.02,0.08,0.01,0.07,0.01,0.05,0.01,0.04,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01
4m TTC,47.83,52.31,37.25,41.42,28.3,30.83,21.21,22.13,15.84,15.44,11.78,10.7,9.23,7.41,6.87,5.19,5.14,3.63,4.13,2.72,3.2,1.97,2.58,1.5,2.15,1.06,1.63,0.81,1.35,0.63,1.09,0.48,0.91,0.38,0.74,0.32,0.64,0.26,0.51,0.2,0.43,0.16,0.31,0.15,0.26,0.12,0.22,0.11,0.21,0.1,0.19,0.07,0.17,0.06,0.16,0.05,0.14,0.05,0.11,0.05,0.11,0.05,0.1,0.04,0.09,0.03,0.08,0.03,0.06,0.02,0.05,0.02,0.05,0.02,0.04,0.01,0.04,0.01,0.03,0.01
5m TTC,48.53,51.57,39.45,42.08,30.62,32.04,23.37,23.46,18.21,17.05,13.62,12.12,10.72,8.83,8.39,6.42,6.55,4.9,5.41,3.63,4.32,2.84,3.4,2.14,2.7,1.71,2.29,1.26,1.84,0.99,1.6,0.84,1.33,0.68,1.03,0.57,0.87,0.44,0.78,0.39,0.62,0.32,0.44,0.26,0.4,0.23,0.34,0.21,0.31,0.17,0.26,0.14,0.22,0.13,0.2,0.11,0.2,0.11,0.19,0.09,0.14,0.08,0.12,0.08,0.12,0.07,0.12,0.06,0.1,0.04,0.1,0.03,0.09,0.03,0.08,0.03,0.06,0.03,0.06,0.03
6m TTC,48.07,52.01,39.8,42.58,31.7,33.66,24.96,25.9,19.8,19.47,15.78,14.08,12.31,10.4,9.97,7.73,7.99,5.88,6.46,4.49,5.12,3.39,4.06,2.63,3.37,2.04,2.82,1.6,2.34,1.36,1.88,1.05,1.61,0.86,1.35,0.73,1.15,0.62,0.95,0.5,0.83,0.4,0.74,0.34,0.67,0.29,0.57,0.26,0.5,0.22,0.42,0.21,0.35,0.18,0.29,0.16,0.23,0.12,0.21,0.12,0.19,0.11,0.16,0.11,0.14,0.1,0.12,0.09,0.09,0.08,0.08,0.07,0.08,0.07,0.08,0.05,0.08,0.05,0.05,0.05
7m TTC,48.04,52.01,39.99,43.68,32.56,35.02,26.0,27.72,20.83,21.47,16.88,16.15,13.68,12.06,10.82,8.9,8.78,6.68,7.18,5.37,5.93,4.07,5.12,3.2,4.19,2.5,3.47,1.96,2.88,1.49,2.5,1.14,2.05,0.99,1.73,0.84,1.53,0.7,1.35,0.61,1.14,0.52,0.96,0.42,0.85,0.39,0.73,0.35,0.62,0.29,0.54,0.22,0.48,0.18,0.41,0.16,0.39,0.15,0.31,0.14,0.28,0.12,0.25,0.1,0.22,0.1,0.2,0.09,0.17,0.07,0.17,0.07,0.16,0.06,0.14,0.06,0.11,0.06,0.1,0.06
8m TTC,47.77,52.31,40.21,44.44,33.15,36.3,27.1,28.66,21.84,22.79,17.65,17.75,14.61,13.33,12.07,10.23,9.95,7.88,8.32,6.05,6.95,4.73,5.87,3.73,4.92,2.99,4.19,2.44,3.46,1.95,2.95,1.59,2.53,1.24,2.21,1.06,1.9,0.91,1.63,0.81,1.33,0.71,1.21,0.59,1.08,0.51,0.98,0.46,0.83,0.42,0.69,0.36,0.65,0.34,0.59,0.3,0.52,0.27,0.49,0.23,0.4,0.21,0.34,0.17,0.3,0.16,0.27,0.16,0.19,0.11,0.17,0.1,0.16,0.09,0.15,0.09,0.13,0.09,0.12,0.09
9m TTC,47.89,52.19,40.6,44.41,33.74,36.92,27.66,29.71,22.88,23.38,18.66,18.4,15.46,14.62,12.81,11.46,10.68,8.88,8.98,7.13,7.62,5.81,6.4,4.63,5.32,3.62,4.54,2.92,3.92,2.32,3.34,1.84,2.94,1.48,2.52,1.27,2.15,1.11,1.91,0.93,1.7,0.76,1.46,0.6,1.21,0.54,1.08,0.52,0.96,0.46,0.86,0.41,0.75,0.38,0.71,0.32,0.65,0.29,0.57,0.24,0.52,0.2,0.44,0.19,0.36,0.15,0.33,0.14,0.24,0.13,0.23,0.11,0.21,0.1,0.19,0.1,0.14,0.08,0.14,0.08
10m TTC,47.59,52.49,40.7,45.02,34.51,37.31,28.54,30.31,23.79,24.34,19.91,19.53,16.73,15.57,13.85,12.11,11.52,9.82,9.77,7.88,8.08,6.15,6.75,4.87,5.91,4.09,5.12,3.28,4.43,2.67,3.82,2.14,3.4,1.77,2.98,1.45,2.56,1.25,2.28,1.09,1.94,0.93,1.69,0.78,1.42,0.65,1.22,0.57,1.09,0.49,0.97,0.45,0.81,0.41,0.72,0.37,0.67,0.31,0.6,0.26,0.54,0.23,0.53,0.2,0.47,0.19,0.43,0.16,0.32,0.13,0.3,0.13,0.28,0.12,0.27,0.11,0.26,0.09,0.23,0.09
