,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,51.07,49.46,18.79,18.07,6.29,6.73,2.39,2.8,1.04,1.27,0.51,0.7,0.25,0.4,0.15,0.24,0.09,0.16,0.06,0.1,0.04,0.06,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,51.5,48.84,26.05,24.38,12.02,11.65,5.62,5.96,2.8,3.28,1.49,1.93,0.84,1.2,0.48,0.79,0.31,0.51,0.21,0.37,0.14,0.26,0.11,0.18,0.09,0.13,0.06,0.1,0.04,0.08,0.03,0.06,0.02,0.04,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,51.53,48.75,30.12,27.63,15.93,15.18,8.42,8.6,4.63,5.09,2.65,3.16,1.62,2.04,0.99,1.38,0.67,0.96,0.46,0.69,0.31,0.5,0.25,0.4,0.18,0.31,0.13,0.23,0.1,0.18,0.07,0.14,0.05,0.12,0.05,0.1,0.04,0.08,0.03,0.07,0.03,0.06,0.02,0.05,0.02,0.04,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0
4m TTC,51.75,48.5,32.76,30.08,19.1,17.58,10.98,10.63,6.51,6.6,3.93,4.3,2.45,2.9,1.51,2.05,1.01,1.46,0.71,1.05,0.54,0.79,0.41,0.59,0.3,0.47,0.21,0.37,0.17,0.29,0.13,0.22,0.1,0.19,0.09,0.16,0.06,0.14,0.05,0.12,0.04,0.1,0.03,0.09,0.03,0.08,0.02,0.07,0.02,0.05,0.02,0.05,0.02,0.04,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01
5m TTC,51.72,48.46,34.47,31.77,21.43,19.68,13.08,12.42,8.03,8.06,4.99,5.37,3.25,3.72,2.16,2.67,1.45,1.93,1.02,1.44,0.76,1.09,0.59,0.87,0.43,0.68,0.33,0.53,0.25,0.43,0.18,0.35,0.15,0.29,0.12,0.25,0.1,0.21,0.08,0.17,0.07,0.14,0.06,0.13,0.05,0.11,0.04,0.09,0.03,0.08,0.03,0.07,0.02,0.06,0.02,0.05,0.02,0.04,0.01,0.03,0.01,0.03,0.01,0.03,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02
6m TTC,51.79,48.4,36.13,32.98,23.64,21.52,14.93,14.0,9.42,9.3,6.19,6.42,4.06,4.55,2.81,3.31,1.91,2.46,1.4,1.84,1.03,1.4,0.76,1.12,0.58,0.91,0.44,0.72,0.34,0.6,0.27,0.49,0.22,0.4,0.18,0.33,0.14,0.29,0.12,0.25,0.1,0.2,0.08,0.18,0.07,0.14,0.06,0.11,0.06,0.11,0.05,0.09,0.04,0.07,0.04,0.07,0.03,0.06,0.03,0.06,0.02,0.05,0.02,0.04,0.02,0.04,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01
7m TTC,51.97,48.17,37.37,33.77,25.07,22.94,16.47,15.4,10.85,10.56,7.27,7.44,4.97,5.34,3.39,3.95,2.38,2.97,1.69,2.24,1.22,1.75,0.91,1.37,0.73,1.1,0.6,0.9,0.48,0.75,0.4,0.61,0.31,0.51,0.24,0.41,0.2,0.34,0.16,0.3,0.15,0.26,0.13,0.22,0.11,0.18,0.09,0.16,0.08,0.14,0.07,0.13,0.06,0.1,0.06,0.09,0.05,0.08,0.04,0.08,0.04,0.07,0.03,0.06,0.03,0.06,0.03,0.05,0.02,0.04,0.02,0.04,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.02
8m TTC,52.16,48.02,38.12,34.52,26.39,23.9,17.72,16.64,11.99,11.67,8.13,8.35,5.67,6.15,4.02,4.62,2.9,3.49,2.11,2.67,1.58,2.05,1.18,1.63,0.93,1.3,0.73,1.05,0.58,0.86,0.47,0.72,0.37,0.61,0.31,0.52,0.27,0.45,0.24,0.38,0.2,0.33,0.18,0.29,0.15,0.25,0.13,0.2,0.11,0.18,0.09,0.15,0.08,0.13,0.07,0.11,0.06,0.1,0.05,0.09,0.05,0.08,0.04,0.07,0.04,0.06,0.04,0.05,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.02,0.03,0.02,0.03
9m TTC,52.18,47.95,38.97,35.24,27.54,25.1,19.1,17.69,13.19,12.6,9.13,9.21,6.47,6.93,4.59,5.23,3.32,3.99,2.51,3.06,1.85,2.44,1.42,1.92,1.14,1.56,0.91,1.27,0.74,1.06,0.61,0.89,0.5,0.74,0.4,0.62,0.34,0.52,0.28,0.45,0.24,0.39,0.2,0.33,0.17,0.28,0.15,0.25,0.13,0.21,0.12,0.17,0.11,0.16,0.1,0.14,0.09,0.12,0.08,0.1,0.07,0.09,0.06,0.08,0.06,0.07,0.05,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03
10m TTC,52.09,48.05,39.5,35.92,28.66,25.94,20.17,18.6,14.21,13.57,10.13,9.99,7.25,7.56,5.2,5.8,3.84,4.43,2.87,3.44,2.18,2.75,1.69,2.17,1.33,1.77,1.07,1.44,0.87,1.22,0.71,1.0,0.58,0.84,0.49,0.72,0.42,0.63,0.36,0.55,0.3,0.48,0.26,0.41,0.21,0.35,0.19,0.31,0.16,0.27,0.14,0.23,0.12,0.2,0.1,0.17,0.09,0.15,0.09,0.14,0.08,0.13,0.07,0.11,0.06,0.1,0.06,0.09,0.04,0.07,0.04,0.07,0.04,0.06,0.03,0.05,0.03,0.05,0.03,0.04
