,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,48.35,52.0,25.95,28.17,13.12,12.85,6.54,5.78,3.44,2.62,1.98,1.28,1.13,0.68,0.75,0.36,0.52,0.24,0.35,0.12,0.25,0.08,0.15,0.04,0.13,0.03,0.08,0.02,0.07,0.01,0.06,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,47.65,52.55,31.19,33.92,19.38,19.87,11.83,11.38,7.36,6.45,4.63,3.88,3.02,2.27,2.0,1.28,1.33,0.85,0.9,0.59,0.63,0.39,0.47,0.27,0.37,0.19,0.28,0.16,0.21,0.12,0.17,0.1,0.15,0.08,0.13,0.07,0.12,0.06,0.11,0.06,0.09,0.06,0.08,0.05,0.07,0.04,0.05,0.02,0.04,0.02,0.04,0.01,0.04,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0
3m TTC,48.32,51.83,34.02,36.98,23.23,24.14,15.65,15.13,10.37,9.55,7.04,5.94,4.79,3.81,3.42,2.48,2.32,1.73,1.67,1.22,1.26,0.85,0.96,0.58,0.75,0.43,0.61,0.33,0.5,0.24,0.4,0.2,0.34,0.15,0.27,0.12,0.23,0.1,0.19,0.08,0.15,0.08,0.13,0.07,0.12,0.06,0.11,0.05,0.09,0.05,0.09,0.04,0.08,0.03,0.06,0.03,0.05,0.03,0.05,0.02,0.04,0.02,0.03,0.01,0.03,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.0,0.02,0.0,0.02,0.0
4m TTC,48.01,52.11,35.48,38.56,25.58,26.85,17.92,18.12,12.59,12.33,8.97,8.17,6.45,5.42,4.65,3.78,3.51,2.63,2.67,1.78,1.96,1.28,1.44,1.0,1.11,0.73,0.94,0.57,0.73,0.42,0.58,0.34,0.49,0.26,0.4,0.22,0.33,0.17,0.3,0.15,0.27,0.11,0.24,0.08,0.22,0.07,0.2,0.07,0.15,0.05,0.12,0.04,0.11,0.03,0.09,0.02,0.08,0.01,0.07,0.01,0.06,0.01,0.06,0.01,0.05,0.01,0.04,0.01,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.02,0.0
5m TTC,48.97,51.16,37.22,39.72,27.57,29.11,20.11,20.67,14.65,14.32,10.68,10.09,7.92,7.05,5.93,4.88,4.54,3.56,3.51,2.65,2.77,1.89,2.14,1.45,1.64,1.07,1.34,0.83,1.08,0.66,0.88,0.52,0.73,0.42,0.59,0.31,0.5,0.27,0.44,0.24,0.39,0.22,0.33,0.17,0.28,0.14,0.24,0.12,0.2,0.11,0.18,0.09,0.16,0.07,0.15,0.07,0.13,0.06,0.11,0.05,0.1,0.03,0.09,0.03,0.08,0.03,0.07,0.03,0.06,0.02,0.06,0.02,0.05,0.02,0.05,0.02,0.04,0.02,0.03,0.01
6m TTC,48.47,51.62,37.73,40.89,28.78,30.94,21.33,22.93,16.06,16.65,12.18,11.98,9.17,8.7,7.14,6.17,5.51,4.46,4.44,3.38,3.56,2.52,2.81,1.92,2.18,1.48,1.76,1.2,1.44,0.96,1.19,0.77,0.97,0.58,0.8,0.48,0.66,0.41,0.56,0.31,0.47,0.26,0.4,0.23,0.37,0.21,0.31,0.18,0.27,0.16,0.23,0.13,0.2,0.11,0.17,0.1,0.17,0.1,0.14,0.09,0.11,0.08,0.1,0.07,0.08,0.06,0.08,0.06,0.07,0.04,0.06,0.03,0.05,0.03,0.05,0.03,0.05,0.03,0.04,0.03
7m TTC,48.35,51.77,38.37,41.98,29.73,32.66,22.93,24.6,17.32,18.29,13.42,13.34,10.47,9.9,8.23,7.15,6.47,5.33,5.09,4.0,4.07,3.13,3.32,2.46,2.74,1.98,2.22,1.53,1.84,1.28,1.5,1.02,1.26,0.8,1.03,0.66,0.92,0.55,0.72,0.45,0.61,0.41,0.5,0.33,0.42,0.28,0.39,0.24,0.33,0.21,0.26,0.19,0.24,0.17,0.2,0.15,0.18,0.15,0.16,0.13,0.15,0.12,0.13,0.09,0.11,0.08,0.1,0.08,0.08,0.06,0.07,0.05,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.04
8m TTC,47.92,52.2,38.63,42.63,30.6,33.93,23.95,25.87,18.46,19.59,14.42,14.68,11.35,10.83,9.04,8.23,7.03,6.17,5.68,4.66,4.6,3.68,3.84,2.94,3.17,2.35,2.55,1.85,2.12,1.52,1.81,1.25,1.48,1.01,1.27,0.86,1.05,0.75,0.83,0.59,0.73,0.54,0.62,0.45,0.55,0.4,0.47,0.35,0.42,0.32,0.37,0.28,0.33,0.26,0.3,0.22,0.26,0.21,0.23,0.18,0.2,0.14,0.17,0.13,0.14,0.11,0.12,0.09,0.1,0.06,0.09,0.05,0.09,0.05,0.08,0.04,0.08,0.04,0.08,0.03
9m TTC,47.47,52.6,39.07,43.48,31.28,34.8,24.93,27.03,19.73,20.85,15.49,15.86,12.13,12.19,9.66,9.31,7.9,7.13,6.42,5.5,5.34,4.36,4.39,3.45,3.55,2.79,2.99,2.29,2.51,1.81,2.09,1.51,1.78,1.23,1.49,1.08,1.27,0.88,1.07,0.77,0.89,0.67,0.78,0.57,0.69,0.49,0.6,0.41,0.54,0.37,0.47,0.31,0.42,0.27,0.35,0.26,0.29,0.23,0.26,0.19,0.22,0.17,0.19,0.14,0.17,0.12,0.16,0.1,0.13,0.09,0.13,0.09,0.12,0.08,0.12,0.06,0.11,0.06,0.1,0.05
10m TTC,47.87,52.19,39.48,43.68,32.21,35.35,25.5,28.05,20.46,21.98,16.5,16.97,13.18,13.15,10.79,10.24,8.8,7.9,7.12,6.16,5.8,4.98,4.76,3.97,3.97,3.22,3.3,2.56,2.75,2.03,2.29,1.66,1.96,1.4,1.68,1.22,1.43,1.0,1.19,0.84,1.02,0.73,0.89,0.62,0.74,0.55,0.69,0.49,0.63,0.41,0.53,0.35,0.45,0.29,0.39,0.26,0.35,0.24,0.29,0.22,0.26,0.19,0.24,0.17,0.22,0.15,0.19,0.13,0.16,0.1,0.15,0.08,0.14,0.07,0.12,0.06,0.1,0.05,0.1,0.05
