,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,48.7,51.64,24.95,27.39,12.17,11.86,5.92,4.99,3.07,2.31,1.68,1.14,0.97,0.62,0.56,0.36,0.37,0.24,0.26,0.15,0.18,0.1,0.13,0.07,0.08,0.06,0.06,0.05,0.04,0.05,0.04,0.04,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,48.33,51.88,30.53,33.36,18.29,19.12,10.99,10.51,6.63,5.71,4.23,3.35,2.78,2.1,1.84,1.28,1.28,0.77,0.91,0.55,0.65,0.38,0.49,0.28,0.36,0.19,0.26,0.15,0.21,0.11,0.17,0.08,0.15,0.06,0.11,0.05,0.09,0.04,0.06,0.03,0.06,0.03,0.05,0.03,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0
3m TTC,48.4,51.76,33.01,36.32,21.54,23.34,13.96,14.31,9.37,8.82,6.35,5.49,4.32,3.61,3.04,2.39,2.18,1.6,1.51,1.12,1.17,0.8,0.89,0.6,0.7,0.39,0.57,0.34,0.45,0.26,0.34,0.22,0.27,0.19,0.21,0.17,0.16,0.14,0.12,0.11,0.1,0.08,0.08,0.05,0.08,0.05,0.07,0.04,0.06,0.03,0.05,0.02,0.05,0.02,0.04,0.02,0.03,0.02,0.03,0.02,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4m TTC,48.38,51.82,34.98,37.76,24.39,26.22,16.71,17.24,11.93,11.46,8.27,7.52,5.94,5.1,4.38,3.44,3.2,2.48,2.42,1.82,1.84,1.37,1.33,0.98,1.04,0.73,0.84,0.55,0.69,0.43,0.57,0.35,0.42,0.28,0.32,0.21,0.28,0.19,0.24,0.16,0.2,0.13,0.18,0.1,0.15,0.07,0.13,0.07,0.12,0.06,0.1,0.04,0.09,0.04,0.08,0.04,0.06,0.03,0.06,0.03,0.05,0.03,0.05,0.02,0.05,0.02,0.04,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01
5m TTC,48.43,51.73,36.52,39.2,26.34,28.2,18.78,19.46,13.44,13.62,9.94,9.32,7.28,6.44,5.47,4.56,4.13,3.35,3.09,2.59,2.34,1.85,1.77,1.37,1.42,1.0,1.1,0.78,0.94,0.63,0.78,0.52,0.63,0.41,0.51,0.33,0.42,0.27,0.36,0.24,0.33,0.19,0.28,0.16,0.25,0.15,0.22,0.12,0.17,0.1,0.14,0.08,0.12,0.08,0.11,0.07,0.1,0.06,0.09,0.06,0.08,0.05,0.07,0.04,0.07,0.04,0.05,0.04,0.05,0.03,0.04,0.03,0.04,0.02,0.03,0.02,0.03,0.02,0.03,0.02
6m TTC,47.99,52.15,36.9,40.82,27.7,30.22,20.44,21.8,15.36,15.53,11.27,11.15,8.39,7.98,6.42,5.78,4.85,4.27,3.86,3.12,3.12,2.36,2.52,1.87,1.99,1.45,1.62,1.14,1.29,0.87,1.07,0.69,0.91,0.57,0.76,0.5,0.64,0.4,0.54,0.34,0.44,0.28,0.37,0.24,0.29,0.2,0.26,0.17,0.22,0.16,0.19,0.12,0.17,0.09,0.14,0.09,0.12,0.09,0.1,0.08,0.09,0.07,0.08,0.06,0.08,0.05,0.07,0.05,0.06,0.04,0.06,0.04,0.05,0.04,0.05,0.04,0.04,0.03,0.04,0.03
7m TTC,48.06,52.09,37.7,41.54,28.47,31.58,21.64,23.59,16.48,17.16,12.48,12.53,9.5,9.3,7.35,6.97,5.8,5.14,4.52,3.78,3.66,2.92,2.97,2.31,2.44,1.78,2.0,1.39,1.62,1.1,1.34,0.92,1.14,0.76,0.95,0.62,0.78,0.52,0.68,0.45,0.58,0.38,0.48,0.33,0.4,0.27,0.35,0.22,0.3,0.17,0.24,0.15,0.21,0.12,0.2,0.11,0.17,0.09,0.16,0.08,0.15,0.08,0.14,0.07,0.12,0.07,0.11,0.05,0.09,0.04,0.09,0.04,0.07,0.04,0.05,0.03,0.05,0.03,0.04,0.02
8m TTC,48.35,51.74,38.31,42.25,29.99,33.35,23.15,25.27,17.81,18.99,13.72,14.12,10.61,10.44,8.32,7.75,6.67,5.95,5.27,4.59,4.19,3.53,3.36,2.76,2.78,2.17,2.22,1.76,1.86,1.41,1.56,1.17,1.32,0.98,1.08,0.78,0.96,0.64,0.8,0.53,0.67,0.47,0.58,0.41,0.5,0.34,0.42,0.28,0.36,0.24,0.34,0.22,0.32,0.18,0.26,0.17,0.23,0.15,0.21,0.14,0.19,0.12,0.17,0.11,0.15,0.09,0.11,0.08,0.09,0.07,0.09,0.06,0.09,0.05,0.08,0.05,0.08,0.04,0.06,0.04
9m TTC,48.24,51.82,39.26,42.7,31.24,34.23,24.19,26.84,18.84,20.28,14.82,15.38,11.7,11.45,9.25,8.79,7.22,6.61,5.73,5.14,4.63,4.02,3.79,3.15,3.11,2.57,2.59,2.09,2.19,1.77,1.77,1.33,1.54,1.07,1.27,0.86,1.07,0.73,0.91,0.61,0.81,0.55,0.67,0.43,0.61,0.38,0.55,0.31,0.49,0.3,0.41,0.27,0.35,0.23,0.31,0.2,0.26,0.18,0.25,0.15,0.23,0.14,0.2,0.12,0.18,0.12,0.15,0.11,0.12,0.1,0.11,0.09,0.1,0.08,0.09,0.07,0.08,0.07,0.08,0.04
10m TTC,48.23,51.85,39.62,43.11,31.93,35.04,25.15,27.61,20.01,21.21,15.79,16.24,12.41,12.43,9.93,9.55,7.94,7.43,6.45,5.92,5.32,4.62,4.32,3.69,3.7,2.97,3.06,2.41,2.53,2.01,2.04,1.68,1.73,1.39,1.44,1.15,1.23,0.99,1.06,0.82,0.89,0.68,0.79,0.62,0.73,0.51,0.64,0.44,0.55,0.39,0.52,0.36,0.46,0.32,0.41,0.27,0.36,0.23,0.33,0.19,0.28,0.16,0.26,0.14,0.24,0.14,0.21,0.13,0.18,0.11,0.16,0.1,0.13,0.09,0.12,0.08,0.12,0.08,0.1,0.07
