,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,48.03,52.19,31.88,34.53,20.03,20.04,12.91,10.67,8.05,5.86,5.0,3.06,3.3,1.97,2.15,1.22,1.44,0.65,1.09,0.33,0.76,0.17,0.54,0.08,0.41,0.07,0.34,0.07,0.27,0.05,0.19,0.04,0.13,0.04,0.11,0.0,0.09,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,47.37,52.75,36.09,39.73,26.53,28.18,18.61,18.63,13.43,11.85,9.88,7.76,7.29,5.0,5.17,3.34,4.06,2.27,2.8,1.37,2.02,0.98,1.47,0.65,1.08,0.51,0.88,0.43,0.67,0.33,0.5,0.21,0.45,0.18,0.39,0.13,0.33,0.1,0.24,0.09,0.21,0.08,0.18,0.07,0.17,0.05,0.15,0.04,0.12,0.04,0.12,0.01,0.09,0.01,0.09,0.01,0.09,0.01,0.08,0.01,0.08,0.01,0.08,0.01,0.07,0.01,0.07,0.01,0.05,0.01,0.05,0.01,0.05,0.01,0.05,0.01,0.05,0.01,0.05,0.01
3m TTC,47.71,52.4,37.52,41.57,29.32,31.41,22.41,23.0,17.53,16.24,13.13,11.41,9.96,8.22,7.58,5.66,5.6,3.89,4.36,2.89,3.32,2.15,2.65,1.58,2.05,1.15,1.68,0.84,1.34,0.64,1.13,0.5,0.99,0.35,0.78,0.3,0.68,0.26,0.54,0.21,0.47,0.19,0.39,0.16,0.33,0.13,0.31,0.13,0.29,0.09,0.24,0.06,0.19,0.05,0.16,0.04,0.12,0.04,0.12,0.04,0.09,0.02,0.08,0.02,0.08,0.01,0.08,0.01,0.07,0.01,0.07,0.01,0.05,0.01,0.04,0.01,0.04,0.01,0.04,0.01
4m TTC,47.41,52.67,38.68,43.24,30.71,33.71,24.72,25.52,19.45,19.21,15.2,14.38,11.89,10.59,9.32,7.46,7.52,5.62,6.05,4.14,4.83,3.31,3.87,2.37,3.22,1.89,2.57,1.38,2.13,0.99,1.87,0.77,1.57,0.66,1.31,0.53,1.04,0.44,0.81,0.4,0.72,0.38,0.55,0.3,0.48,0.27,0.45,0.22,0.42,0.2,0.38,0.17,0.33,0.13,0.31,0.13,0.22,0.12,0.19,0.1,0.19,0.07,0.18,0.06,0.15,0.06,0.14,0.04,0.12,0.04,0.08,0.03,0.07,0.03,0.07,0.02,0.07,0.02,0.06,0.01
5m TTC,47.2,52.9,38.85,44.08,31.74,35.86,26.26,28.39,21.37,22.14,17.15,17.0,13.85,12.95,11.14,9.95,9.21,7.53,7.21,5.8,5.87,4.24,4.93,3.17,4.22,2.57,3.5,2.19,2.89,1.74,2.47,1.41,2.08,1.12,1.81,0.9,1.6,0.77,1.32,0.65,1.1,0.57,0.91,0.45,0.76,0.42,0.65,0.37,0.58,0.36,0.56,0.28,0.46,0.25,0.31,0.21,0.27,0.14,0.23,0.13,0.23,0.12,0.22,0.11,0.17,0.1,0.16,0.1,0.13,0.08,0.1,0.08,0.08,0.05,0.07,0.05,0.07,0.04,0.07,0.04
6m TTC,47.26,52.82,39.92,44.89,33.14,37.29,27.08,30.42,22.2,24.11,18.69,18.69,15.18,14.34,12.43,11.07,10.13,8.73,8.41,6.66,7.26,5.05,6.15,4.0,5.05,3.23,4.27,2.62,3.67,2.17,3.11,1.76,2.59,1.51,2.17,1.25,1.87,1.0,1.46,0.87,1.28,0.81,1.09,0.74,0.86,0.67,0.78,0.55,0.72,0.45,0.6,0.39,0.55,0.35,0.4,0.3,0.35,0.27,0.27,0.23,0.26,0.18,0.18,0.18,0.16,0.16,0.16,0.13,0.11,0.1,0.1,0.08,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08
7m TTC,47.4,52.62,40.73,45.6,34.65,38.32,28.49,31.83,23.91,25.72,19.74,20.76,16.57,16.58,13.73,13.07,10.94,10.05,9.38,8.1,8.06,6.49,7.0,5.18,5.95,4.14,5.05,3.39,4.44,2.7,3.77,2.13,3.12,1.8,2.7,1.54,2.31,1.3,2.05,1.07,1.81,1.01,1.5,0.81,1.24,0.75,1.14,0.66,0.98,0.6,0.82,0.51,0.75,0.5,0.58,0.47,0.57,0.4,0.44,0.37,0.38,0.36,0.33,0.31,0.27,0.27,0.24,0.22,0.2,0.16,0.19,0.13,0.17,0.1,0.13,0.1,0.1,0.1,0.1,0.1
8m TTC,47.49,52.58,40.44,45.62,35.03,38.41,29.31,32.9,24.59,26.59,20.81,21.64,17.52,17.66,15.14,13.84,12.63,11.13,10.55,8.88,9.29,7.18,7.76,5.79,6.57,4.66,5.49,3.86,4.63,3.23,3.95,2.68,3.65,2.17,3.03,1.79,2.59,1.55,2.23,1.33,1.97,1.23,1.76,1.09,1.59,0.98,1.34,0.84,1.18,0.74,1.09,0.59,0.99,0.53,0.88,0.5,0.67,0.44,0.57,0.39,0.56,0.35,0.51,0.33,0.45,0.28,0.41,0.23,0.34,0.18,0.33,0.15,0.27,0.14,0.22,0.14,0.19,0.13,0.15,0.12
9m TTC,47.23,52.86,41.21,46.16,35.37,39.41,30.33,33.23,25.78,27.96,21.99,22.91,18.99,18.75,16.4,15.21,14.06,12.62,11.57,9.94,10.05,7.8,8.39,6.45,7.29,5.28,6.24,4.36,5.38,3.67,4.57,3.12,3.97,2.6,3.41,2.23,3.0,1.88,2.53,1.64,2.13,1.42,1.93,1.24,1.76,1.13,1.48,1.05,1.34,0.87,1.25,0.8,1.15,0.67,1.05,0.6,0.96,0.53,0.88,0.43,0.84,0.38,0.75,0.28,0.65,0.27,0.56,0.24,0.42,0.21,0.39,0.18,0.34,0.16,0.31,0.15,0.28,0.14,0.25,0.13
10m TTC,47.33,52.76,41.93,46.29,36.65,40.19,31.38,34.08,26.63,28.86,23.02,23.88,19.9,20.01,17.19,16.14,14.37,13.35,12.62,10.79,10.65,8.84,9.19,7.24,8.06,5.94,6.98,5.06,5.94,4.19,5.08,3.56,4.34,3.01,3.84,2.6,3.28,2.19,2.86,1.84,2.5,1.67,2.14,1.41,1.87,1.25,1.71,1.08,1.6,1.02,1.36,0.9,1.25,0.84,1.09,0.81,1.04,0.7,0.95,0.63,0.87,0.55,0.76,0.41,0.65,0.36,0.57,0.26,0.49,0.21,0.46,0.19,0.43,0.18,0.39,0.15,0.33,0.13,0.3,0.13
