,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,48.19,51.89,25.38,27.04,12.51,11.28,6.08,4.59,3.05,2.05,1.59,0.93,0.95,0.45,0.58,0.27,0.35,0.14,0.23,0.09,0.15,0.07,0.06,0.03,0.05,0.02,0.04,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,47.21,52.84,30.24,33.22,18.14,18.89,11.17,10.13,6.96,5.66,4.39,3.08,2.76,1.81,1.74,1.2,1.29,0.83,0.83,0.49,0.6,0.34,0.46,0.26,0.34,0.15,0.26,0.11,0.19,0.08,0.14,0.06,0.13,0.05,0.09,0.04,0.06,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.04,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,47.63,52.39,32.89,35.95,21.81,23.21,14.12,14.26,9.36,8.42,6.42,5.11,4.51,3.36,3.2,2.07,2.31,1.39,1.69,0.87,1.26,0.6,0.95,0.43,0.76,0.3,0.6,0.23,0.46,0.17,0.36,0.14,0.26,0.1,0.2,0.08,0.15,0.07,0.14,0.06,0.11,0.04,0.08,0.04,0.07,0.04,0.07,0.04,0.06,0.03,0.06,0.02,0.05,0.02,0.04,0.02,0.03,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0
4m TTC,48.29,51.73,34.61,37.62,24.39,26.46,16.93,17.5,11.76,11.06,8.39,7.14,5.99,4.55,4.38,3.12,3.31,2.1,2.54,1.48,1.88,1.07,1.51,0.8,1.2,0.59,0.97,0.42,0.74,0.32,0.56,0.26,0.42,0.21,0.35,0.17,0.29,0.14,0.23,0.12,0.18,0.11,0.16,0.1,0.14,0.07,0.12,0.04,0.12,0.03,0.1,0.03,0.09,0.02,0.08,0.02,0.08,0.02,0.06,0.02,0.05,0.02,0.04,0.01,0.04,0.01,0.04,0.01,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.02,0.0
5m TTC,48.0,52.02,36.05,39.76,25.93,28.32,19.08,19.53,13.51,13.05,9.85,8.72,7.48,6.02,5.56,4.1,4.23,2.85,3.26,2.03,2.5,1.57,1.95,1.13,1.62,0.85,1.26,0.68,0.98,0.46,0.84,0.41,0.65,0.33,0.52,0.27,0.42,0.21,0.36,0.18,0.3,0.14,0.25,0.12,0.2,0.11,0.17,0.1,0.15,0.09,0.14,0.09,0.12,0.07,0.1,0.05,0.1,0.05,0.09,0.04,0.09,0.03,0.07,0.03,0.07,0.03,0.05,0.02,0.05,0.01,0.05,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01
6m TTC,48.01,52.01,36.92,40.45,27.13,30.35,19.94,21.9,14.83,15.35,10.94,10.6,8.38,7.37,6.44,5.18,5.1,3.64,3.86,2.68,2.92,1.98,2.29,1.52,1.88,1.24,1.57,0.99,1.32,0.81,0.98,0.69,0.83,0.54,0.68,0.44,0.58,0.36,0.54,0.3,0.47,0.25,0.42,0.19,0.36,0.19,0.3,0.14,0.26,0.11,0.24,0.1,0.22,0.08,0.19,0.08,0.15,0.07,0.14,0.06,0.11,0.05,0.1,0.05,0.08,0.05,0.08,0.05,0.06,0.04,0.05,0.03,0.04,0.02,0.03,0.02,0.03,0.02,0.03,0.02
7m TTC,47.67,52.33,37.34,41.91,28.56,31.93,21.57,23.43,16.02,17.11,12.38,12.21,9.67,8.64,7.45,6.35,5.78,4.65,4.63,3.44,3.66,2.61,2.94,1.97,2.38,1.54,1.99,1.28,1.61,1.04,1.33,0.8,1.11,0.65,0.91,0.5,0.74,0.43,0.64,0.35,0.55,0.33,0.45,0.29,0.42,0.25,0.37,0.22,0.33,0.2,0.29,0.15,0.27,0.14,0.24,0.12,0.17,0.1,0.16,0.09,0.16,0.07,0.15,0.07,0.14,0.06,0.13,0.06,0.1,0.04,0.09,0.04,0.09,0.03,0.09,0.03,0.06,0.03,0.04,0.03
8m TTC,47.47,52.54,37.89,42.72,29.53,33.38,22.89,25.29,17.41,18.57,13.66,13.45,10.51,9.9,8.35,7.05,6.63,5.28,5.24,4.06,4.13,2.99,3.32,2.27,2.74,1.82,2.26,1.46,1.91,1.16,1.61,0.96,1.3,0.79,1.07,0.67,0.91,0.57,0.77,0.43,0.67,0.37,0.59,0.32,0.48,0.28,0.41,0.23,0.38,0.19,0.36,0.18,0.34,0.14,0.28,0.13,0.24,0.12,0.21,0.11,0.21,0.11,0.18,0.1,0.16,0.08,0.15,0.08,0.13,0.07,0.11,0.07,0.1,0.07,0.1,0.07,0.07,0.05,0.05,0.05
9m TTC,47.57,52.44,38.09,42.82,29.66,33.83,23.66,26.08,18.51,19.65,14.42,14.56,11.27,10.75,8.96,8.06,7.36,5.96,5.83,4.4,4.74,3.4,3.82,2.69,3.27,2.19,2.63,1.72,2.2,1.3,1.79,1.06,1.49,0.94,1.27,0.79,1.08,0.67,0.92,0.54,0.77,0.46,0.69,0.38,0.59,0.33,0.52,0.27,0.44,0.25,0.39,0.22,0.35,0.18,0.32,0.18,0.28,0.14,0.26,0.12,0.22,0.12,0.21,0.09,0.19,0.09,0.14,0.09,0.12,0.08,0.11,0.07,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.06
10m TTC,47.45,52.55,38.53,43.71,31.12,35.11,24.51,27.03,19.43,20.67,15.34,15.61,12.12,11.69,9.96,8.76,7.93,6.74,6.43,5.07,5.27,3.98,4.29,2.98,3.53,2.4,2.85,1.95,2.44,1.57,2.1,1.27,1.76,1.09,1.42,0.9,1.24,0.75,1.1,0.65,0.88,0.55,0.79,0.45,0.69,0.4,0.6,0.32,0.51,0.28,0.46,0.25,0.43,0.24,0.39,0.23,0.33,0.21,0.28,0.17,0.24,0.13,0.22,0.13,0.2,0.12,0.18,0.1,0.15,0.09,0.11,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.06
