,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,52.9,47.1,36.1,32.14,21.98,20.51,12.13,13.13,6.29,8.27,3.59,5.14,2.37,3.09,1.5,2.2,0.83,1.31,0.45,0.85,0.26,0.55,0.23,0.4,0.13,0.38,0.06,0.27,0.06,0.24,0.06,0.17,0.06,0.13,0.06,0.12,0.06,0.11,0.06,0.1,0.05,0.1,0.05,0.1,0.05,0.08,0.0,0.06,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,54.23,45.78,41.59,34.63,29.45,25.45,20.44,18.71,13.67,13.16,8.57,9.51,5.26,6.84,3.8,5.36,2.65,4.09,1.8,3.14,1.46,1.96,0.89,1.55,0.72,1.34,0.49,1.11,0.38,0.87,0.32,0.65,0.29,0.45,0.27,0.38,0.19,0.31,0.16,0.22,0.14,0.17,0.13,0.15,0.1,0.15,0.08,0.14,0.06,0.14,0.06,0.13,0.05,0.1,0.05,0.1,0.05,0.09,0.05,0.09,0.05,0.08,0.05,0.06,0.05,0.06,0.05,0.06,0.05,0.06,0.05,0.06,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.06
3m TTC,54.33,45.68,44.13,36.42,33.76,29.06,24.11,21.47,16.98,16.29,11.88,12.65,8.45,9.29,5.96,6.58,4.25,5.19,2.93,4.13,2.21,3.24,1.69,2.34,1.23,1.8,0.93,1.5,0.79,1.12,0.55,0.93,0.42,0.76,0.39,0.57,0.35,0.52,0.3,0.45,0.28,0.3,0.23,0.27,0.23,0.26,0.21,0.26,0.21,0.18,0.15,0.18,0.15,0.18,0.14,0.17,0.14,0.14,0.13,0.13,0.09,0.13,0.06,0.13,0.06,0.12,0.0,0.12,0.0,0.08,0.0,0.08,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.06
4m TTC,53.97,46.04,45.8,37.35,36.57,29.92,28.3,23.96,21.3,18.42,15.64,14.43,11.19,11.05,8.0,8.99,5.85,7.39,4.11,5.69,3.03,4.52,2.08,3.7,1.62,2.93,1.2,2.37,0.95,1.81,0.83,1.44,0.71,1.16,0.57,0.95,0.47,0.74,0.43,0.7,0.35,0.63,0.32,0.55,0.31,0.41,0.29,0.36,0.23,0.29,0.19,0.26,0.19,0.26,0.15,0.26,0.14,0.22,0.13,0.18,0.06,0.08,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.06,0.05,0.04,0.05,0.04,0.05,0.03,0.05,0.03
5m TTC,54.19,45.81,46.41,37.99,37.98,31.31,30.13,25.46,23.37,20.84,17.9,17.37,13.43,13.38,9.96,10.46,7.82,8.33,5.76,6.71,4.62,5.7,3.41,4.75,2.66,3.69,2.05,3.04,1.51,2.44,1.09,2.09,0.97,1.77,0.82,1.45,0.72,1.2,0.63,1.06,0.5,1.03,0.43,0.82,0.4,0.61,0.35,0.49,0.29,0.48,0.27,0.43,0.23,0.42,0.17,0.39,0.17,0.34,0.16,0.28,0.14,0.28,0.14,0.23,0.14,0.23,0.09,0.22,0.09,0.19,0.08,0.19,0.08,0.19,0.08,0.16,0.06,0.11,0.05,0.09
6m TTC,53.97,46.05,46.58,39.53,38.74,33.14,31.54,27.19,24.98,22.18,19.59,18.53,15.52,14.97,11.95,12.13,9.12,9.59,7.17,7.99,5.35,6.78,4.16,5.8,3.46,4.96,2.56,4.27,2.27,3.68,1.93,2.91,1.7,2.29,1.34,1.89,1.03,1.68,0.89,1.54,0.78,1.38,0.67,1.24,0.55,1.06,0.39,0.87,0.34,0.79,0.28,0.78,0.24,0.71,0.23,0.63,0.23,0.59,0.21,0.43,0.21,0.42,0.13,0.39,0.13,0.29,0.11,0.29,0.11,0.22,0.05,0.22,0.05,0.16,0.01,0.12,0.01,0.12,0.01,0.12
7m TTC,53.52,46.48,46.9,39.2,40.2,33.34,33.15,28.09,27.6,23.7,22.33,19.45,17.54,16.37,13.75,13.16,10.67,10.92,8.58,9.28,6.5,7.88,5.21,6.66,4.1,5.61,3.27,4.72,2.55,3.97,2.02,3.5,1.73,3.08,1.41,2.77,1.15,2.42,0.94,2.0,0.85,1.7,0.77,1.42,0.59,1.09,0.51,0.93,0.38,0.87,0.31,0.76,0.24,0.67,0.22,0.65,0.22,0.56,0.22,0.52,0.19,0.48,0.19,0.42,0.18,0.35,0.18,0.34,0.13,0.32,0.1,0.29,0.1,0.29,0.09,0.23,0.08,0.23,0.08,0.19
8m TTC,53.81,46.19,47.71,40.07,40.69,34.4,34.43,29.17,28.04,24.45,22.26,20.21,18.33,17.24,14.27,14.46,11.73,12.08,9.27,10.11,7.09,8.45,5.49,7.34,4.56,6.27,3.46,5.2,2.86,4.47,2.41,3.89,1.87,3.34,1.52,2.84,1.34,2.35,1.14,2.0,0.96,1.83,0.84,1.43,0.79,1.31,0.62,1.11,0.54,0.94,0.51,0.82,0.45,0.7,0.34,0.69,0.31,0.66,0.22,0.58,0.19,0.53,0.16,0.51,0.16,0.42,0.1,0.41,0.05,0.36,0.05,0.32,0.04,0.31,0.04,0.28,0.03,0.28,0.02,0.23
9m TTC,54.04,45.96,47.65,39.57,41.03,33.3,34.86,28.39,28.86,24.3,23.7,20.59,19.66,17.16,15.62,15.27,12.25,12.61,9.87,10.77,7.91,9.39,6.44,8.07,5.15,7.01,4.3,6.16,3.54,4.89,2.67,4.37,2.05,3.77,1.71,3.0,1.56,2.77,1.29,2.38,1.14,2.01,0.9,1.68,0.79,1.3,0.68,1.16,0.63,0.98,0.57,0.87,0.51,0.79,0.37,0.76,0.35,0.74,0.31,0.67,0.28,0.62,0.18,0.58,0.18,0.55,0.13,0.53,0.1,0.52,0.1,0.5,0.06,0.43,0.04,0.41,0.04,0.41,0.04,0.35
10m TTC,54.25,45.75,48.4,39.35,42.15,34.71,36.0,29.3,30.61,24.64,25.32,20.85,20.79,18.25,17.29,15.7,14.04,13.39,11.36,11.51,8.64,10.08,7.33,8.75,6.16,7.62,5.03,6.26,4.25,5.53,3.64,4.74,2.97,4.03,2.43,3.39,2.08,2.92,1.49,2.56,1.16,2.15,1.04,1.89,0.89,1.42,0.78,1.25,0.71,1.1,0.62,1.02,0.49,0.97,0.45,0.96,0.34,0.94,0.29,0.8,0.29,0.66,0.27,0.62,0.23,0.61,0.23,0.59,0.19,0.51,0.19,0.48,0.17,0.41,0.13,0.41,0.1,0.34,0.1,0.31
