,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,51.21,49.02,16.62,16.04,4.9,5.24,1.62,2.01,0.63,0.9,0.29,0.43,0.17,0.22,0.09,0.13,0.06,0.08,0.04,0.05,0.02,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,51.58,48.49,23.61,22.12,9.7,9.77,4.12,4.74,1.98,2.43,1.01,1.35,0.57,0.76,0.33,0.47,0.2,0.32,0.15,0.23,0.1,0.16,0.07,0.11,0.05,0.08,0.03,0.06,0.02,0.05,0.02,0.04,0.02,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,51.49,48.57,27.57,25.5,13.47,13.06,6.59,6.97,3.25,3.87,1.74,2.35,1.05,1.47,0.65,0.94,0.44,0.64,0.3,0.44,0.23,0.33,0.16,0.25,0.1,0.2,0.07,0.16,0.04,0.13,0.04,0.09,0.03,0.07,0.02,0.06,0.02,0.05,0.02,0.04,0.02,0.03,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4m TTC,51.55,48.48,30.43,27.91,16.42,15.36,8.68,8.73,4.63,5.17,2.72,3.27,1.66,2.07,1.08,1.43,0.74,1.0,0.49,0.7,0.36,0.52,0.24,0.39,0.18,0.31,0.14,0.23,0.1,0.18,0.08,0.14,0.06,0.11,0.04,0.08,0.03,0.07,0.03,0.06,0.02,0.05,0.02,0.04,0.01,0.04,0.01,0.04,0.01,0.03,0.01,0.03,0.01,0.03,0.01,0.02,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5m TTC,51.4,48.62,32.4,29.86,18.76,17.32,10.6,10.32,6.1,6.32,3.61,4.1,2.27,2.82,1.48,1.89,1.04,1.34,0.76,0.99,0.53,0.75,0.36,0.58,0.28,0.45,0.21,0.35,0.16,0.26,0.12,0.22,0.1,0.18,0.08,0.15,0.06,0.12,0.05,0.09,0.04,0.09,0.03,0.07,0.02,0.05,0.02,0.05,0.02,0.04,0.01,0.04,0.01,0.03,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
6m TTC,51.78,48.24,34.07,31.07,20.63,18.87,12.33,11.66,7.33,7.43,4.53,4.91,2.91,3.38,1.94,2.37,1.33,1.76,0.94,1.3,0.67,1.0,0.49,0.75,0.37,0.58,0.3,0.47,0.22,0.37,0.17,0.3,0.14,0.24,0.1,0.19,0.09,0.16,0.07,0.13,0.06,0.11,0.05,0.08,0.04,0.07,0.04,0.07,0.03,0.06,0.02,0.05,0.02,0.05,0.02,0.04,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0
7m TTC,51.82,48.2,35.32,32.16,22.62,20.25,13.87,12.85,8.48,8.54,5.37,5.72,3.51,4.0,2.36,2.87,1.57,2.11,1.14,1.62,0.85,1.23,0.63,0.96,0.49,0.74,0.38,0.57,0.29,0.44,0.24,0.36,0.19,0.31,0.15,0.26,0.13,0.2,0.1,0.17,0.08,0.15,0.06,0.13,0.06,0.11,0.05,0.09,0.04,0.08,0.03,0.07,0.03,0.06,0.02,0.05,0.02,0.04,0.02,0.04,0.02,0.03,0.02,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
8m TTC,51.95,48.06,36.24,32.79,23.87,21.47,15.28,14.15,9.71,9.49,6.15,6.5,4.04,4.63,2.75,3.31,1.91,2.43,1.33,1.84,0.98,1.43,0.79,1.13,0.61,0.89,0.48,0.7,0.4,0.58,0.33,0.48,0.28,0.39,0.22,0.33,0.18,0.29,0.15,0.24,0.12,0.2,0.09,0.17,0.07,0.14,0.07,0.12,0.06,0.1,0.05,0.08,0.04,0.07,0.03,0.06,0.03,0.06,0.03,0.06,0.03,0.05,0.03,0.05,0.02,0.04,0.02,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01
9m TTC,51.78,48.23,37.01,33.75,25.24,22.69,16.51,15.19,10.74,10.29,6.99,7.09,4.69,5.09,3.22,3.69,2.18,2.81,1.64,2.14,1.24,1.66,0.94,1.32,0.71,1.06,0.56,0.88,0.47,0.73,0.39,0.6,0.33,0.5,0.28,0.43,0.23,0.36,0.19,0.3,0.15,0.25,0.12,0.22,0.09,0.18,0.08,0.15,0.07,0.12,0.06,0.11,0.05,0.09,0.05,0.08,0.04,0.07,0.03,0.06,0.03,0.06,0.03,0.05,0.02,0.05,0.02,0.04,0.02,0.03,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.01
10m TTC,51.65,48.36,37.72,34.63,26.11,23.62,17.39,16.15,11.5,11.11,7.73,7.76,5.28,5.57,3.67,4.16,2.59,3.11,1.88,2.38,1.4,1.84,1.07,1.51,0.82,1.2,0.66,0.99,0.53,0.83,0.43,0.69,0.37,0.59,0.31,0.49,0.25,0.42,0.2,0.34,0.17,0.28,0.14,0.23,0.12,0.2,0.1,0.18,0.08,0.16,0.08,0.14,0.06,0.13,0.06,0.11,0.04,0.1,0.04,0.09,0.04,0.08,0.03,0.07,0.03,0.06,0.03,0.05,0.03,0.04,0.02,0.04,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02
