,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,52.28,47.8,30.26,27.9,13.91,14.99,5.83,7.83,2.87,4.12,1.49,2.33,0.77,1.36,0.38,0.8,0.24,0.45,0.17,0.31,0.11,0.22,0.08,0.17,0.06,0.1,0.06,0.08,0.05,0.06,0.04,0.05,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,52.6,47.45,35.55,32.64,21.6,20.63,12.29,13.33,6.98,8.29,3.9,5.28,2.07,3.79,1.25,2.58,0.82,1.69,0.54,1.1,0.38,0.81,0.3,0.53,0.2,0.44,0.15,0.37,0.11,0.27,0.08,0.21,0.06,0.17,0.04,0.13,0.04,0.1,0.03,0.07,0.03,0.05,0.02,0.05,0.02,0.03,0.02,0.03,0.01,0.02,0.01,0.02,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,52.2,47.83,38.22,34.49,25.87,23.8,16.52,16.79,10.02,11.58,6.04,8.19,3.9,5.76,2.44,4.27,1.67,3.13,1.01,2.26,0.71,1.74,0.51,1.32,0.39,1.01,0.29,0.78,0.24,0.52,0.19,0.41,0.13,0.3,0.09,0.25,0.07,0.21,0.05,0.19,0.04,0.16,0.03,0.13,0.03,0.12,0.02,0.1,0.02,0.08,0.01,0.06,0.01,0.04,0.0,0.04,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02
4m TTC,53.11,46.9,40.56,35.5,29.16,26.03,19.68,19.02,13.1,13.73,8.76,9.74,5.71,7.39,3.73,5.51,2.59,4.3,1.81,3.27,1.23,2.5,0.93,1.95,0.59,1.4,0.46,1.13,0.34,0.95,0.28,0.76,0.2,0.57,0.17,0.48,0.16,0.39,0.14,0.35,0.14,0.29,0.07,0.24,0.05,0.21,0.05,0.18,0.04,0.15,0.03,0.12,0.01,0.11,0.01,0.09,0.01,0.08,0.01,0.07,0.01,0.06,0.01,0.04,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02
5m TTC,53.12,46.88,41.38,36.36,30.96,27.78,22.09,20.55,15.19,15.35,10.49,11.63,7.16,9.04,5.03,6.81,3.44,5.21,2.45,4.09,1.74,3.2,1.21,2.45,0.88,1.98,0.65,1.61,0.5,1.25,0.33,0.99,0.28,0.79,0.22,0.66,0.16,0.53,0.13,0.47,0.11,0.39,0.1,0.3,0.09,0.22,0.09,0.17,0.08,0.16,0.08,0.13,0.07,0.11,0.06,0.1,0.04,0.1,0.04,0.09,0.04,0.08,0.02,0.07,0.02,0.07,0.01,0.05,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
6m TTC,53.29,46.72,42.35,36.75,32.49,28.55,24.15,21.65,17.48,16.51,12.66,12.43,8.95,9.83,6.27,7.77,4.27,6.31,3.0,5.13,2.23,4.0,1.6,3.15,1.23,2.62,0.94,2.06,0.77,1.65,0.58,1.24,0.47,1.0,0.39,0.86,0.3,0.71,0.22,0.59,0.2,0.48,0.16,0.41,0.12,0.35,0.08,0.28,0.07,0.25,0.05,0.24,0.04,0.22,0.04,0.19,0.03,0.17,0.03,0.14,0.03,0.11,0.03,0.11,0.02,0.1,0.02,0.09,0.02,0.07,0.02,0.07,0.02,0.05,0.01,0.05,0.01,0.04,0.01,0.04
7m TTC,53.37,46.63,43.61,37.53,33.95,29.58,25.98,22.62,19.29,17.54,14.17,13.92,10.26,10.86,7.59,8.83,5.35,7.28,3.96,5.78,2.87,4.57,2.09,3.81,1.68,3.12,1.25,2.48,1.05,2.0,0.78,1.61,0.59,1.3,0.5,1.1,0.41,0.89,0.35,0.78,0.3,0.65,0.25,0.55,0.21,0.48,0.14,0.39,0.13,0.34,0.12,0.27,0.1,0.23,0.06,0.21,0.05,0.18,0.04,0.15,0.03,0.13,0.03,0.12,0.03,0.1,0.02,0.08,0.02,0.05,0.02,0.04,0.01,0.04,0.01,0.04,0.01,0.04,0.01,0.03
8m TTC,53.8,46.2,44.58,37.76,34.94,30.11,27.41,24.13,20.7,18.71,15.71,14.91,11.66,11.86,8.57,9.69,6.14,7.73,4.46,6.08,3.36,4.96,2.52,4.13,1.84,3.43,1.57,2.84,1.2,2.34,0.96,1.86,0.73,1.55,0.63,1.37,0.53,1.14,0.47,0.98,0.4,0.78,0.35,0.67,0.26,0.56,0.21,0.46,0.19,0.42,0.16,0.38,0.12,0.29,0.08,0.28,0.08,0.23,0.07,0.19,0.06,0.16,0.05,0.14,0.05,0.11,0.05,0.09,0.05,0.07,0.04,0.06,0.03,0.06,0.03,0.06,0.03,0.06,0.03,0.06
9m TTC,53.98,46.02,44.89,37.98,36.25,30.97,28.65,24.8,22.17,19.8,16.94,16.01,12.9,12.8,9.68,10.32,7.07,8.4,5.29,7.02,4.09,5.68,3.06,4.51,2.39,3.59,1.9,2.99,1.43,2.56,1.15,2.2,0.97,1.98,0.76,1.71,0.64,1.51,0.5,1.2,0.39,1.0,0.34,0.9,0.32,0.75,0.24,0.59,0.18,0.45,0.16,0.41,0.15,0.35,0.14,0.32,0.12,0.28,0.11,0.26,0.11,0.2,0.09,0.2,0.08,0.19,0.07,0.17,0.06,0.15,0.05,0.14,0.05,0.13,0.05,0.11,0.04,0.11,0.04,0.11
10m TTC,53.63,46.37,45.23,38.67,37.0,31.52,29.75,25.52,23.28,20.65,18.01,16.68,13.58,13.49,10.4,11.15,7.95,9.33,6.06,7.77,4.67,6.25,3.69,5.14,2.7,4.25,2.09,3.59,1.69,3.05,1.32,2.64,1.06,2.28,0.86,1.84,0.71,1.62,0.62,1.41,0.53,1.19,0.44,1.0,0.38,0.9,0.32,0.76,0.28,0.6,0.23,0.52,0.21,0.47,0.18,0.41,0.14,0.35,0.13,0.27,0.12,0.25,0.12,0.22,0.12,0.2,0.11,0.2,0.09,0.17,0.09,0.16,0.08,0.15,0.08,0.12,0.07,0.11,0.06,0.1
