,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,48.51,51.61,20.52,21.67,7.97,7.53,3.45,2.89,1.64,1.29,0.82,0.59,0.44,0.26,0.23,0.17,0.14,0.12,0.08,0.09,0.05,0.05,0.05,0.03,0.03,0.02,0.03,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,48.09,51.96,25.98,28.52,13.53,13.87,7.18,6.83,3.87,3.54,2.29,1.9,1.44,1.09,0.96,0.65,0.6,0.37,0.41,0.26,0.3,0.16,0.2,0.11,0.14,0.08,0.11,0.06,0.08,0.05,0.06,0.04,0.06,0.03,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,48.2,51.83,29.7,32.19,17.07,18.48,9.97,10.01,6.11,5.63,3.83,3.15,2.53,1.87,1.73,1.2,1.26,0.77,0.87,0.53,0.6,0.36,0.42,0.27,0.31,0.19,0.25,0.14,0.18,0.11,0.15,0.09,0.12,0.07,0.08,0.06,0.06,0.05,0.06,0.04,0.05,0.03,0.04,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0
4m TTC,48.39,51.62,31.83,34.38,19.88,21.39,12.13,12.51,7.69,7.38,5.19,4.55,3.52,2.9,2.43,1.81,1.75,1.2,1.32,0.84,1.07,0.6,0.8,0.46,0.59,0.31,0.44,0.26,0.34,0.2,0.28,0.14,0.21,0.11,0.18,0.09,0.16,0.07,0.11,0.06,0.09,0.05,0.07,0.03,0.06,0.03,0.05,0.03,0.04,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0
5m TTC,48.26,51.75,33.58,36.01,22.06,23.5,14.18,14.65,9.55,9.32,6.6,5.86,4.58,3.8,3.26,2.45,2.3,1.7,1.75,1.15,1.31,0.75,1.05,0.56,0.82,0.44,0.64,0.37,0.52,0.25,0.44,0.21,0.36,0.18,0.26,0.14,0.2,0.09,0.15,0.08,0.13,0.07,0.11,0.06,0.09,0.05,0.09,0.05,0.07,0.04,0.06,0.04,0.06,0.03,0.05,0.03,0.04,0.03,0.03,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0
6m TTC,48.11,51.9,34.48,37.47,23.64,25.33,15.95,16.62,10.81,10.93,7.65,7.22,5.51,4.73,4.05,3.13,2.94,2.18,2.15,1.51,1.69,1.07,1.3,0.78,1.06,0.58,0.81,0.47,0.64,0.38,0.48,0.31,0.4,0.24,0.34,0.21,0.29,0.17,0.23,0.16,0.18,0.14,0.14,0.11,0.12,0.09,0.09,0.08,0.08,0.06,0.07,0.06,0.06,0.05,0.05,0.04,0.05,0.04,0.04,0.03,0.04,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01
7m TTC,47.93,52.08,35.12,38.76,24.78,26.91,17.19,18.13,12.17,12.31,8.68,8.3,6.35,5.66,4.6,3.94,3.43,2.78,2.66,1.93,2.07,1.39,1.61,1.07,1.24,0.83,0.99,0.64,0.78,0.52,0.65,0.42,0.57,0.33,0.48,0.27,0.38,0.23,0.31,0.19,0.27,0.17,0.2,0.15,0.16,0.14,0.14,0.1,0.12,0.09,0.1,0.07,0.09,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01
8m TTC,48.2,51.82,35.7,39.43,25.88,28.22,18.37,19.7,12.96,13.63,9.52,9.24,7.01,6.42,5.27,4.65,3.97,3.32,3.12,2.31,2.42,1.73,1.93,1.32,1.5,1.03,1.25,0.82,1.03,0.64,0.87,0.53,0.71,0.45,0.59,0.37,0.51,0.32,0.42,0.25,0.36,0.2,0.3,0.17,0.26,0.15,0.21,0.13,0.18,0.1,0.16,0.08,0.14,0.07,0.12,0.07,0.11,0.06,0.09,0.05,0.08,0.05,0.07,0.05,0.06,0.04,0.06,0.04,0.04,0.02,0.04,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.02
9m TTC,47.9,52.1,36.47,39.98,26.68,29.28,19.37,20.96,14.16,14.78,10.36,10.26,7.73,7.23,5.93,5.32,4.56,3.78,3.51,2.82,2.71,2.16,2.19,1.67,1.77,1.27,1.45,0.99,1.21,0.78,1.03,0.62,0.89,0.52,0.78,0.42,0.64,0.35,0.55,0.3,0.46,0.23,0.36,0.19,0.31,0.17,0.26,0.15,0.22,0.13,0.19,0.11,0.16,0.09,0.14,0.08,0.13,0.07,0.12,0.06,0.1,0.05,0.09,0.05,0.07,0.05,0.06,0.04,0.05,0.03,0.04,0.02,0.04,0.02,0.03,0.02,0.03,0.02,0.03,0.02
10m TTC,48.26,51.75,37.25,40.14,27.93,30.17,20.42,21.8,15.05,15.57,11.24,11.15,8.44,7.98,6.47,5.71,5.08,4.15,4.0,3.18,3.17,2.4,2.56,1.81,2.12,1.47,1.73,1.15,1.43,0.9,1.18,0.71,1.0,0.57,0.84,0.45,0.7,0.36,0.63,0.3,0.54,0.25,0.46,0.22,0.39,0.19,0.33,0.17,0.27,0.15,0.22,0.14,0.18,0.12,0.15,0.1,0.14,0.09,0.1,0.07,0.09,0.06,0.09,0.05,0.07,0.05,0.06,0.04,0.05,0.03,0.04,0.03,0.04,0.02,0.04,0.02,0.03,0.01,0.03,0.01
