,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,53.17,46.86,36.12,30.45,19.55,18.82,9.55,11.04,4.77,6.74,2.66,4.43,1.29,2.75,0.84,1.94,0.43,1.32,0.23,0.89,0.16,0.58,0.09,0.43,0.07,0.33,0.06,0.19,0.05,0.16,0.01,0.09,0.01,0.09,0.01,0.09,0.01,0.09,0.0,0.09,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,53.11,46.9,40.18,33.06,27.89,23.19,18.54,15.99,11.64,11.54,6.84,7.6,4.09,5.69,2.66,4.05,1.82,2.97,1.32,2.15,0.99,1.69,0.49,1.31,0.27,1.0,0.23,0.85,0.15,0.72,0.14,0.49,0.12,0.45,0.08,0.25,0.05,0.25,0.02,0.23,0.02,0.16,0.02,0.14,0.01,0.11,0.01,0.11,0.01,0.08,0.01,0.07,0.01,0.07,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,53.2,46.8,42.6,36.27,31.38,27.05,22.18,19.87,14.79,15.03,9.87,11.41,6.78,8.41,4.52,6.39,3.19,4.71,2.13,3.25,1.62,2.6,1.2,2.07,0.97,1.69,0.7,1.35,0.43,1.04,0.3,0.82,0.2,0.7,0.15,0.59,0.13,0.48,0.09,0.4,0.09,0.37,0.09,0.36,0.09,0.26,0.08,0.21,0.06,0.2,0.06,0.2,0.03,0.14,0.02,0.13,0.02,0.11,0.01,0.11,0.01,0.08,0.01,0.08,0.01,0.06,0.01,0.06,0.01,0.06,0.01,0.04,0.01,0.04,0.01,0.04,0.01,0.04,0.01,0.04
4m TTC,53.26,46.74,43.67,37.63,33.7,28.86,24.88,21.9,18.2,17.4,12.98,13.39,8.74,10.27,6.34,8.35,4.55,6.59,3.42,5.11,2.25,4.09,1.85,3.22,1.2,2.46,0.95,1.85,0.67,1.36,0.53,1.1,0.44,0.93,0.28,0.81,0.25,0.63,0.19,0.58,0.15,0.53,0.12,0.41,0.11,0.33,0.08,0.29,0.08,0.27,0.05,0.23,0.03,0.17,0.03,0.14,0.02,0.13,0.02,0.13,0.02,0.13,0.02,0.08,0.02,0.08,0.02,0.04,0.01,0.04,0.01,0.04,0.01,0.04,0.01,0.04,0.01,0.04,0.01,0.02
5m TTC,53.57,46.43,44.06,37.47,35.36,29.76,27.06,23.13,19.94,18.45,14.57,14.55,10.79,11.91,7.79,9.84,5.02,8.1,3.84,6.38,2.84,4.79,2.12,3.98,1.6,3.06,1.29,2.55,1.0,2.13,0.88,1.81,0.64,1.44,0.5,1.26,0.39,1.01,0.29,0.85,0.22,0.67,0.2,0.61,0.19,0.49,0.17,0.46,0.13,0.38,0.11,0.33,0.11,0.32,0.11,0.3,0.11,0.19,0.09,0.18,0.09,0.18,0.08,0.12,0.08,0.11,0.08,0.11,0.07,0.06,0.06,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03
6m TTC,53.68,46.32,45.14,38.13,36.88,30.85,29.11,24.79,22.59,19.95,17.21,16.44,12.39,12.63,9.39,9.96,7.0,8.37,5.02,7.1,3.87,5.65,2.88,4.65,2.25,3.93,1.67,3.3,1.41,2.69,1.09,2.07,0.95,1.77,0.79,1.54,0.61,1.32,0.5,1.13,0.39,1.0,0.3,0.89,0.27,0.79,0.21,0.67,0.2,0.58,0.19,0.51,0.17,0.46,0.14,0.42,0.11,0.31,0.1,0.31,0.09,0.27,0.09,0.27,0.09,0.23,0.09,0.22,0.08,0.18,0.08,0.12,0.08,0.12,0.08,0.12,0.08,0.11,0.08,0.11
7m TTC,53.95,46.05,46.55,38.42,38.11,30.83,31.03,25.62,24.35,21.17,18.98,16.99,14.48,13.65,11.29,11.58,8.39,9.5,6.33,7.9,4.67,6.36,3.64,5.57,2.8,4.54,2.1,3.78,1.63,3.0,1.48,2.69,1.26,2.22,0.89,1.84,0.7,1.64,0.57,1.39,0.51,1.14,0.43,1.0,0.34,0.81,0.29,0.75,0.22,0.62,0.21,0.54,0.18,0.49,0.17,0.44,0.17,0.37,0.14,0.33,0.11,0.33,0.11,0.3,0.11,0.27,0.11,0.26,0.08,0.26,0.08,0.2,0.08,0.16,0.08,0.16,0.08,0.13,0.08,0.13
8m TTC,54.45,45.55,46.41,38.86,38.89,32.69,31.5,27.4,25.6,22.2,20.34,18.15,15.93,15.06,12.18,12.54,9.27,10.33,6.84,8.78,5.31,7.05,4.21,6.02,3.4,5.03,2.56,4.25,2.16,3.74,1.76,3.23,1.51,2.91,1.2,2.56,1.06,2.05,0.9,1.81,0.74,1.33,0.55,1.13,0.47,1.04,0.36,0.89,0.32,0.81,0.28,0.69,0.26,0.53,0.22,0.48,0.22,0.45,0.2,0.39,0.16,0.36,0.15,0.29,0.12,0.26,0.12,0.26,0.1,0.22,0.1,0.22,0.1,0.22,0.09,0.2,0.09,0.19,0.08,0.17
9m TTC,53.37,46.69,46.95,39.82,40.06,33.23,33.12,28.05,26.86,23.8,22.04,19.66,17.64,16.67,13.65,13.76,10.11,11.63,7.65,9.86,5.95,8.39,4.57,6.93,3.42,5.82,2.78,4.89,2.17,4.13,1.91,3.5,1.69,3.0,1.35,2.44,1.17,2.04,0.95,1.79,0.79,1.6,0.57,1.33,0.52,1.18,0.48,0.99,0.48,0.85,0.41,0.71,0.35,0.61,0.31,0.56,0.3,0.49,0.29,0.43,0.23,0.36,0.21,0.33,0.2,0.3,0.2,0.27,0.18,0.25,0.15,0.24,0.15,0.23,0.13,0.23,0.12,0.21,0.11,0.21
10m TTC,52.98,47.04,46.62,40.83,39.59,34.03,33.43,28.83,27.52,24.12,22.42,20.34,17.96,17.72,13.85,14.87,11.38,12.29,8.92,10.73,6.97,9.23,5.57,7.4,4.67,6.57,3.64,5.27,2.99,4.54,2.41,3.85,1.97,3.27,1.68,2.78,1.38,2.56,1.14,2.18,0.89,1.79,0.7,1.59,0.61,1.38,0.6,1.2,0.52,1.03,0.46,0.89,0.44,0.86,0.39,0.81,0.36,0.7,0.33,0.67,0.3,0.63,0.29,0.53,0.25,0.51,0.23,0.43,0.2,0.31,0.16,0.26,0.14,0.23,0.11,0.22,0.09,0.21,0.09,0.2
11m TTC,52.8,47.2,46.33,40.52,39.99,34.37,33.87,29.77,28.55,25.17,22.99,21.15,18.75,17.94,15.06,14.98,11.89,13.07,9.84,11.08,8.04,9.25,6.31,8.0,4.68,6.89,3.84,5.79,3.28,4.87,2.84,4.17,2.25,3.56,1.81,3.15,1.5,2.72,1.29,2.45,1.13,2.19,0.89,1.97,0.73,1.69,0.56,1.43,0.46,1.23,0.42,1.13,0.41,1.01,0.36,0.93,0.33,0.8,0.32,0.7,0.29,0.64,0.27,0.61,0.26,0.51,0.26,0.46,0.21,0.42,0.19,0.42,0.19,0.33,0.19,0.24,0.14,0.21,0.12,0.2
12m TTC,52.47,47.54,46.58,40.95,40.38,35.71,34.47,30.63,29.02,25.94,24.17,22.05,19.82,18.44,15.96,15.68,13.19,13.52,10.48,11.39,8.5,9.93,7.01,8.44,5.55,7.35,4.61,6.26,3.72,5.48,3.15,4.74,2.61,4.14,2.15,3.56,1.79,3.15,1.34,2.75,1.16,2.28,1.02,2.01,0.89,1.88,0.73,1.71,0.65,1.58,0.55,1.41,0.5,1.31,0.45,1.1,0.42,0.99,0.4,0.86,0.34,0.74,0.3,0.72,0.23,0.64,0.21,0.64,0.2,0.46,0.2,0.42,0.18,0.42,0.18,0.36,0.12,0.33,0.11,0.32
13m TTC,53.11,46.89,46.93,40.8,41.02,35.43,35.14,30.57,29.97,26.12,25.01,22.7,20.68,19.25,17.13,16.36,14.1,13.92,11.48,12.05,9.23,10.4,7.63,8.89,6.19,7.76,5.36,6.6,4.45,5.74,3.61,5.32,2.92,4.66,2.56,4.0,2.01,3.49,1.66,3.02,1.47,2.66,1.17,2.28,1.06,1.97,0.84,1.82,0.71,1.65,0.64,1.42,0.53,1.29,0.44,1.19,0.38,1.11,0.33,0.98,0.32,0.87,0.32,0.82,0.31,0.8,0.27,0.76,0.24,0.54,0.22,0.49,0.19,0.39,0.17,0.37,0.14,0.33,0.06,0.33
14m TTC,52.77,47.23,46.98,41.13,40.59,35.42,35.49,30.9,30.24,26.76,26.21,23.29,21.68,19.99,18.26,17.29,14.8,14.94,11.98,12.84,9.9,11.27,8.1,9.78,6.82,8.52,5.49,7.11,4.52,6.36,3.88,5.81,3.22,4.99,2.87,4.44,2.46,3.68,2.0,3.26,1.48,2.87,1.24,2.54,1.09,2.28,0.9,2.1,0.81,1.91,0.73,1.63,0.64,1.4,0.58,1.26,0.55,1.14,0.54,1.08,0.44,0.97,0.4,0.84,0.39,0.76,0.39,0.73,0.31,0.61,0.26,0.54,0.18,0.51,0.14,0.5,0.14,0.43,0.12,0.38
15m TTC,53.22,46.78,47.17,41.11,41.27,35.69,35.79,31.12,31.1,26.84,26.19,23.35,21.93,20.38,18.63,17.55,15.61,14.94,12.98,13.01,10.74,11.45,8.99,10.06,7.66,8.72,6.33,7.89,5.26,6.86,4.44,6.11,3.74,5.38,3.25,4.75,2.76,4.3,2.38,3.71,1.96,3.15,1.63,2.78,1.46,2.36,1.23,2.0,1.02,1.9,0.82,1.66,0.74,1.48,0.64,1.35,0.61,1.24,0.52,1.01,0.49,0.89,0.48,0.83,0.42,0.8,0.36,0.77,0.26,0.61,0.22,0.58,0.2,0.5,0.2,0.48,0.18,0.47,0.15,0.46
16m TTC,53.71,46.29,48.0,40.86,42.14,35.74,36.45,31.47,31.1,27.43,26.71,23.86,22.73,21.13,18.86,18.32,16.33,16.19,13.87,13.97,11.53,12.17,9.75,10.65,8.19,9.43,6.92,8.21,5.8,7.24,4.9,6.47,4.12,5.74,3.53,5.14,2.94,4.72,2.46,4.27,2.27,3.71,1.94,3.2,1.65,2.84,1.48,2.43,1.34,2.18,1.05,1.77,0.92,1.48,0.79,1.26,0.65,1.2,0.56,1.08,0.54,1.03,0.54,0.96,0.48,0.84,0.45,0.8,0.29,0.65,0.26,0.58,0.24,0.57,0.24,0.46,0.23,0.42,0.21,0.38
17m TTC,53.76,46.24,48.63,40.73,42.77,35.79,37.05,31.58,31.92,27.74,27.29,23.91,23.3,21.0,19.96,18.55,17.1,16.65,14.25,15.0,12.27,13.19,10.29,11.42,8.29,10.07,7.32,8.59,6.35,7.35,5.34,6.31,4.7,5.7,4.13,5.24,3.43,4.59,2.98,4.27,2.34,3.93,2.04,3.48,1.75,3.3,1.38,2.99,1.22,2.65,1.07,2.15,0.89,1.73,0.82,1.51,0.79,1.33,0.75,1.26,0.64,1.05,0.57,0.98,0.47,0.92,0.45,0.83,0.41,0.64,0.35,0.59,0.32,0.56,0.3,0.49,0.3,0.48,0.25,0.46
18m TTC,53.73,46.27,48.9,41.43,43.67,37.08,38.17,32.41,32.86,28.36,27.81,24.99,23.81,21.87,20.49,19.16,17.31,16.68,14.85,14.91,12.29,12.86,10.53,11.48,8.94,10.34,7.58,9.02,6.66,7.82,5.61,6.69,4.7,5.83,4.09,5.17,3.53,4.62,3.09,4.2,2.69,3.83,2.33,3.37,1.79,3.06,1.68,2.72,1.48,2.42,1.21,2.25,1.1,2.02,1.01,1.87,0.9,1.56,0.82,1.32,0.76,1.19,0.68,0.97,0.65,0.84,0.62,0.76,0.43,0.65,0.42,0.59,0.36,0.57,0.35,0.51,0.3,0.51,0.25,0.46
19m TTC,54.48,45.52,49.29,41.3,43.97,36.82,38.65,33.01,33.15,29.2,28.5,26.25,24.55,22.7,20.58,20.16,17.73,17.9,15.47,15.31,12.9,13.41,10.96,11.84,9.14,10.27,7.76,8.91,6.61,8.04,5.77,7.2,4.91,6.46,4.35,5.8,3.81,4.99,3.3,4.37,2.78,4.09,2.33,3.65,1.92,3.34,1.65,3.03,1.45,2.58,1.29,2.32,1.13,2.05,1.04,1.82,0.92,1.66,0.85,1.49,0.79,1.32,0.76,1.26,0.73,1.15,0.61,1.04,0.56,0.86,0.52,0.74,0.5,0.67,0.45,0.61,0.39,0.51,0.33,0.48
20m TTC,53.64,46.36,48.39,42.01,43.76,37.29,38.62,33.47,33.35,30.11,29.04,26.81,25.51,23.53,21.89,20.34,18.36,18.26,15.55,16.21,12.77,13.79,10.99,12.17,9.4,10.82,8.11,9.56,6.94,8.57,5.83,7.67,5.04,6.95,4.23,6.31,3.68,5.61,3.34,4.87,3.0,4.51,2.66,3.99,2.24,3.56,1.71,3.25,1.49,2.89,1.29,2.64,1.17,2.24,1.08,2.05,1.06,1.79,0.95,1.74,0.94,1.61,0.88,1.48,0.77,1.4,0.74,1.28,0.62,0.94,0.61,0.89,0.54,0.85,0.54,0.73,0.52,0.67,0.43,0.64
21m TTC,53.02,46.98,48.57,42.46,43.78,37.92,38.98,33.99,34.77,30.55,30.32,27.1,26.24,23.95,22.55,21.06,19.4,18.62,16.16,16.39,13.91,14.64,11.16,12.85,9.75,11.53,8.24,10.2,6.75,8.93,5.91,7.93,5.06,6.99,4.32,6.09,3.83,5.51,3.44,4.93,3.09,4.51,2.7,4.05,2.25,3.68,2.02,3.4,1.67,3.05,1.54,2.67,1.37,2.35,1.21,2.11,1.07,1.89,1.03,1.73,0.96,1.59,0.89,1.44,0.88,1.41,0.83,1.24,0.58,0.92,0.55,0.89,0.52,0.82,0.46,0.79,0.42,0.67,0.37,0.64
22m TTC,53.06,46.94,48.88,42.66,44.41,38.59,39.91,34.37,34.84,30.85,30.23,27.38,26.6,24.08,22.7,21.19,19.62,18.54,16.7,16.42,14.1,14.6,12.05,12.73,10.2,11.51,8.85,10.24,7.59,9.12,6.23,7.87,5.3,7.09,4.86,6.26,4.21,5.73,3.71,5.05,3.14,4.55,2.84,4.03,2.45,3.68,2.11,3.27,1.89,2.98,1.73,2.59,1.57,2.39,1.44,2.2,1.29,1.96,1.16,1.76,1.13,1.62,1.07,1.49,0.96,1.39,0.87,1.27,0.66,1.01,0.66,0.94,0.48,0.81,0.46,0.75,0.42,0.73,0.36,0.62
23m TTC,53.19,46.81,49.16,42.51,45.31,38.11,40.62,33.8,35.94,29.98,30.66,27.12,27.06,24.46,23.16,21.5,20.16,19.24,17.44,17.11,14.56,15.33,12.64,13.41,10.78,11.91,9.28,10.48,7.78,9.48,6.57,8.41,5.77,7.6,4.74,6.95,4.15,6.16,3.6,5.59,3.22,5.1,2.94,4.59,2.72,4.2,2.33,3.73,2.02,3.4,1.88,3.13,1.62,2.81,1.41,2.58,1.28,2.19,1.17,1.97,1.11,1.73,1.0,1.51,0.83,1.43,0.82,1.37,0.64,1.1,0.61,0.97,0.51,0.92,0.49,0.89,0.43,0.8,0.36,0.65
24m TTC,53.39,46.61,49.02,42.35,44.68,38.08,39.88,34.01,35.47,30.96,31.07,27.89,27.07,24.4,23.52,21.61,20.28,19.41,17.45,17.13,14.66,15.31,12.67,13.61,10.8,12.32,9.21,10.85,8.04,9.68,6.81,8.56,5.85,7.74,4.98,7.04,4.35,6.42,3.81,5.77,3.34,5.14,3.14,4.62,2.81,4.18,2.61,3.87,2.16,3.52,1.93,3.16,1.81,2.85,1.6,2.63,1.36,2.33,1.19,2.13,1.1,1.88,1.02,1.58,0.96,1.43,0.86,1.35,0.71,1.23,0.61,1.15,0.51,1.05,0.49,0.88,0.45,0.81,0.41,0.79
25m TTC,53.93,46.07,49.45,41.95,44.62,38.25,39.67,34.39,35.42,31.38,31.34,27.43,27.54,24.76,24.27,21.7,20.94,19.41,17.7,17.66,15.11,15.74,13.13,13.89,11.4,12.37,9.64,11.22,8.15,9.98,6.92,8.9,5.92,8.0,5.15,7.31,4.61,6.57,3.93,5.92,3.56,5.47,3.06,4.74,2.79,4.3,2.57,3.67,2.24,3.2,2.02,2.8,1.79,2.49,1.59,2.32,1.38,2.16,1.32,1.97,1.23,1.85,1.1,1.75,1.02,1.57,0.97,1.42,0.7,1.17,0.64,1.07,0.62,0.95,0.61,0.87,0.57,0.83,0.51,0.76
26m TTC,53.46,46.54,48.63,42.38,44.35,38.47,40.22,34.71,35.67,31.73,31.85,28.09,27.83,24.54,23.97,21.32,20.81,19.49,17.84,17.41,15.12,15.56,13.29,13.95,11.65,12.43,9.95,11.37,8.41,10.11,7.13,9.06,6.24,8.38,5.54,7.55,4.65,6.93,4.18,6.27,3.78,5.53,3.35,4.91,3.06,4.48,2.78,4.06,2.51,3.62,2.07,3.3,1.88,2.75,1.66,2.48,1.52,2.38,1.4,2.32,1.34,2.23,1.16,2.1,1.0,1.86,0.98,1.69,0.87,1.17,0.82,1.01,0.73,0.92,0.64,0.84,0.64,0.76,0.58,0.73
27m TTC,53.07,46.93,49.22,42.48,44.68,38.59,40.7,35.35,36.4,31.72,32.23,28.32,28.27,25.41,24.57,22.58,21.25,20.31,18.82,18.39,15.93,16.41,13.66,14.59,11.72,12.98,9.72,11.8,8.56,10.5,7.4,9.47,6.36,8.41,5.66,7.56,4.96,6.82,4.61,6.33,4.11,5.66,3.67,5.24,3.19,4.67,2.88,4.2,2.6,3.79,2.35,3.52,2.13,3.16,2.0,2.88,1.81,2.71,1.53,2.44,1.3,2.3,1.21,2.04,1.1,1.87,1.0,1.78,0.92,1.45,0.82,1.31,0.72,1.2,0.68,1.06,0.67,0.93,0.61,0.92
28m TTC,53.64,46.36,49.51,42.87,45.0,39.17,40.72,35.32,36.54,31.97,32.79,28.93,29.06,25.72,25.28,23.08,21.9,20.72,18.68,18.48,16.47,16.58,14.47,14.87,12.17,13.36,10.24,12.36,8.94,11.19,7.78,10.09,6.67,8.97,5.94,7.85,5.41,7.11,4.69,6.54,4.23,5.86,3.79,5.21,3.44,4.83,3.08,4.41,2.79,4.04,2.53,3.78,2.35,3.41,2.24,3.1,1.92,2.84,1.82,2.44,1.7,2.19,1.61,1.99,1.44,1.9,1.29,1.77,1.07,1.55,0.98,1.3,0.89,1.23,0.78,1.06,0.66,0.99,0.54,0.95
29m TTC,53.17,46.83,49.04,42.99,44.59,39.09,40.86,35.67,36.98,31.97,33.43,29.06,29.89,25.84,25.73,23.08,22.84,20.89,19.48,18.92,16.67,16.81,14.2,15.11,12.17,13.38,10.59,12.17,9.22,11.27,7.92,10.53,7.09,9.41,6.2,8.47,5.34,7.48,4.97,6.78,4.51,5.95,3.98,5.49,3.59,5.13,3.11,4.83,2.78,4.38,2.5,3.93,2.35,3.65,2.09,3.34,1.93,3.05,1.81,2.81,1.73,2.53,1.58,2.35,1.48,2.1,1.38,1.85,1.18,1.53,1.13,1.47,1.01,1.29,0.95,1.08,0.85,0.98,0.77,0.92
30m TTC,52.92,47.1,48.84,43.15,44.39,39.34,40.49,35.58,37.18,32.38,33.26,29.27,29.83,26.64,26.34,23.54,22.93,21.35,19.75,18.73,17.29,16.71,15.11,15.28,12.95,13.86,10.96,12.57,9.56,11.18,8.44,10.37,7.2,9.51,6.39,8.59,5.7,7.7,5.08,6.82,4.45,6.26,4.05,5.81,3.73,5.32,3.31,4.8,2.96,4.52,2.63,4.15,2.35,3.88,2.17,3.52,1.93,3.08,1.71,2.77,1.6,2.6,1.47,2.37,1.41,2.11,1.32,1.91,1.2,1.56,1.14,1.43,1.05,1.14,1.0,1.08,0.94,0.99,0.84,0.92
31m TTC,52.98,47.02,48.62,43.11,44.28,39.41,40.6,36.1,36.97,32.71,33.1,29.27,29.88,26.46,26.34,23.92,23.21,21.55,20.07,19.03,17.46,17.12,14.91,15.7,13.01,14.31,11.34,12.59,9.75,11.54,8.87,10.65,7.85,9.87,6.68,8.74,5.86,7.72,5.27,6.95,4.6,6.35,4.16,5.9,3.72,5.47,3.37,5.09,3.17,4.59,2.85,4.24,2.47,4.0,2.2,3.5,1.97,3.25,1.84,2.97,1.73,2.66,1.61,2.38,1.54,2.22,1.39,1.93,1.24,1.51,1.0,1.37,1.0,1.25,0.97,1.13,0.89,1.08,0.77,1.01
32m TTC,53.05,46.96,48.39,43.32,44.56,39.65,40.96,35.43,37.25,32.5,33.21,29.48,29.65,26.58,26.1,23.99,23.13,21.37,20.53,19.27,18.22,17.61,15.41,16.05,13.28,14.45,11.39,13.15,10.11,11.97,8.93,10.61,7.78,9.71,6.9,9.0,6.02,7.89,5.48,7.34,4.98,6.67,4.43,6.2,4.03,5.73,3.65,5.4,3.29,4.83,2.97,4.41,2.73,3.99,2.41,3.59,2.13,3.21,2.03,2.91,1.88,2.63,1.85,2.45,1.7,2.38,1.45,2.2,1.32,1.8,1.23,1.6,1.18,1.41,1.08,1.32,1.02,1.17,0.92,1.13
33m TTC,51.71,48.29,48.06,43.85,44.22,39.93,40.35,35.93,36.66,33.12,33.4,29.73,29.61,26.91,26.11,24.14,23.4,21.42,20.48,19.49,17.85,17.83,15.76,16.35,13.85,14.94,11.8,13.72,10.3,12.29,9.19,11.42,8.07,10.13,7.21,9.07,6.36,8.38,5.53,7.58,4.99,6.97,4.5,6.37,4.09,5.79,3.84,5.42,3.51,5.07,3.28,4.71,3.06,4.18,2.65,3.9,2.46,3.56,2.35,3.16,2.07,2.85,1.95,2.66,1.78,2.44,1.57,2.3,1.39,1.97,1.25,1.63,1.21,1.51,1.14,1.33,1.07,1.13,0.99,1.03
34m TTC,52.18,47.83,48.05,44.09,44.25,40.3,40.52,36.7,36.66,33.33,33.63,30.41,30.01,27.66,26.3,24.54,23.28,22.05,20.4,19.99,18.12,18.45,15.66,16.7,13.78,15.18,11.92,13.63,10.43,12.12,9.34,11.16,8.38,10.21,7.33,9.39,6.55,8.4,5.92,7.65,5.27,7.13,4.72,6.61,4.39,5.92,4.09,5.47,3.67,5.14,3.34,4.77,3.0,4.41,2.81,4.06,2.51,3.57,2.22,3.25,2.06,2.98,1.95,2.84,1.75,2.53,1.67,2.28,1.39,1.94,1.31,1.82,1.24,1.71,1.13,1.54,1.09,1.35,1.04,1.32
