,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,47.5,52.55,29.02,32.52,15.8,16.81,9.33,7.77,5.66,3.66,3.34,1.87,2.12,0.97,1.44,0.37,0.86,0.24,0.6,0.15,0.4,0.12,0.31,0.11,0.24,0.07,0.2,0.07,0.16,0.07,0.14,0.01,0.07,0.01,0.06,0.0,0.06,0.0,0.06,0.0,0.05,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,47.81,52.2,33.87,37.29,22.2,24.06,14.5,14.85,9.84,8.93,6.72,5.09,4.8,3.19,3.38,1.9,2.4,1.12,1.82,0.78,1.33,0.48,0.93,0.35,0.63,0.22,0.48,0.14,0.39,0.12,0.31,0.06,0.31,0.04,0.24,0.03,0.13,0.03,0.12,0.03,0.11,0.03,0.05,0.02,0.05,0.02,0.04,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01
3m TTC,47.59,52.42,35.57,40.07,25.63,28.9,18.23,19.86,12.94,13.1,9.4,8.39,7.05,5.41,5.52,3.44,4.05,2.14,3.19,1.5,2.58,0.97,1.87,0.65,1.42,0.47,1.2,0.34,0.99,0.26,0.77,0.21,0.64,0.16,0.52,0.14,0.47,0.1,0.33,0.08,0.29,0.08,0.25,0.08,0.22,0.07,0.2,0.07,0.2,0.06,0.17,0.05,0.16,0.04,0.14,0.04,0.14,0.03,0.13,0.03,0.08,0.02,0.07,0.02,0.07,0.02,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4m TTC,47.17,52.86,36.76,41.37,27.67,30.72,21.01,21.99,15.93,15.9,11.75,11.12,8.84,7.75,6.94,5.03,5.23,3.44,4.18,2.34,3.24,1.59,2.6,1.2,2.13,0.81,1.73,0.67,1.38,0.57,1.1,0.46,0.93,0.31,0.64,0.27,0.54,0.24,0.44,0.22,0.4,0.18,0.38,0.14,0.3,0.12,0.28,0.12,0.28,0.12,0.21,0.08,0.2,0.07,0.18,0.07,0.18,0.07,0.14,0.07,0.1,0.06,0.09,0.06,0.08,0.05,0.08,0.05,0.08,0.04,0.07,0.04,0.07,0.04,0.05,0.04,0.05,0.04,0.05,0.04
5m TTC,47.61,52.39,37.04,42.54,29.05,32.96,22.78,24.85,17.54,18.12,13.62,13.22,10.8,9.25,8.56,6.61,6.68,4.47,5.36,3.5,4.08,2.47,3.35,2.01,2.79,1.49,2.22,1.18,1.74,0.86,1.27,0.64,0.99,0.58,0.81,0.49,0.69,0.35,0.59,0.29,0.49,0.24,0.46,0.2,0.42,0.15,0.35,0.11,0.32,0.1,0.27,0.07,0.23,0.07,0.22,0.06,0.18,0.06,0.17,0.05,0.15,0.05,0.13,0.05,0.13,0.05,0.12,0.05,0.1,0.03,0.06,0.03,0.06,0.03,0.06,0.03,0.05,0.03,0.05,0.03
6m TTC,46.14,53.86,37.42,45.14,29.88,35.52,23.77,27.46,18.95,20.54,14.86,15.14,11.72,11.36,9.3,8.73,7.19,6.29,6.02,4.47,4.91,3.45,3.94,2.64,3.16,2.04,2.63,1.58,2.16,1.23,1.77,0.92,1.47,0.73,1.19,0.52,1.02,0.46,0.82,0.39,0.68,0.36,0.61,0.33,0.52,0.33,0.44,0.27,0.39,0.27,0.35,0.26,0.34,0.2,0.29,0.19,0.22,0.14,0.17,0.11,0.16,0.1,0.16,0.07,0.15,0.05,0.14,0.03,0.13,0.03,0.1,0.03,0.1,0.03,0.08,0.03,0.08,0.03,0.08,0.03
7m TTC,45.48,54.53,37.5,46.24,30.97,37.71,24.85,29.73,20.44,22.97,16.01,17.67,12.89,13.38,10.22,10.16,8.45,7.63,6.63,5.68,5.43,4.41,4.46,3.4,3.8,2.6,3.02,2.11,2.52,1.52,2.14,1.2,1.83,1.01,1.54,0.87,1.38,0.63,1.18,0.54,1.01,0.53,0.85,0.42,0.69,0.36,0.63,0.29,0.48,0.22,0.39,0.22,0.31,0.2,0.29,0.18,0.27,0.17,0.25,0.17,0.18,0.13,0.16,0.12,0.16,0.12,0.16,0.11,0.11,0.08,0.11,0.08,0.11,0.08,0.1,0.05,0.1,0.05,0.09,0.05
8m TTC,45.58,54.42,37.77,46.07,31.29,38.67,25.43,31.51,20.28,24.68,16.64,19.37,13.81,15.15,11.4,11.77,9.53,9.04,7.91,6.94,6.36,5.42,4.98,4.36,4.05,3.32,3.4,2.53,2.91,1.93,2.56,1.44,2.18,1.27,1.9,1.03,1.61,0.84,1.34,0.74,1.14,0.55,0.9,0.49,0.82,0.43,0.71,0.33,0.62,0.27,0.5,0.26,0.42,0.21,0.38,0.2,0.35,0.18,0.33,0.16,0.29,0.16,0.25,0.14,0.23,0.14,0.21,0.11,0.16,0.07,0.15,0.07,0.12,0.07,0.12,0.07,0.12,0.06,0.1,0.05
9m TTC,45.81,54.19,38.69,46.44,32.04,38.79,26.26,32.6,21.72,26.3,17.98,20.79,14.6,16.62,11.99,13.38,9.96,10.33,8.07,7.66,6.93,6.22,5.64,5.04,4.92,4.04,4.17,3.32,3.44,2.62,2.84,1.97,2.4,1.63,2.08,1.29,1.82,1.06,1.61,0.88,1.46,0.76,1.29,0.56,1.1,0.54,0.92,0.46,0.85,0.33,0.82,0.31,0.76,0.27,0.62,0.27,0.56,0.23,0.47,0.2,0.42,0.19,0.4,0.18,0.39,0.16,0.29,0.15,0.22,0.11,0.2,0.11,0.19,0.11,0.18,0.08,0.18,0.08,0.18,0.06
10m TTC,45.76,54.25,39.06,46.98,33.5,39.33,27.51,32.78,23.25,26.9,18.93,21.5,15.84,17.35,13.03,13.9,11.01,11.22,9.18,8.86,7.81,6.96,6.4,5.39,5.48,4.34,4.39,3.44,3.66,3.01,3.11,2.44,2.76,1.89,2.43,1.56,2.16,1.27,1.87,1.17,1.45,1.02,1.31,0.78,1.12,0.61,1.06,0.51,0.86,0.46,0.74,0.41,0.65,0.34,0.59,0.3,0.54,0.3,0.52,0.28,0.48,0.27,0.44,0.25,0.38,0.24,0.34,0.23,0.26,0.2,0.24,0.16,0.23,0.16,0.22,0.15,0.2,0.12,0.2,0.12
