,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,51.93,48.12,29.94,27.3,13.62,13.85,6.09,7.36,2.83,4.01,1.25,2.2,0.63,1.28,0.37,0.72,0.24,0.46,0.16,0.33,0.12,0.22,0.1,0.15,0.06,0.14,0.06,0.11,0.03,0.09,0.02,0.04,0.02,0.03,0.02,0.03,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,53.31,46.7,36.09,31.1,21.37,19.34,12.18,12.22,6.61,7.67,3.87,5.01,2.29,3.37,1.37,2.35,0.88,1.56,0.56,1.12,0.34,0.86,0.23,0.63,0.14,0.5,0.1,0.36,0.08,0.26,0.06,0.19,0.04,0.14,0.02,0.12,0.01,0.11,0.01,0.08,0.01,0.07,0.01,0.06,0.01,0.06,0.01,0.06,0.01,0.04,0.01,0.04,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01
3m TTC,53.05,46.96,38.5,33.51,25.71,22.68,16.29,15.21,9.79,10.3,6.09,7.21,3.88,4.95,2.42,3.5,1.63,2.6,1.12,1.99,0.7,1.47,0.48,1.15,0.38,0.85,0.3,0.65,0.19,0.52,0.13,0.38,0.1,0.31,0.07,0.28,0.06,0.23,0.04,0.2,0.03,0.2,0.02,0.17,0.01,0.14,0.01,0.1,0.01,0.09,0.01,0.08,0.01,0.07,0.0,0.06,0.0,0.05,0.0,0.05,0.0,0.04,0.0,0.03,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02
4m TTC,53.39,46.61,40.3,34.64,28.98,25.01,19.45,17.89,12.93,12.81,8.51,9.02,5.62,6.52,3.75,4.98,2.45,3.77,1.71,2.86,1.2,2.21,0.8,1.74,0.56,1.29,0.41,1.02,0.34,0.72,0.25,0.58,0.2,0.48,0.15,0.39,0.13,0.32,0.11,0.27,0.09,0.25,0.08,0.19,0.06,0.18,0.04,0.14,0.04,0.13,0.04,0.12,0.03,0.11,0.02,0.08,0.02,0.08,0.02,0.07,0.02,0.06,0.02,0.06,0.01,0.06,0.01,0.06,0.01,0.06,0.01,0.06,0.01,0.06,0.01,0.05,0.01,0.05,0.01,0.05
5m TTC,53.34,46.66,41.85,35.65,30.7,26.72,21.8,19.59,15.0,14.39,10.3,10.85,7.09,8.17,4.88,6.04,3.54,4.64,2.47,3.57,1.74,2.88,1.2,2.22,0.93,1.8,0.7,1.4,0.55,1.07,0.45,0.86,0.32,0.72,0.28,0.59,0.23,0.53,0.2,0.43,0.18,0.37,0.14,0.31,0.13,0.26,0.11,0.23,0.08,0.21,0.07,0.17,0.05,0.17,0.04,0.16,0.04,0.15,0.04,0.11,0.03,0.11,0.03,0.1,0.03,0.08,0.02,0.08,0.02,0.06,0.01,0.06,0.01,0.05,0.01,0.05,0.01,0.05,0.01,0.04
6m TTC,53.18,46.84,42.28,36.29,32.21,27.38,24.03,20.86,17.22,15.98,12.22,12.08,8.58,9.34,6.21,7.39,4.35,5.85,3.23,4.59,2.39,3.57,1.68,2.83,1.25,2.25,0.91,1.78,0.74,1.49,0.61,1.24,0.45,1.04,0.37,0.8,0.3,0.64,0.26,0.52,0.22,0.43,0.18,0.35,0.15,0.34,0.12,0.29,0.12,0.23,0.1,0.22,0.08,0.21,0.07,0.19,0.06,0.19,0.05,0.16,0.03,0.15,0.03,0.13,0.03,0.13,0.02,0.12,0.02,0.11,0.01,0.11,0.01,0.1,0.01,0.08,0.01,0.07,0.01,0.06
7m TTC,53.96,46.04,43.84,36.77,33.86,28.89,25.91,22.23,19.34,17.29,14.08,13.13,10.01,10.23,7.29,8.17,5.31,6.62,3.9,5.27,2.94,4.29,2.38,3.47,1.87,2.88,1.43,2.33,1.06,1.83,0.77,1.45,0.65,1.23,0.51,1.01,0.41,0.85,0.35,0.76,0.29,0.62,0.26,0.49,0.21,0.43,0.18,0.39,0.15,0.35,0.14,0.33,0.12,0.3,0.09,0.26,0.07,0.24,0.06,0.2,0.06,0.15,0.04,0.14,0.04,0.14,0.04,0.12,0.03,0.09,0.03,0.09,0.02,0.08,0.02,0.08,0.02,0.08,0.01,0.08
8m TTC,53.59,46.43,44.22,37.46,35.4,29.55,27.45,23.26,20.95,18.42,15.47,14.6,11.41,11.43,8.37,9.13,6.05,7.34,4.6,5.94,3.57,4.81,2.69,3.97,2.08,3.31,1.75,2.85,1.4,2.44,1.12,1.99,0.88,1.61,0.74,1.27,0.56,1.07,0.46,0.88,0.38,0.77,0.31,0.68,0.27,0.57,0.23,0.5,0.2,0.42,0.17,0.35,0.14,0.3,0.12,0.29,0.12,0.23,0.11,0.22,0.1,0.19,0.07,0.18,0.06,0.15,0.06,0.15,0.03,0.14,0.03,0.13,0.03,0.11,0.03,0.09,0.03,0.08,0.03,0.08
9m TTC,53.82,46.18,44.86,38.08,36.33,30.61,28.37,24.4,22.07,18.93,16.68,15.24,12.5,12.17,9.24,10.01,7.04,8.2,5.34,6.63,4.16,5.56,3.11,4.49,2.5,3.83,2.05,3.2,1.63,2.67,1.25,2.19,1.02,1.88,0.85,1.58,0.7,1.3,0.56,1.1,0.51,0.93,0.42,0.81,0.33,0.72,0.3,0.61,0.25,0.52,0.23,0.44,0.19,0.39,0.17,0.36,0.14,0.26,0.12,0.26,0.11,0.24,0.11,0.23,0.09,0.21,0.08,0.19,0.06,0.17,0.05,0.17,0.04,0.15,0.04,0.13,0.03,0.1,0.02,0.1
10m TTC,53.52,46.49,45.35,38.39,36.72,30.9,29.13,25.09,22.86,20.36,17.68,16.18,13.79,13.18,10.46,10.75,8.12,8.81,6.06,7.2,4.68,5.88,3.78,4.9,3.04,4.1,2.38,3.44,1.87,2.87,1.51,2.36,1.27,2.04,1.04,1.67,0.79,1.47,0.64,1.32,0.57,1.14,0.48,0.95,0.43,0.87,0.37,0.72,0.31,0.64,0.26,0.57,0.22,0.54,0.19,0.44,0.16,0.35,0.14,0.3,0.13,0.27,0.11,0.23,0.09,0.21,0.07,0.19,0.05,0.17,0.04,0.15,0.03,0.15,0.03,0.14,0.03,0.11,0.03,0.11
