,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,52.29,47.84,22.44,20.47,8.27,8.22,3.16,3.41,1.21,1.64,0.59,0.93,0.29,0.54,0.13,0.36,0.07,0.22,0.05,0.17,0.03,0.12,0.02,0.08,0.02,0.06,0.02,0.04,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,52.76,47.3,29.79,26.03,14.68,13.66,7.06,7.46,3.51,4.11,1.9,2.33,1.09,1.38,0.67,0.94,0.39,0.64,0.23,0.42,0.15,0.33,0.09,0.25,0.06,0.18,0.05,0.15,0.04,0.11,0.03,0.08,0.02,0.07,0.01,0.06,0.01,0.05,0.01,0.04,0.01,0.03,0.01,0.03,0.01,0.03,0.01,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,53.24,46.79,33.71,28.75,19.14,16.86,10.56,10.22,5.94,6.18,3.33,4.03,1.91,2.59,1.22,1.68,0.77,1.18,0.51,0.81,0.36,0.57,0.23,0.42,0.16,0.34,0.13,0.28,0.09,0.21,0.07,0.17,0.05,0.16,0.04,0.14,0.03,0.11,0.02,0.09,0.01,0.07,0.01,0.06,0.01,0.06,0.01,0.05,0.01,0.05,0.01,0.05,0.0,0.04,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01
4m TTC,52.85,47.19,36.07,30.91,22.54,19.49,13.42,12.4,7.96,7.93,4.87,5.35,3.0,3.64,1.89,2.56,1.18,1.82,0.79,1.39,0.52,1.03,0.38,0.78,0.27,0.61,0.22,0.49,0.16,0.39,0.12,0.32,0.09,0.26,0.08,0.22,0.05,0.19,0.04,0.15,0.04,0.13,0.03,0.11,0.02,0.11,0.01,0.09,0.01,0.08,0.0,0.07,0.0,0.07,0.0,0.06,0.0,0.05,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.01
5m TTC,52.83,47.19,37.67,32.68,25.16,21.48,15.73,14.3,9.81,9.71,6.14,6.63,3.89,4.54,2.6,3.21,1.76,2.32,1.19,1.74,0.84,1.33,0.59,1.04,0.43,0.84,0.32,0.67,0.25,0.54,0.19,0.47,0.13,0.38,0.1,0.31,0.08,0.26,0.07,0.21,0.05,0.18,0.04,0.15,0.03,0.14,0.02,0.13,0.02,0.11,0.01,0.11,0.01,0.1,0.01,0.09,0.01,0.08,0.01,0.07,0.01,0.07,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.02
6m TTC,52.95,47.06,39.02,33.93,27.05,23.19,17.79,15.86,11.51,11.07,7.57,7.73,4.97,5.63,3.34,4.14,2.28,3.05,1.59,2.24,1.15,1.7,0.86,1.37,0.67,1.1,0.48,0.92,0.37,0.76,0.26,0.64,0.21,0.54,0.16,0.44,0.13,0.39,0.11,0.34,0.08,0.3,0.07,0.24,0.06,0.2,0.05,0.19,0.04,0.16,0.03,0.13,0.03,0.12,0.03,0.1,0.03,0.09,0.03,0.08,0.02,0.08,0.02,0.07,0.01,0.06,0.01,0.06,0.01,0.04,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02
7m TTC,53.18,46.83,39.86,34.52,28.56,24.39,19.89,16.95,13.0,12.13,8.78,8.66,5.95,6.35,4.08,4.76,2.84,3.58,2.03,2.76,1.49,2.14,1.08,1.72,0.85,1.36,0.63,1.12,0.48,0.94,0.39,0.76,0.31,0.66,0.26,0.55,0.21,0.47,0.17,0.4,0.14,0.35,0.1,0.29,0.08,0.23,0.07,0.2,0.06,0.18,0.06,0.15,0.05,0.14,0.04,0.13,0.04,0.11,0.03,0.1,0.03,0.09,0.03,0.08,0.03,0.07,0.03,0.06,0.02,0.05,0.01,0.04,0.01,0.04,0.01,0.04,0.01,0.04,0.01,0.04
8m TTC,53.22,46.79,40.98,35.08,30.03,25.23,21.26,18.15,14.46,13.11,9.84,9.57,6.79,7.12,4.79,5.42,3.49,4.2,2.56,3.24,1.88,2.57,1.39,2.04,1.06,1.6,0.82,1.27,0.65,1.06,0.51,0.89,0.4,0.78,0.32,0.68,0.26,0.58,0.2,0.51,0.17,0.44,0.14,0.39,0.12,0.32,0.1,0.29,0.09,0.25,0.08,0.23,0.07,0.2,0.07,0.18,0.05,0.15,0.05,0.11,0.04,0.1,0.04,0.09,0.04,0.09,0.03,0.08,0.02,0.07,0.02,0.07,0.02,0.06,0.02,0.05,0.01,0.05,0.01,0.04
9m TTC,53.12,46.88,41.61,35.76,31.01,26.48,22.43,19.26,15.74,14.36,10.93,10.71,7.61,7.99,5.35,6.13,3.94,4.7,2.91,3.65,2.21,2.91,1.72,2.32,1.31,1.9,1.01,1.52,0.79,1.27,0.65,1.12,0.5,0.92,0.42,0.77,0.34,0.68,0.28,0.6,0.2,0.51,0.17,0.45,0.15,0.39,0.13,0.32,0.11,0.27,0.09,0.24,0.08,0.21,0.08,0.18,0.07,0.17,0.07,0.15,0.06,0.13,0.06,0.11,0.05,0.11,0.05,0.09,0.04,0.08,0.03,0.07,0.02,0.07,0.02,0.06,0.02,0.06,0.02,0.06
10m TTC,52.93,47.08,41.99,36.36,32.05,27.29,23.46,20.26,16.74,15.21,11.72,11.41,8.33,8.72,6.0,6.62,4.37,5.23,3.28,4.24,2.47,3.34,1.94,2.67,1.56,2.13,1.23,1.79,0.99,1.52,0.76,1.3,0.62,1.09,0.49,0.96,0.39,0.82,0.33,0.69,0.28,0.59,0.22,0.51,0.18,0.44,0.17,0.37,0.14,0.32,0.12,0.29,0.11,0.26,0.1,0.22,0.09,0.19,0.08,0.17,0.06,0.14,0.06,0.13,0.05,0.11,0.05,0.11,0.04,0.1,0.04,0.08,0.03,0.08,0.03,0.07,0.03,0.07,0.03,0.06
11m TTC,52.56,47.46,42.09,36.96,32.65,28.38,24.43,21.26,17.82,16.0,12.68,12.22,9.22,9.47,6.76,7.29,5.0,5.75,3.75,4.56,2.77,3.66,2.22,2.97,1.71,2.44,1.39,2.01,1.14,1.68,0.9,1.46,0.74,1.25,0.59,1.07,0.5,0.94,0.41,0.81,0.34,0.71,0.28,0.62,0.25,0.54,0.21,0.45,0.19,0.4,0.16,0.34,0.15,0.3,0.13,0.26,0.12,0.21,0.11,0.2,0.11,0.17,0.09,0.15,0.08,0.14,0.07,0.12,0.06,0.09,0.06,0.09,0.06,0.08,0.04,0.08,0.04,0.07,0.03,0.07
12m TTC,52.47,47.53,42.67,37.59,33.45,28.8,25.3,21.85,18.77,16.85,13.58,12.99,9.89,9.98,7.18,7.83,5.3,6.18,4.05,5.0,3.03,4.04,2.32,3.24,1.86,2.74,1.56,2.29,1.26,1.94,1.03,1.61,0.86,1.4,0.7,1.18,0.59,1.02,0.48,0.93,0.41,0.8,0.35,0.71,0.29,0.64,0.23,0.55,0.2,0.47,0.17,0.4,0.16,0.34,0.15,0.3,0.13,0.25,0.13,0.23,0.12,0.21,0.11,0.19,0.1,0.18,0.09,0.16,0.07,0.14,0.07,0.12,0.06,0.11,0.06,0.1,0.06,0.09,0.05,0.08
