,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,48.55,51.52,23.57,24.71,10.66,9.33,4.99,3.81,2.43,1.66,1.31,0.82,0.71,0.4,0.44,0.2,0.27,0.1,0.13,0.06,0.06,0.04,0.06,0.04,0.04,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,48.21,51.82,28.87,31.21,16.19,16.76,9.05,8.72,5.39,4.45,3.17,2.39,2.02,1.34,1.38,0.78,0.97,0.48,0.72,0.26,0.49,0.18,0.35,0.13,0.24,0.1,0.2,0.08,0.15,0.05,0.11,0.04,0.09,0.03,0.09,0.02,0.07,0.01,0.05,0.01,0.05,0.01,0.05,0.01,0.04,0.01,0.04,0.0,0.04,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,47.83,52.2,31.21,34.54,19.55,21.09,12.32,12.4,7.84,7.23,5.11,4.46,3.44,2.79,2.31,1.71,1.63,1.12,1.17,0.7,0.92,0.48,0.63,0.36,0.47,0.25,0.35,0.16,0.28,0.12,0.19,0.08,0.15,0.06,0.13,0.05,0.11,0.04,0.1,0.03,0.1,0.03,0.09,0.02,0.07,0.02,0.06,0.02,0.04,0.02,0.04,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4m TTC,48.0,52.02,33.31,37.05,22.43,23.98,14.69,15.13,9.99,9.66,6.78,6.17,4.75,3.91,3.22,2.6,2.33,1.7,1.82,1.23,1.35,0.83,1.01,0.61,0.8,0.46,0.57,0.32,0.44,0.25,0.37,0.2,0.3,0.17,0.26,0.12,0.22,0.08,0.17,0.05,0.13,0.04,0.12,0.04,0.11,0.04,0.11,0.03,0.08,0.03,0.07,0.03,0.07,0.03,0.05,0.02,0.05,0.02,0.05,0.02,0.04,0.02,0.04,0.02,0.03,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5m TTC,48.49,51.52,35.1,38.06,24.64,26.23,16.92,17.61,11.54,11.77,8.26,7.8,5.86,5.23,4.31,3.54,3.09,2.5,2.41,1.71,1.87,1.23,1.39,0.91,1.12,0.67,0.89,0.51,0.76,0.38,0.61,0.27,0.5,0.2,0.4,0.19,0.33,0.16,0.27,0.13,0.21,0.1,0.17,0.09,0.15,0.07,0.14,0.06,0.12,0.04,0.11,0.04,0.1,0.04,0.08,0.03,0.08,0.03,0.08,0.03,0.06,0.03,0.05,0.03,0.04,0.03,0.04,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02
6m TTC,48.53,51.49,36.07,39.49,26.0,28.35,18.34,19.77,12.97,13.65,9.51,9.26,7.07,6.25,5.27,4.46,3.88,3.27,2.87,2.37,2.27,1.7,1.77,1.27,1.41,1.0,1.15,0.72,0.95,0.58,0.83,0.5,0.7,0.39,0.59,0.32,0.48,0.24,0.41,0.21,0.31,0.18,0.26,0.15,0.21,0.13,0.17,0.1,0.13,0.08,0.11,0.04,0.1,0.04,0.08,0.04,0.07,0.03,0.07,0.03,0.07,0.02,0.06,0.02,0.06,0.02,0.05,0.02,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01
7m TTC,48.26,51.76,36.95,40.17,27.25,30.03,19.88,21.59,14.55,15.62,10.76,10.93,8.07,7.78,6.14,5.42,4.61,3.96,3.47,2.8,2.71,2.12,2.17,1.61,1.77,1.24,1.46,0.95,1.22,0.79,1.01,0.62,0.83,0.51,0.72,0.42,0.6,0.38,0.5,0.3,0.41,0.25,0.37,0.21,0.34,0.19,0.3,0.16,0.23,0.13,0.2,0.13,0.17,0.11,0.16,0.11,0.14,0.09,0.13,0.06,0.1,0.04,0.09,0.04,0.07,0.04,0.05,0.03,0.04,0.02,0.04,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.01
8m TTC,48.07,51.94,37.64,41.13,28.65,31.0,21.3,23.03,15.68,16.77,11.99,12.05,9.03,8.68,6.86,6.29,5.45,4.52,4.16,3.28,3.31,2.46,2.63,1.94,2.21,1.53,1.79,1.19,1.5,0.93,1.23,0.76,1.06,0.63,0.87,0.53,0.73,0.43,0.59,0.34,0.5,0.3,0.46,0.25,0.39,0.23,0.36,0.2,0.31,0.17,0.26,0.16,0.23,0.13,0.2,0.12,0.17,0.11,0.17,0.09,0.16,0.08,0.15,0.07,0.13,0.05,0.12,0.05,0.09,0.04,0.07,0.04,0.06,0.04,0.06,0.03,0.05,0.03,0.05,0.03
9m TTC,48.09,51.91,38.13,41.68,29.47,32.11,22.21,24.23,16.71,17.88,12.96,13.1,10.03,9.47,7.69,6.94,6.03,5.08,4.75,3.66,3.83,2.82,3.16,2.24,2.58,1.8,2.14,1.48,1.85,1.22,1.52,0.95,1.25,0.79,1.06,0.65,0.91,0.54,0.81,0.47,0.67,0.39,0.58,0.34,0.51,0.29,0.43,0.25,0.37,0.21,0.33,0.19,0.29,0.17,0.25,0.16,0.23,0.15,0.22,0.11,0.2,0.1,0.19,0.08,0.17,0.07,0.15,0.06,0.11,0.05,0.1,0.04,0.08,0.04,0.07,0.03,0.06,0.03,0.05,0.03
10m TTC,47.87,52.14,38.39,42.34,29.9,32.95,23.09,25.22,17.86,18.99,13.94,14.16,10.9,10.49,8.6,7.75,6.71,5.72,5.53,4.38,4.36,3.39,3.59,2.59,2.98,1.98,2.41,1.66,2.04,1.31,1.76,1.1,1.5,0.92,1.2,0.81,1.05,0.65,0.9,0.52,0.75,0.44,0.65,0.37,0.59,0.32,0.53,0.29,0.45,0.26,0.39,0.23,0.34,0.2,0.32,0.16,0.3,0.15,0.26,0.15,0.23,0.14,0.22,0.11,0.19,0.11,0.19,0.09,0.15,0.07,0.13,0.06,0.11,0.05,0.06,0.04,0.06,0.04,0.06,0.03
