,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,52.86,47.17,31.56,28.44,15.14,15.21,7.02,7.87,3.6,4.11,1.7,2.49,1.01,1.47,0.58,0.98,0.39,0.68,0.27,0.46,0.17,0.32,0.12,0.23,0.09,0.17,0.06,0.11,0.02,0.08,0.02,0.05,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,53.67,46.34,37.21,31.48,23.75,20.69,14.35,13.21,8.57,8.39,5.27,5.56,3.11,3.86,2.0,2.67,1.32,1.76,0.93,1.09,0.6,0.83,0.46,0.54,0.36,0.42,0.25,0.37,0.16,0.28,0.11,0.25,0.05,0.15,0.05,0.15,0.05,0.12,0.03,0.1,0.03,0.1,0.03,0.09,0.03,0.07,0.01,0.05,0.01,0.04,0.01,0.03,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,53.25,46.78,40.26,34.02,28.21,23.42,18.28,15.94,12.08,11.29,8.03,7.91,5.35,5.54,3.42,4.18,2.36,3.08,1.58,2.21,1.12,1.66,0.8,1.27,0.57,0.93,0.47,0.73,0.32,0.56,0.27,0.47,0.19,0.37,0.15,0.31,0.12,0.28,0.11,0.24,0.09,0.2,0.08,0.2,0.07,0.18,0.04,0.16,0.02,0.13,0.02,0.11,0.02,0.1,0.01,0.09,0.01,0.07,0.01,0.07,0.01,0.07,0.01,0.07,0.01,0.06,0.01,0.06,0.01,0.05,0.01,0.05,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04
4m TTC,53.53,46.49,42.34,35.58,30.87,25.7,21.93,18.89,15.19,13.53,10.37,9.93,7.23,7.31,4.84,5.59,3.13,4.06,2.22,3.2,1.65,2.19,1.19,1.71,0.94,1.41,0.74,1.08,0.6,0.9,0.45,0.7,0.36,0.54,0.25,0.52,0.23,0.42,0.19,0.37,0.17,0.29,0.14,0.25,0.13,0.21,0.11,0.19,0.11,0.16,0.11,0.12,0.09,0.12,0.08,0.11,0.06,0.11,0.05,0.09,0.05,0.09,0.04,0.07,0.02,0.06,0.02,0.04,0.01,0.04,0.01,0.04,0.01,0.04,0.0,0.04,0.0,0.03,0.0,0.03
5m TTC,54.15,45.86,43.34,36.1,32.9,27.78,23.96,20.62,17.52,15.31,12.58,11.31,8.95,8.85,6.19,6.62,4.31,5.07,3.13,4.0,2.14,3.13,1.67,2.47,1.32,1.92,1.05,1.49,0.77,1.19,0.63,0.92,0.5,0.75,0.37,0.62,0.33,0.53,0.29,0.43,0.23,0.35,0.21,0.33,0.18,0.28,0.14,0.26,0.12,0.22,0.12,0.2,0.12,0.18,0.11,0.15,0.08,0.13,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.05,0.05,0.04,0.05,0.04,0.05,0.04,0.05,0.03,0.05,0.03,0.05,0.03
6m TTC,54.04,45.96,44.2,37.0,34.68,28.8,25.94,22.08,19.0,16.91,13.93,13.11,10.26,9.9,7.21,7.85,5.31,5.95,3.94,4.76,2.88,3.9,2.14,3.02,1.63,2.36,1.33,1.86,1.04,1.56,0.87,1.26,0.73,0.99,0.52,0.89,0.44,0.74,0.37,0.6,0.32,0.51,0.26,0.41,0.22,0.36,0.18,0.28,0.15,0.25,0.13,0.23,0.13,0.23,0.11,0.19,0.1,0.14,0.09,0.11,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.07,0.05,0.07,0.04,0.06,0.04,0.06,0.04,0.06,0.04,0.06,0.04
7m TTC,54.47,45.54,44.69,36.78,35.24,29.35,27.22,23.05,20.67,18.44,15.23,14.51,11.29,11.56,8.48,8.76,6.4,7.02,4.73,5.45,3.68,4.41,2.68,3.62,2.12,3.0,1.67,2.43,1.3,1.99,1.02,1.7,0.78,1.4,0.68,1.16,0.6,0.86,0.53,0.74,0.42,0.64,0.32,0.54,0.25,0.44,0.21,0.38,0.19,0.37,0.16,0.29,0.16,0.25,0.14,0.23,0.14,0.2,0.13,0.17,0.12,0.16,0.11,0.15,0.11,0.11,0.11,0.09,0.1,0.07,0.1,0.05,0.1,0.04,0.09,0.02,0.07,0.02,0.07,0.02
8m TTC,54.58,45.43,45.36,37.34,36.66,29.67,28.96,23.55,22.22,19.08,16.63,15.2,12.88,11.91,9.69,9.81,7.07,7.95,5.17,6.21,3.98,4.96,3.07,4.14,2.23,3.53,1.83,2.93,1.51,2.29,1.17,1.86,0.98,1.6,0.84,1.34,0.64,1.16,0.53,1.0,0.45,0.84,0.39,0.66,0.34,0.54,0.29,0.47,0.27,0.39,0.23,0.33,0.21,0.3,0.18,0.25,0.18,0.21,0.18,0.18,0.15,0.14,0.15,0.12,0.15,0.11,0.15,0.1,0.14,0.07,0.14,0.07,0.12,0.06,0.11,0.05,0.09,0.03,0.08,0.02
9m TTC,54.54,45.46,45.85,37.24,37.62,30.43,30.15,24.43,23.92,19.41,18.56,15.8,14.61,12.93,11.0,10.45,8.18,8.54,6.23,6.96,4.72,5.71,3.63,4.63,2.74,3.87,2.25,3.37,1.78,2.83,1.47,2.31,1.21,1.89,0.91,1.58,0.77,1.25,0.66,1.06,0.58,0.9,0.54,0.77,0.44,0.68,0.38,0.6,0.31,0.48,0.3,0.41,0.27,0.33,0.25,0.26,0.23,0.23,0.21,0.2,0.19,0.18,0.18,0.15,0.17,0.14,0.17,0.13,0.14,0.09,0.14,0.08,0.13,0.08,0.12,0.06,0.12,0.06,0.09,0.05
10m TTC,54.55,45.47,46.24,37.98,38.62,31.23,31.14,25.33,24.74,20.37,19.79,16.49,15.1,13.41,11.77,10.82,8.99,9.05,7.0,7.45,5.24,6.14,4.16,5.03,3.11,4.14,2.53,3.45,2.08,2.91,1.67,2.56,1.35,2.19,1.06,1.88,0.89,1.53,0.79,1.26,0.66,1.05,0.55,0.89,0.5,0.78,0.46,0.65,0.4,0.54,0.33,0.47,0.32,0.42,0.29,0.41,0.25,0.34,0.22,0.3,0.21,0.28,0.19,0.25,0.17,0.23,0.17,0.18,0.16,0.17,0.15,0.16,0.14,0.15,0.14,0.11,0.12,0.09,0.11,0.09
