,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,50.6,49.86,12.07,11.67,3.13,3.25,1.05,1.11,0.43,0.46,0.21,0.21,0.11,0.11,0.06,0.06,0.03,0.03,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,51.16,48.99,18.87,17.69,6.76,6.63,2.69,2.84,1.26,1.36,0.63,0.7,0.35,0.39,0.21,0.25,0.12,0.16,0.08,0.11,0.06,0.08,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,51.23,48.84,23.1,21.5,9.89,9.33,4.48,4.48,2.23,2.31,1.15,1.3,0.68,0.76,0.42,0.5,0.26,0.33,0.18,0.22,0.14,0.15,0.1,0.11,0.08,0.08,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4m TTC,51.22,48.83,25.98,24.24,12.2,11.54,6.11,5.9,3.14,3.27,1.75,1.92,1.05,1.17,0.66,0.78,0.43,0.52,0.29,0.36,0.2,0.26,0.15,0.18,0.12,0.14,0.1,0.1,0.07,0.09,0.06,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5m TTC,51.21,48.82,28.03,26.13,14.27,13.49,7.5,7.31,4.09,4.17,2.4,2.52,1.46,1.63,0.94,1.1,0.63,0.77,0.44,0.54,0.31,0.39,0.23,0.29,0.17,0.21,0.14,0.16,0.11,0.13,0.09,0.1,0.07,0.08,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.04,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6m TTC,51.52,48.51,29.75,27.72,16.22,15.04,8.99,8.48,5.1,5.1,3.1,3.14,1.94,2.04,1.25,1.39,0.86,0.98,0.59,0.7,0.42,0.53,0.33,0.4,0.25,0.31,0.2,0.24,0.16,0.2,0.13,0.16,0.1,0.12,0.09,0.1,0.08,0.08,0.07,0.07,0.05,0.06,0.04,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
7m TTC,51.56,48.46,31.3,28.9,17.84,16.46,10.21,9.59,5.95,5.84,3.69,3.8,2.36,2.52,1.56,1.71,1.09,1.22,0.76,0.9,0.56,0.67,0.42,0.53,0.32,0.41,0.26,0.33,0.21,0.25,0.17,0.2,0.14,0.16,0.11,0.13,0.1,0.11,0.08,0.08,0.07,0.07,0.06,0.06,0.05,0.06,0.04,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0
8m TTC,51.43,48.59,32.49,29.97,19.22,17.81,11.39,10.63,6.91,6.56,4.29,4.32,2.81,2.94,1.91,2.06,1.34,1.5,0.95,1.07,0.69,0.82,0.53,0.63,0.4,0.5,0.31,0.38,0.25,0.31,0.21,0.25,0.18,0.2,0.15,0.17,0.13,0.14,0.11,0.12,0.09,0.1,0.07,0.09,0.06,0.08,0.05,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
9m TTC,51.35,48.67,33.29,30.83,20.41,18.82,12.43,11.59,7.69,7.36,4.89,4.88,3.22,3.34,2.19,2.36,1.55,1.72,1.14,1.3,0.83,0.99,0.62,0.77,0.49,0.62,0.39,0.49,0.33,0.4,0.26,0.33,0.21,0.27,0.18,0.23,0.15,0.18,0.13,0.16,0.12,0.13,0.1,0.1,0.09,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
10m TTC,51.4,48.61,34.23,31.58,21.53,19.67,13.33,12.46,8.43,8.08,5.46,5.4,3.65,3.7,2.49,2.64,1.75,1.96,1.3,1.48,0.96,1.14,0.72,0.87,0.56,0.71,0.45,0.57,0.37,0.46,0.31,0.39,0.26,0.31,0.22,0.26,0.19,0.23,0.16,0.19,0.14,0.16,0.12,0.13,0.11,0.11,0.09,0.09,0.07,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01
11m TTC,51.5,48.51,34.98,32.28,22.59,20.59,14.33,13.27,9.19,8.67,6.08,5.86,4.07,4.11,2.78,2.97,1.99,2.22,1.48,1.69,1.11,1.29,0.87,1.01,0.68,0.83,0.54,0.67,0.42,0.54,0.35,0.45,0.3,0.37,0.25,0.31,0.21,0.26,0.18,0.22,0.15,0.19,0.13,0.16,0.11,0.13,0.1,0.11,0.09,0.1,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01
