,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,46.87,53.19,28.29,31.34,15.47,14.16,8.52,5.95,4.74,2.6,2.62,1.26,1.48,0.64,0.99,0.38,0.6,0.22,0.42,0.15,0.28,0.1,0.2,0.06,0.15,0.04,0.11,0.01,0.1,0.0,0.09,0.0,0.06,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,47.88,52.13,32.31,35.92,21.93,22.61,13.93,13.22,9.2,7.06,6.09,4.08,4.07,2.25,2.72,1.35,2.1,0.89,1.55,0.55,1.18,0.41,0.87,0.27,0.65,0.24,0.46,0.14,0.36,0.12,0.27,0.09,0.23,0.08,0.19,0.07,0.16,0.06,0.15,0.05,0.1,0.03,0.08,0.02,0.06,0.02,0.05,0.01,0.05,0.01,0.05,0.01,0.05,0.01,0.05,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0
3m TTC,46.97,53.04,34.74,39.21,24.82,27.04,17.4,17.31,12.22,10.85,8.57,6.72,6.05,4.2,4.55,2.88,3.53,1.88,2.75,1.23,2.12,0.87,1.58,0.56,1.29,0.44,0.94,0.34,0.8,0.26,0.68,0.21,0.5,0.19,0.36,0.16,0.34,0.15,0.32,0.14,0.29,0.09,0.25,0.06,0.24,0.05,0.21,0.02,0.16,0.02,0.15,0.02,0.14,0.02,0.09,0.02,0.07,0.02,0.07,0.02,0.05,0.02,0.05,0.02,0.03,0.02,0.03,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0
4m TTC,47.47,52.56,36.45,40.67,27.4,29.09,20.05,20.63,14.77,13.85,10.87,9.47,8.08,6.54,6.21,4.6,4.97,3.05,4.0,2.14,2.93,1.48,2.48,1.12,1.98,0.84,1.59,0.64,1.26,0.49,1.1,0.41,0.83,0.35,0.67,0.26,0.59,0.21,0.53,0.16,0.48,0.14,0.44,0.12,0.4,0.12,0.29,0.09,0.26,0.09,0.18,0.06,0.16,0.06,0.14,0.06,0.12,0.05,0.11,0.04,0.1,0.04,0.09,0.02,0.07,0.01,0.07,0.01,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0
5m TTC,47.96,52.06,37.95,41.19,28.89,31.51,21.81,22.82,16.54,16.32,12.75,11.87,9.82,8.33,7.62,5.77,5.95,4.2,4.67,3.01,3.78,2.19,3.1,1.76,2.45,1.35,2.07,0.98,1.8,0.8,1.41,0.59,1.22,0.51,1.03,0.39,0.88,0.33,0.76,0.29,0.62,0.23,0.55,0.18,0.45,0.15,0.41,0.14,0.35,0.13,0.27,0.13,0.2,0.11,0.17,0.1,0.14,0.07,0.13,0.06,0.13,0.06,0.13,0.06,0.13,0.06,0.12,0.06,0.09,0.03,0.08,0.01,0.07,0.01,0.07,0.01,0.05,0.0,0.04,0.0
6m TTC,47.43,52.57,37.98,42.28,29.53,32.86,23.32,24.76,18.02,18.5,13.75,13.44,10.6,9.48,8.48,6.87,6.73,4.83,5.4,3.66,4.4,2.6,3.61,2.01,3.07,1.58,2.54,1.25,2.2,1.04,1.9,0.88,1.43,0.77,1.2,0.62,0.94,0.51,0.86,0.39,0.75,0.29,0.63,0.27,0.5,0.2,0.43,0.13,0.39,0.12,0.35,0.1,0.3,0.08,0.27,0.06,0.25,0.06,0.21,0.05,0.18,0.04,0.16,0.03,0.15,0.03,0.11,0.03,0.09,0.02,0.08,0.02,0.08,0.02,0.07,0.02,0.06,0.02,0.06,0.01
7m TTC,47.38,52.63,38.53,43.34,30.73,33.96,24.33,25.79,18.82,19.82,14.95,14.48,12.07,10.83,9.59,8.14,7.63,6.13,6.41,4.58,5.15,3.35,4.18,2.53,3.52,2.02,2.83,1.59,2.39,1.3,1.99,1.02,1.63,0.89,1.34,0.78,1.15,0.66,0.98,0.49,0.86,0.43,0.72,0.36,0.62,0.31,0.52,0.28,0.48,0.24,0.43,0.16,0.36,0.15,0.33,0.14,0.29,0.12,0.25,0.09,0.23,0.09,0.19,0.08,0.18,0.06,0.16,0.05,0.13,0.04,0.11,0.03,0.11,0.03,0.1,0.02,0.09,0.02,0.09,0.01
8m TTC,47.88,52.12,39.31,43.28,31.89,34.77,25.62,27.41,20.47,21.31,16.18,16.15,12.91,12.38,10.55,9.6,8.57,7.04,6.89,5.34,5.81,4.06,4.81,3.1,4.06,2.51,3.26,1.99,2.76,1.5,2.21,1.16,1.88,0.9,1.51,0.82,1.33,0.73,1.2,0.63,1.05,0.51,0.94,0.4,0.77,0.36,0.69,0.33,0.59,0.28,0.51,0.27,0.49,0.25,0.4,0.22,0.32,0.2,0.32,0.16,0.27,0.1,0.26,0.09,0.24,0.06,0.22,0.05,0.16,0.05,0.16,0.04,0.13,0.03,0.12,0.03,0.12,0.03,0.11,0.02
9m TTC,47.61,52.41,39.76,43.55,32.95,35.59,26.58,28.01,21.3,22.1,17.1,17.07,14.03,13.24,11.5,10.22,9.62,7.9,7.81,6.24,6.37,4.63,5.32,3.56,4.39,2.97,3.69,2.35,3.1,2.01,2.71,1.64,2.21,1.28,1.82,1.04,1.58,0.84,1.31,0.68,1.11,0.55,0.92,0.46,0.76,0.41,0.68,0.38,0.62,0.32,0.57,0.29,0.5,0.26,0.45,0.24,0.36,0.21,0.33,0.16,0.32,0.15,0.29,0.12,0.24,0.11,0.22,0.08,0.17,0.05,0.14,0.05,0.11,0.04,0.11,0.04,0.1,0.04,0.1,0.03
10m TTC,48.25,51.75,40.25,43.95,32.87,36.37,27.02,29.4,22.1,22.78,18.01,18.23,14.73,14.21,12.22,10.97,10.23,8.84,8.54,7.01,7.3,5.49,6.01,4.29,5.06,3.47,4.37,2.69,3.61,2.12,2.98,1.69,2.41,1.4,2.04,1.22,1.71,1.09,1.46,0.9,1.31,0.64,1.21,0.56,1.02,0.47,0.89,0.41,0.79,0.31,0.68,0.25,0.63,0.22,0.55,0.2,0.5,0.18,0.46,0.18,0.42,0.15,0.34,0.11,0.24,0.11,0.21,0.1,0.18,0.06,0.15,0.05,0.15,0.05,0.12,0.04,0.11,0.03,0.11,0.03
